event_type,dcount_bin,n,share,median_dcap_pct,p25_dcap,p75_dcap,share_cap_within10pct,share_SWtoDW
consolidation,0,11059,0.084746542013104,6.85185185185185,0,48.661800486618,0.389266612274499,0.178225879374265
consolidation,-1,7379,0.0565462278248209,0,-22.2222222222222,32.384009942005,0.235654065814523,0.237430546144464
consolidation,-2,3629,0.027809494616652,-9.67741935483871,-33.3333333333333,18.1818181818182,0.194636439037877,0.276660236979884
consolidation,<=-3,2169,0.0166213264876049,-25.3333333333333,-50,-0.824287076589463,0.15748031496063,0.257261410788382
pure_shrink,0,0,0,,,,,
pure_shrink,-1,19631,0.592544521581648,-14.2857142857143,-37.5,-3.7037037037037,0.437783786541503,0
pure_shrink,-2,6601,0.199245396921219,-38.8888888888889,-66.6666666666667,-16.6666666666667,0.164138349514563,0
pure_shrink,<=-3,6556,0.197887111379414,-58.3333333333333,-85,-36.1509869264291,0.0554876184653011,0
