mm_wall,mm_fuel,mm_capacity,cohort,group,n,group_total,share
Unknown-Wall,Motor-Fuel-Mixed,Under-1k,1996,Texas,0,,0
Unknown-Wall,Motor-Fuel-Mixed,Under-1k,1996,Control States,0,,0
Unknown-Wall,Motor-Fuel-Mixed,Under-1k,1997,Texas,0,,0
Unknown-Wall,Motor-Fuel-Mixed,Under-1k,1997,Control States,0,,0
Unknown-Wall,Other-Fuel,12k-25k,1985,Texas,94,912746,0.000102985934750741
Unknown-Wall,Other-Fuel,12k-25k,1985,Control States,267,3811999,0.000070041991091813
Unknown-Wall,Other-Fuel,12k-25k,1986,Texas,43,912746,0.0000471105871732114
Unknown-Wall,Other-Fuel,12k-25k,1986,Control States,280,3811999,0.0000734522753022758
Unknown-Wall,Other-Fuel,12k-25k,1987,Texas,398,912746,0.00043604683011484
Unknown-Wall,Other-Fuel,12k-25k,1987,Control States,271,3811999,0.0000710913093104169
Unknown-Wall,Other-Fuel,12k-25k,1988,Texas,52,912746,0.0000569709426280696
Unknown-Wall,Other-Fuel,12k-25k,1988,Control States,118,3811999,0.0000309548874488162
Unknown-Wall,Other-Fuel,12k-25k,1989,Texas,9,912746,0.0000098603554548582
Unknown-Wall,Other-Fuel,12k-25k,1989,Control States,82,3811999,0.0000215110234813808
Unknown-Wall,Other-Fuel,12k-25k,1990,Texas,71,912746,0.0000777872485883258
Unknown-Wall,Other-Fuel,12k-25k,1990,Control States,18,3811999,0.00000472193198371773
Unknown-Wall,Other-Fuel,12k-25k,1991,Texas,0,,0
Unknown-Wall,Other-Fuel,12k-25k,1991,Control States,167,3811999,0.0000438090356267145
Unknown-Wall,Other-Fuel,12k-25k,1992,Texas,0,,0
Unknown-Wall,Other-Fuel,12k-25k,1992,Control States,0,,0
Unknown-Wall,Other-Fuel,12k-25k,1993,Texas,0,,0
Unknown-Wall,Other-Fuel,12k-25k,1993,Control States,112,3811999,0.0000293809101209103
Unknown-Wall,Other-Fuel,12k-25k,1994,Texas,0,,0
Unknown-Wall,Other-Fuel,12k-25k,1994,Control States,62,3811999,0.0000162644323883611
Unknown-Wall,Other-Fuel,12k-25k,1995,Texas,0,,0
Unknown-Wall,Other-Fuel,12k-25k,1995,Control States,5,3811999,0.00000131164777325492
Unknown-Wall,Other-Fuel,12k-25k,1996,Texas,0,,0
Unknown-Wall,Other-Fuel,12k-25k,1996,Control States,0,,0
Unknown-Wall,Other-Fuel,12k-25k,1997,Texas,24,912746,0.0000262942812129552
Unknown-Wall,Other-Fuel,12k-25k,1997,Control States,24,3811999,0.00000629590931162364
Unknown-Wall,Other-Fuel,1k-5k,1985,Texas,837,912746,0.000917013057301812
Unknown-Wall,Other-Fuel,1k-5k,1985,Control States,1915,3811999,0.000502361097156636
Unknown-Wall,Other-Fuel,1k-5k,1986,Texas,357,912746,0.000391127433042709
Unknown-Wall,Other-Fuel,1k-5k,1986,Control States,1891,3811999,0.000496065187845013
Unknown-Wall,Other-Fuel,1k-5k,1987,Texas,10306,912746,0.0112912025908632
Unknown-Wall,Other-Fuel,1k-5k,1987,Control States,1254,3811999,0.000328961261532335
Unknown-Wall,Other-Fuel,1k-5k,1988,Texas,500,912746,0.0005477975252699
Unknown-Wall,Other-Fuel,1k-5k,1988,Control States,1534,3811999,0.000402413536834611
Unknown-Wall,Other-Fuel,1k-5k,1989,Texas,201,912746,0.0002202146051585
Unknown-Wall,Other-Fuel,1k-5k,1989,Control States,1667,3811999,0.000437303367603192
Unknown-Wall,Other-Fuel,1k-5k,1990,Texas,66,912746,0.0000723092733356268
Unknown-Wall,Other-Fuel,1k-5k,1990,Control States,615,3811999,0.000161332676110356
Unknown-Wall,Other-Fuel,1k-5k,1991,Texas,4,912746,0.0000043823802021592
Unknown-Wall,Other-Fuel,1k-5k,1991,Control States,538,3811999,0.00014113330040223
Unknown-Wall,Other-Fuel,1k-5k,1992,Texas,7,912746,0.0000076691653537786
Unknown-Wall,Other-Fuel,1k-5k,1992,Control States,174,3811999,0.0000456453425092714
Unknown-Wall,Other-Fuel,1k-5k,1993,Texas,28,912746,0.0000306766614151144
Unknown-Wall,Other-Fuel,1k-5k,1993,Control States,149,3811999,0.0000390871036429968
Unknown-Wall,Other-Fuel,1k-5k,1994,Texas,8,912746,0.0000087647604043184
Unknown-Wall,Other-Fuel,1k-5k,1994,Control States,174,3811999,0.0000456453425092714
Unknown-Wall,Other-Fuel,1k-5k,1995,Texas,0,,0
Unknown-Wall,Other-Fuel,1k-5k,1995,Control States,51,3811999,0.0000133788072872002
Unknown-Wall,Other-Fuel,1k-5k,1996,Texas,0,,0
Unknown-Wall,Other-Fuel,1k-5k,1996,Control States,77,3811999,0.0000201993757081258
Unknown-Wall,Other-Fuel,1k-5k,1997,Texas,0,,0
Unknown-Wall,Other-Fuel,1k-5k,1997,Control States,120,3811999,0.0000314795465581182
Unknown-Wall,Other-Fuel,25k-Plus,1985,Texas,55,912746,0.000060257727779689
Unknown-Wall,Other-Fuel,25k-Plus,1985,Control States,0,,0
Unknown-Wall,Other-Fuel,25k-Plus,1986,Texas,0,,0
Unknown-Wall,Other-Fuel,25k-Plus,1986,Control States,8,3811999,0.00000209863643720788
Unknown-Wall,Other-Fuel,25k-Plus,1987,Texas,145,912746,0.000158861282328271
Unknown-Wall,Other-Fuel,25k-Plus,1987,Control States,10,3811999,0.00000262329554650985
Unknown-Wall,Other-Fuel,25k-Plus,1988,Texas,0,,0
Unknown-Wall,Other-Fuel,25k-Plus,1988,Control States,40,3811999,0.0000104931821860394
Unknown-Wall,Other-Fuel,25k-Plus,1989,Texas,0,,0
Unknown-Wall,Other-Fuel,25k-Plus,1989,Control States,16,3811999,0.00000419727287441576
Unknown-Wall,Other-Fuel,25k-Plus,1990,Texas,0,,0
Unknown-Wall,Other-Fuel,25k-Plus,1990,Control States,62,3811999,0.0000162644323883611
Unknown-Wall,Other-Fuel,25k-Plus,1991,Texas,0,,0
Unknown-Wall,Other-Fuel,25k-Plus,1991,Control States,1,3811999,0.000000262329554650985
Unknown-Wall,Other-Fuel,25k-Plus,1992,Texas,0,,0
Unknown-Wall,Other-Fuel,25k-Plus,1992,Control States,1,3811999,0.000000262329554650985
Unknown-Wall,Other-Fuel,25k-Plus,1993,Texas,0,,0
Unknown-Wall,Other-Fuel,25k-Plus,1993,Control States,0,,0
Unknown-Wall,Other-Fuel,25k-Plus,1994,Texas,0,,0
Unknown-Wall,Other-Fuel,25k-Plus,1994,Control States,0,,0
Unknown-Wall,Other-Fuel,25k-Plus,1995,Texas,0,,0
Unknown-Wall,Other-Fuel,25k-Plus,1995,Control States,16,3811999,0.00000419727287441576
Unknown-Wall,Other-Fuel,25k-Plus,1996,Texas,0,,0
Unknown-Wall,Other-Fuel,25k-Plus,1996,Control States,0,,0
Unknown-Wall,Other-Fuel,25k-Plus,1997,Texas,0,,0
Unknown-Wall,Other-Fuel,25k-Plus,1997,Control States,0,,0
Unknown-Wall,Other-Fuel,5k-12k,1985,Texas,1069,912746,0.00117119110902705
Unknown-Wall,Other-Fuel,5k-12k,1985,Control States,854,3811999,0.000224029439671941
Unknown-Wall,Other-Fuel,5k-12k,1986,Texas,251,912746,0.00027499435768549
Unknown-Wall,Other-Fuel,5k-12k,1986,Control States,1008,3811999,0.000264428191088193
Unknown-Wall,Other-Fuel,5k-12k,1987,Texas,6080,912746,0.00666121790728198
Unknown-Wall,Other-Fuel,5k-12k,1987,Control States,551,3811999,0.000144543584612693
Unknown-Wall,Other-Fuel,5k-12k,1988,Texas,511,912746,0.000559849070825838
Unknown-Wall,Other-Fuel,5k-12k,1988,Control States,533,3811999,0.000139821652628975
Unknown-Wall,Other-Fuel,5k-12k,1989,Texas,122,912746,0.000133662596165856
Unknown-Wall,Other-Fuel,5k-12k,1989,Control States,785,3811999,0.000205928700401023
Unknown-Wall,Other-Fuel,5k-12k,1990,Texas,33,912746,0.0000361546366678134
Unknown-Wall,Other-Fuel,5k-12k,1990,Control States,391,3811999,0.000102570855868535
Unknown-Wall,Other-Fuel,5k-12k,1991,Texas,117,912746,0.000128184620913157
Unknown-Wall,Other-Fuel,5k-12k,1991,Control States,211,3811999,0.0000553515360313578
Unknown-Wall,Other-Fuel,5k-12k,1992,Texas,18,912746,0.0000197207109097164
Unknown-Wall,Other-Fuel,5k-12k,1992,Control States,195,3811999,0.0000511542631569421
Unknown-Wall,Other-Fuel,5k-12k,1993,Texas,0,,0
Unknown-Wall,Other-Fuel,5k-12k,1993,Control States,144,3811999,0.0000377754558697418
Unknown-Wall,Other-Fuel,5k-12k,1994,Texas,46,912746,0.0000503973723248308
Unknown-Wall,Other-Fuel,5k-12k,1994,Control States,108,3811999,0.0000283315919023064
Unknown-Wall,Other-Fuel,5k-12k,1995,Texas,0,,0
Unknown-Wall,Other-Fuel,5k-12k,1995,Control States,137,3811999,0.0000359391489871849
Unknown-Wall,Other-Fuel,5k-12k,1996,Texas,50,912746,0.00005477975252699
Unknown-Wall,Other-Fuel,5k-12k,1996,Control States,100,3811999,0.0000262329554650985
Unknown-Wall,Other-Fuel,5k-12k,1997,Texas,0,,0
Unknown-Wall,Other-Fuel,5k-12k,1997,Control States,76,3811999,0.0000199370461534749
Unknown-Wall,Other-Fuel,Under-1k,1985,Texas,693,912746,0.000759247370024081
Unknown-Wall,Other-Fuel,Under-1k,1985,Control States,1019,3811999,0.000267313816189354
Unknown-Wall,Other-Fuel,Under-1k,1986,Texas,378,912746,0.000414134929104044
Unknown-Wall,Other-Fuel,Under-1k,1986,Control States,1211,3811999,0.000317681090682343
Unknown-Wall,Other-Fuel,Under-1k,1987,Texas,5824,912746,0.00638074557434379
Unknown-Wall,Other-Fuel,Under-1k,1987,Control States,1036,3811999,0.00027177341861842
Unknown-Wall,Other-Fuel,Under-1k,1988,Texas,287,912746,0.000314435779504923
Unknown-Wall,Other-Fuel,Under-1k,1988,Control States,943,3811999,0.000247376770035879
Unknown-Wall,Other-Fuel,Under-1k,1989,Texas,120,912746,0.000131471406064776
Unknown-Wall,Other-Fuel,Under-1k,1989,Control States,639,3811999,0.000167628585421979
Unknown-Wall,Other-Fuel,Under-1k,1990,Texas,1,912746,0.0000010955950505398
Unknown-Wall,Other-Fuel,Under-1k,1990,Control States,152,3811999,0.0000398740923069497
Unknown-Wall,Other-Fuel,Under-1k,1991,Texas,2,912746,0.0000021911901010796
Unknown-Wall,Other-Fuel,Under-1k,1991,Control States,83,3811999,0.0000217733530360317
Unknown-Wall,Other-Fuel,Under-1k,1992,Texas,0,,0
Unknown-Wall,Other-Fuel,Under-1k,1992,Control States,64,3811999,0.000016789091497663
Unknown-Wall,Other-Fuel,Under-1k,1993,Texas,14,912746,0.0000153383307075572
Unknown-Wall,Other-Fuel,Under-1k,1993,Control States,49,3811999,0.0000128541481778983
Unknown-Wall,Other-Fuel,Under-1k,1994,Texas,8,912746,0.0000087647604043184
Unknown-Wall,Other-Fuel,Under-1k,1994,Control States,43,3811999,0.0000112801708499924
Unknown-Wall,Other-Fuel,Under-1k,1995,Texas,0,,0
Unknown-Wall,Other-Fuel,Under-1k,1995,Control States,15,3811999,0.00000393494331976477
Unknown-Wall,Other-Fuel,Under-1k,1996,Texas,0,,0
Unknown-Wall,Other-Fuel,Under-1k,1996,Control States,17,3811999,0.00000445960242906674
Unknown-Wall,Other-Fuel,Under-1k,1997,Texas,0,,0
Unknown-Wall,Other-Fuel,Under-1k,1997,Control States,1,3811999,0.000000262329554650985
