mm_wall,mm_fuel,mm_capacity,cohort,group,n,group_total,share
Double-Walled,Motor-Fuel-Mixed,25k-Plus,1991,Texas,0,,0
Double-Walled,Motor-Fuel-Mixed,25k-Plus,1991,Control States,0,,0
Double-Walled,Motor-Fuel-Mixed,25k-Plus,1992,Texas,0,,0
Double-Walled,Motor-Fuel-Mixed,25k-Plus,1992,Control States,29,3811999,0.00000760755708487856
Double-Walled,Motor-Fuel-Mixed,25k-Plus,1993,Texas,0,,0
Double-Walled,Motor-Fuel-Mixed,25k-Plus,1993,Control States,0,,0
Double-Walled,Motor-Fuel-Mixed,25k-Plus,1994,Texas,0,,0
Double-Walled,Motor-Fuel-Mixed,25k-Plus,1994,Control States,0,,0
Double-Walled,Motor-Fuel-Mixed,25k-Plus,1995,Texas,0,,0
Double-Walled,Motor-Fuel-Mixed,25k-Plus,1995,Control States,0,,0
Double-Walled,Motor-Fuel-Mixed,25k-Plus,1996,Texas,0,,0
Double-Walled,Motor-Fuel-Mixed,25k-Plus,1996,Control States,0,,0
Double-Walled,Motor-Fuel-Mixed,25k-Plus,1997,Texas,24,912746,0.0000262942812129552
Double-Walled,Motor-Fuel-Mixed,25k-Plus,1997,Control States,24,3811999,0.00000629590931162364
Double-Walled,Motor-Fuel-Mixed,5k-12k,1985,Texas,0,,0
Double-Walled,Motor-Fuel-Mixed,5k-12k,1985,Control States,144,3811999,0.0000377754558697418
Double-Walled,Motor-Fuel-Mixed,5k-12k,1986,Texas,0,,0
Double-Walled,Motor-Fuel-Mixed,5k-12k,1986,Control States,70,3811999,0.0000183630688255689
Double-Walled,Motor-Fuel-Mixed,5k-12k,1987,Texas,34,912746,0.0000372502317183532
Double-Walled,Motor-Fuel-Mixed,5k-12k,1987,Control States,34,3811999,0.00000891920485813349
Double-Walled,Motor-Fuel-Mixed,5k-12k,1988,Texas,0,,0
Double-Walled,Motor-Fuel-Mixed,5k-12k,1988,Control States,99,3811999,0.0000259706259104475
Double-Walled,Motor-Fuel-Mixed,5k-12k,1989,Texas,0,,0
Double-Walled,Motor-Fuel-Mixed,5k-12k,1989,Control States,180,3811999,0.0000472193198371773
Double-Walled,Motor-Fuel-Mixed,5k-12k,1990,Texas,31,912746,0.0000339634465667338
Double-Walled,Motor-Fuel-Mixed,5k-12k,1990,Control States,654,3811999,0.000171563528741744
Double-Walled,Motor-Fuel-Mixed,5k-12k,1991,Texas,0,,0
Double-Walled,Motor-Fuel-Mixed,5k-12k,1991,Control States,737,3811999,0.000193336881777776
Double-Walled,Motor-Fuel-Mixed,5k-12k,1992,Texas,58,912746,0.0000635445129313084
Double-Walled,Motor-Fuel-Mixed,5k-12k,1992,Control States,388,3811999,0.000101783867204582
Double-Walled,Motor-Fuel-Mixed,5k-12k,1993,Texas,168,912746,0.000184059968490686
Double-Walled,Motor-Fuel-Mixed,5k-12k,1993,Control States,237,3811999,0.0000621721044522834
Double-Walled,Motor-Fuel-Mixed,5k-12k,1994,Texas,81,912746,0.0000887431990937238
Double-Walled,Motor-Fuel-Mixed,5k-12k,1994,Control States,495,3811999,0.000129853129552238
Double-Walled,Motor-Fuel-Mixed,5k-12k,1995,Texas,141,912746,0.000154478902126112
Double-Walled,Motor-Fuel-Mixed,5k-12k,1995,Control States,354,3811999,0.0000928646623464487
Double-Walled,Motor-Fuel-Mixed,5k-12k,1996,Texas,100,912746,0.00010955950505398
Double-Walled,Motor-Fuel-Mixed,5k-12k,1996,Control States,661,3811999,0.000173399835624301
Double-Walled,Motor-Fuel-Mixed,5k-12k,1997,Texas,84,912746,0.0000920299842453432
Double-Walled,Motor-Fuel-Mixed,5k-12k,1997,Control States,554,3811999,0.000145330573276646
Double-Walled,Motor-Fuel-Mixed,Under-1k,1985,Texas,0,,0
Double-Walled,Motor-Fuel-Mixed,Under-1k,1985,Control States,0,,0
Double-Walled,Motor-Fuel-Mixed,Under-1k,1986,Texas,0,,0
Double-Walled,Motor-Fuel-Mixed,Under-1k,1986,Control States,0,,0
Double-Walled,Motor-Fuel-Mixed,Under-1k,1987,Texas,0,,0
Double-Walled,Motor-Fuel-Mixed,Under-1k,1987,Control States,0,,0
Double-Walled,Motor-Fuel-Mixed,Under-1k,1988,Texas,0,,0
Double-Walled,Motor-Fuel-Mixed,Under-1k,1988,Control States,0,,0
Double-Walled,Motor-Fuel-Mixed,Under-1k,1989,Texas,0,,0
Double-Walled,Motor-Fuel-Mixed,Under-1k,1989,Control States,0,,0
Double-Walled,Motor-Fuel-Mixed,Under-1k,1990,Texas,0,,0
Double-Walled,Motor-Fuel-Mixed,Under-1k,1990,Control States,0,,0
Double-Walled,Motor-Fuel-Mixed,Under-1k,1991,Texas,0,,0
Double-Walled,Motor-Fuel-Mixed,Under-1k,1991,Control States,0,,0
Double-Walled,Motor-Fuel-Mixed,Under-1k,1992,Texas,0,,0
Double-Walled,Motor-Fuel-Mixed,Under-1k,1992,Control States,19,3811999,0.00000498426153836871
Double-Walled,Motor-Fuel-Mixed,Under-1k,1993,Texas,0,,0
Double-Walled,Motor-Fuel-Mixed,Under-1k,1993,Control States,0,,0
Double-Walled,Motor-Fuel-Mixed,Under-1k,1994,Texas,0,,0
Double-Walled,Motor-Fuel-Mixed,Under-1k,1994,Control States,0,,0
Double-Walled,Motor-Fuel-Mixed,Under-1k,1995,Texas,0,,0
Double-Walled,Motor-Fuel-Mixed,Under-1k,1995,Control States,0,,0
Double-Walled,Motor-Fuel-Mixed,Under-1k,1996,Texas,0,,0
Double-Walled,Motor-Fuel-Mixed,Under-1k,1996,Control States,0,,0
Double-Walled,Motor-Fuel-Mixed,Under-1k,1997,Texas,0,,0
Double-Walled,Motor-Fuel-Mixed,Under-1k,1997,Control States,24,3811999,0.00000629590931162364
Double-Walled,Other-Fuel,12k-25k,1985,Texas,477,912746,0.000522598839107485
Double-Walled,Other-Fuel,12k-25k,1985,Control States,36,3811999,0.00000944386396743546
Double-Walled,Other-Fuel,12k-25k,1986,Texas,396,912746,0.000433855640013761
Double-Walled,Other-Fuel,12k-25k,1986,Control States,294,3811999,0.0000771248890673896
Double-Walled,Other-Fuel,12k-25k,1987,Texas,600,912746,0.00065735703032388
Double-Walled,Other-Fuel,12k-25k,1987,Control States,472,3811999,0.000123819549795265
Double-Walled,Other-Fuel,12k-25k,1988,Texas,689,912746,0.000754864989821922
Double-Walled,Other-Fuel,12k-25k,1988,Control States,943,3811999,0.000247376770035879
Double-Walled,Other-Fuel,12k-25k,1989,Texas,669,912746,0.000732953088811126
Double-Walled,Other-Fuel,12k-25k,1989,Control States,936,3811999,0.000245540463153322
Double-Walled,Other-Fuel,12k-25k,1990,Texas,985,912746,0.0010791611247817
Double-Walled,Other-Fuel,12k-25k,1990,Control States,1658,3811999,0.000434942401611333
Double-Walled,Other-Fuel,12k-25k,1991,Texas,1026,912746,0.00112408052185383
Double-Walled,Other-Fuel,12k-25k,1991,Control States,1631,3811999,0.000427859503635757
Double-Walled,Other-Fuel,12k-25k,1992,Texas,1086,912746,0.00118981622488622
Double-Walled,Other-Fuel,12k-25k,1992,Control States,1547,3811999,0.000405823821045074
Double-Walled,Other-Fuel,12k-25k,1993,Texas,833,912746,0.000912630677099653
