sample,kappa_exit,SE_kappa,CI_kappa_lo,CI_kappa_hi,K,SE_K,CI_K_lo,CI_K_hi,gamma_price,SE_gp,CI_gp_lo,CI_gp_hi,gamma_risk,SE_gr,CI_gr_lo,CI_gr_hi,log_lik,n_obs
"observed (TX 2006+, controls 1999+)",26.1221601742371,0.0306328810595885,26.0621208306176,26.1821995178566,5.17792785476942,0.014186850966357,5.15012213782132,5.20573357171752,-0.293198988986457,0.0490222492292448,-0.389280831916923,-0.197117146055991,0.164375128094434,0.00311068136621282,0.158278304649277,0.170471951539591,-268481.410656612,2282735
extended_2000plus (TX + controls 2000+),25.7701926811867,0.0310111836854317,25.7094118780453,25.8309734843281,5.2658391089284,0.0146445086166141,5.23713639946855,5.29454181838825,-1.14214828526395,0.0480856326294925,-1.23639439339158,-1.04790217713632,0.153037996314302,0.00313497204419283,0.146893564015144,0.15918242861346,-247613.831400649,2300780
