n,median,mean,sd,p10,p25,p75,p90,p95,p99,state
12541,136248.810921599,403318.714576365,619785.452953924,13961.2570730769,42539.3281845563,494961.889733177,1195143.5891612,1737649.59677419,2721109.98576722,Pooled
