make_model_tank,closure_rate_Control,closure_rate_Texas,n_Control,n_Texas,pre_gap
Single-Walled_Gasoline-Only_12k-25k_1994,0.000365697568111172,0,5469,820,-0.000365697568111172
Unknown-Wall_Other-Fuel_5k-12k_1994,0.00036231884057971,0,2760,10,-0.00036231884057971
Single-Walled_Gasoline-Only_5k-12k_1995,0.00497366881217086,0.00532859680284192,10254,1126,0.000354927990671059
Unknown-Wall_Other-Fuel_1k-5k_1994,0.000282007896221094,0,3546,5,-0.000282007896221094
Single-Walled_Gasoline-Only_5k-12k_1996,0.00246985326165916,0.00273972602739726,6883,730,0.0002698727657381
Single-Walled_Gasoline-Only_12k-25k_1990,0.00476839237057221,0.00451722190852626,11744,1771,-0.000251170462045951
Double-Walled_Gasoline-Only_5k-12k_1992,0.0037854381443299,0.00396825396825397,12416,504,0.000182815823924071
Single-Walled_Diesel-Only_5k-12k_1994,0.00276778300581234,0.00259067357512953,3613,386,-0.000177109430682811
Double-Walled_Diesel-Only_25k-Plus_1994,0,0,115,20,0
Double-Walled_Diesel-Only_25k-Plus_1995,0,0,128,4,0
Double-Walled_Diesel-Only_Under-1k_1995,0,0,208,4,0
Double-Walled_Gasoline-Only_25k-Plus_1994,0,0,60,25,0
Double-Walled_Gasoline-Only_25k-Plus_1996,0,0,21,6,0
Double-Walled_Gasoline-Only_25k-Plus_1997,0,0,58,2,0
Double-Walled_Gasoline-Only_Under-1k_1991,0,0,408,16,0
Double-Walled_Motor-Fuel-Mixed_1k-5k_1992,0,0,77,7,0
Double-Walled_Motor-Fuel-Mixed_1k-5k_1995,0,0,24,4,0
Double-Walled_Motor-Fuel-Mixed_25k-Plus_1997,0,0,22,2,0
Double-Walled_Motor-Fuel-Mixed_5k-12k_1992,0,0,147,14,0
Double-Walled_Other-Fuel_25k-Plus_1991,0,0,96,8,0
Double-Walled_Other-Fuel_25k-Plus_1992,0,0,196,21,0
Double-Walled_Other-Fuel_25k-Plus_1993,0,0,84,30,0
Double-Walled_Other-Fuel_25k-Plus_1995,0,0,56,4,0
Single-Walled_Diesel-Only_25k-Plus_1995,0,0,56,8,0
Single-Walled_Diesel-Only_25k-Plus_1996,0,0,54,12,0
Single-Walled_Gasoline-Only_25k-Plus_1992,0,0,21,7,0
Single-Walled_Gasoline-Only_25k-Plus_1994,0,0,15,10,0
Single-Walled_Gasoline-Only_25k-Plus_1996,0,0,48,3,0
Single-Walled_Motor-Fuel-Mixed_12k-25k_1990,0,0,207,36,0
Single-Walled_Motor-Fuel-Mixed_12k-25k_1991,0,0,192,88,0
Single-Walled_Motor-Fuel-Mixed_12k-25k_1993,0,0,192,126,0
Single-Walled_Motor-Fuel-Mixed_12k-25k_1994,0,0,145,175,0
Single-Walled_Motor-Fuel-Mixed_12k-25k_1995,0,0,164,172,0
Single-Walled_Motor-Fuel-Mixed_12k-25k_1996,0,0,129,219,0
Single-Walled_Motor-Fuel-Mixed_12k-25k_1997,0,0,82,150,0
Single-Walled_Motor-Fuel-Mixed_1k-5k_1992,0,0,14,7,0
Single-Walled_Motor-Fuel-Mixed_1k-5k_1993,0,0,18,12,0
Single-Walled_Motor-Fuel-Mixed_1k-5k_1994,0,0,55,10,0
Single-Walled_Motor-Fuel-Mixed_1k-5k_1996,0,0,12,3,0
Single-Walled_Motor-Fuel-Mixed_1k-5k_1997,0,0,12,2,0
Single-Walled_Motor-Fuel-Mixed_25k-Plus_1997,0,0,2,6,0
Single-Walled_Motor-Fuel-Mixed_5k-12k_1989,0,0,240,10,0
Single-Walled_Motor-Fuel-Mixed_5k-12k_1990,0,0,144,45,0
Single-Walled_Motor-Fuel-Mixed_5k-12k_1991,0,0,168,80,0
Single-Walled_Motor-Fuel-Mixed_5k-12k_1993,0,0,84,120,0
Single-Walled_Motor-Fuel-Mixed_5k-12k_1994,0,0,110,85,0
Single-Walled_Motor-Fuel-Mixed_5k-12k_1995,0,0,92,80,0
Single-Walled_Motor-Fuel-Mixed_5k-12k_1996,0,0,81,63,0
Single-Walled_Motor-Fuel-Mixed_5k-12k_1997,0,0,72,44,0
Single-Walled_Other-Fuel_25k-Plus_1995,0,0,28,16,0
Single-Walled_Other-Fuel_25k-Plus_1997,0,0,6,2,0
Unknown-Wall_Diesel-Only_5k-12k_1997,0,0,744,2,0
Unknown-Wall_Other-Fuel_12k-25k_1997,0,0,300,2,0
Unknown-Wall_Other-Fuel_5k-12k_1996,0,0,1272,6,0
Double-Walled_Diesel-Only_25k-Plus_1989,0,,110,,
Double-Walled_Diesel-Only_25k-Plus_1990,0,,171,,
Double-Walled_Diesel-Only_25k-Plus_1991,0.0737704918032787,,122,,
Double-Walled_Diesel-Only_25k-Plus_1992,0,,203,,
Double-Walled_Diesel-Only_25k-Plus_1993,0,,132,,
Double-Walled_Diesel-Only_25k-Plus_1996,0.0121951219512195,,82,,
Double-Walled_Diesel-Only_25k-Plus_1997,0.0277777777777778,,72,,
Double-Walled_Diesel-Only_Under-1k_1996,0.0072992700729927,,137,,
Double-Walled_Diesel-Only_Under-1k_1997,0.02,,100,,
Double-Walled_Gasoline-Only_25k-Plus_1989,0,,80,,
Double-Walled_Gasoline-Only_25k-Plus_1990,0,,108,,
Double-Walled_Gasoline-Only_25k-Plus_1991,0,,32,,
Double-Walled_Gasoline-Only_25k-Plus_1992,0,,42,,
Double-Walled_Gasoline-Only_25k-Plus_1993,0,,30,,
Double-Walled_Gasoline-Only_25k-Plus_1995,0,,16,,
Double-Walled_Gasoline-Only_Under-1k_1993,0.00476190476190476,,210,,
Double-Walled_Gasoline-Only_Under-1k_1995,0,,60,,
Double-Walled_Gasoline-Only_Under-1k_1996,0,,87,,
Double-Walled_Gasoline-Only_Under-1k_1997,0,,52,,
Double-Walled_Motor-Fuel-Mixed_12k-25k_1989,0.0113636363636364,,88,,
Double-Walled_Motor-Fuel-Mixed_12k-25k_1990,0.00925925925925926,,108,,
Double-Walled_Motor-Fuel-Mixed_1k-5k_1989,0,,20,,
Double-Walled_Motor-Fuel-Mixed_1k-5k_1990,0,,45,,
Double-Walled_Motor-Fuel-Mixed_1k-5k_1993,0.0204081632653061,,49,,
Double-Walled_Motor-Fuel-Mixed_1k-5k_1994,0,,30,,
Double-Walled_Motor-Fuel-Mixed_1k-5k_1996,0,,45,,
Double-Walled_Motor-Fuel-Mixed_1k-5k_1997,0.0555555555555556,,36,,
Double-Walled_Motor-Fuel-Mixed_25k-Plus_1992,0,,7,,
Double-Walled_Motor-Fuel-Mixed_25k-Plus_1993,0,,12,,
Double-Walled_Motor-Fuel-Mixed_5k-12k_1989,0,,60,,
Double-Walled_Motor-Fuel-Mixed_5k-12k_1991,0,,224,,
Double-Walled_Motor-Fuel-Mixed_Under-1k_1992,0,,7,,
Double-Walled_Motor-Fuel-Mixed_Under-1k_1994,0.25,,4,,
Double-Walled_Motor-Fuel-Mixed_Under-1k_1997,0,,2,,
Double-Walled_Other-Fuel_25k-Plus_1989,0.00632911392405063,,158,,
Double-Walled_Other-Fuel_25k-Plus_1990,0.00784313725490196,,255,,
Double-Walled_Other-Fuel_25k-Plus_1994,0.0268456375838926,,149,,
Double-Walled_Other-Fuel_25k-Plus_1997,0.0408163265306122,,49,,
Single-Walled_Diesel-Only_25k-Plus_1992,0,,35,,
Single-Walled_Diesel-Only_25k-Plus_1993,0.0714285714285714,,28,,
Single-Walled_Diesel-Only_25k-Plus_1994,0,,25,,
Single-Walled_Diesel-Only_25k-Plus_1997,0,,32,,
Single-Walled_Diesel-Only_Under-1k_1995,0.0125523012552301,,239,,
Single-Walled_Diesel-Only_Under-1k_1996,0.0277777777777778,,180,,
Single-Walled_Gasoline-Only_25k-Plus_1989,0.0638297872340426,,94,,
Single-Walled_Gasoline-Only_25k-Plus_1990,0.0112359550561798,,89,,
Single-Walled_Gasoline-Only_25k-Plus_1993,0,,54,,
Single-Walled_Gasoline-Only_Under-1k_1992,0.0303030303030303,,627,,
Single-Walled_Gasoline-Only_Under-1k_1994,0.0956521739130435,,460,,
Single-Walled_Motor-Fuel-Mixed_12k-25k_1989,0,,140,,
Single-Walled_Motor-Fuel-Mixed_1k-5k_1989,0.025,,40,,
Single-Walled_Motor-Fuel-Mixed_1k-5k_1990,0,,45,,
Single-Walled_Motor-Fuel-Mixed_1k-5k_1991,0,,80,,
Single-Walled_Motor-Fuel-Mixed_1k-5k_1995,0,,40,,
Single-Walled_Motor-Fuel-Mixed_25k-Plus_1992,,0,,28,
Single-Walled_Motor-Fuel-Mixed_25k-Plus_1993,,0,,6,
Single-Walled_Motor-Fuel-Mixed_25k-Plus_1994,,0,,5,
Single-Walled_Motor-Fuel-Mixed_25k-Plus_1995,,0,,4,
Single-Walled_Motor-Fuel-Mixed_25k-Plus_1996,,0,,6,
Single-Walled_Motor-Fuel-Mixed_Under-1k_1989,0.25,,4,,
Single-Walled_Other-Fuel_25k-Plus_1989,0.0652173913043478,,138,,
Single-Walled_Other-Fuel_25k-Plus_1990,0.05,,80,,
Single-Walled_Other-Fuel_25k-Plus_1993,0.0328467153284672,,274,,
Single-Walled_Other-Fuel_25k-Plus_1994,,0,,5,
Single-Walled_Other-Fuel_25k-Plus_1996,0,,9,,
Unknown-Wall_Diesel-Only_12k-25k_1989,0.0054382597568778,,3126,,
Unknown-Wall_Diesel-Only_12k-25k_1990,0.000771604938271605,,2592,,
Unknown-Wall_Diesel-Only_12k-25k_1991,0,,2256,,
Unknown-Wall_Diesel-Only_12k-25k_1992,0.00222057735011103,,1351,,
Unknown-Wall_Diesel-Only_12k-25k_1993,0.00285442435775452,,1051,,
Unknown-Wall_Diesel-Only_12k-25k_1995,0,,700,,
Unknown-Wall_Diesel-Only_12k-25k_1996,0,,561,,
Unknown-Wall_Diesel-Only_12k-25k_1997,0,,412,,
Unknown-Wall_Diesel-Only_1k-5k_1991,0.00540723217303143,,2959,,
Unknown-Wall_Diesel-Only_1k-5k_1992,0.00148957298907646,,2014,,
Unknown-Wall_Diesel-Only_1k-5k_1993,0.00309837335398916,,1291,,
Unknown-Wall_Diesel-Only_1k-5k_1994,0.00102880658436214,,972,,
Unknown-Wall_Diesel-Only_1k-5k_1995,0,,756,,
Unknown-Wall_Diesel-Only_1k-5k_1996,0.00553505535055351,,542,,
Unknown-Wall_Diesel-Only_1k-5k_1997,0,,422,,
Unknown-Wall_Diesel-Only_25k-Plus_1989,0,,170,,
Unknown-Wall_Diesel-Only_25k-Plus_1990,0,,180,,
Unknown-Wall_Diesel-Only_25k-Plus_1991,0,,104,,
Unknown-Wall_Diesel-Only_25k-Plus_1992,0,,70,,
Unknown-Wall_Diesel-Only_25k-Plus_1993,0,,48,,
Unknown-Wall_Diesel-Only_25k-Plus_1994,0,,85,,
Unknown-Wall_Diesel-Only_25k-Plus_1995,0,,32,,
Unknown-Wall_Diesel-Only_25k-Plus_1996,0,,30,,
Unknown-Wall_Diesel-Only_25k-Plus_1997,0,,20,,
Unknown-Wall_Diesel-Only_5k-12k_1990,0.00181665735047513,,7156,,
Unknown-Wall_Diesel-Only_5k-12k_1992,0.00152788388082506,,2618,,
Unknown-Wall_Diesel-Only_5k-12k_1993,0.00149402390438247,,2008,,
Unknown-Wall_Diesel-Only_5k-12k_1994,0.00116414435389988,,1718,,
Unknown-Wall_Diesel-Only_5k-12k_1995,0.000758725341426404,,1318,,
Unknown-Wall_Diesel-Only_5k-12k_1996,0,,909,,
Unknown-Wall_Diesel-Only_Under-1k_1990,0.0111940298507463,,1072,,
Unknown-Wall_Diesel-Only_Under-1k_1991,0.00955794504181601,,837,,
Unknown-Wall_Diesel-Only_Under-1k_1992,0.00163934426229508,,610,,
Unknown-Wall_Diesel-Only_Under-1k_1993,0,,510,,
Unknown-Wall_Diesel-Only_Under-1k_1994,0,,315,,
Unknown-Wall_Diesel-Only_Under-1k_1995,0,,228,,
Unknown-Wall_Diesel-Only_Under-1k_1996,0,,108,,
Unknown-Wall_Diesel-Only_Under-1k_1997,0,,80,,
Unknown-Wall_Gasoline-Only_12k-25k_1990,0.00311526479750779,,9630,,
Unknown-Wall_Gasoline-Only_12k-25k_1991,0.00337018064168239,,7418,,
Unknown-Wall_Gasoline-Only_12k-25k_1992,0.00380909701994174,,4463,,
Unknown-Wall_Gasoline-Only_12k-25k_1993,0.00160901045856798,,3729,,
Unknown-Wall_Gasoline-Only_12k-25k_1994,0,,3775,,
Unknown-Wall_Gasoline-Only_12k-25k_1995,0.000624609618988132,,3202,,
Unknown-Wall_Gasoline-Only_12k-25k_1996,0,,2571,,
Unknown-Wall_Gasoline-Only_12k-25k_1997,0,,1812,,
Unknown-Wall_Gasoline-Only_1k-5k_1992,0.00683111954459203,,2635,,
Unknown-Wall_Gasoline-Only_1k-5k_1993,0.0068205666316894,,1906,,
Unknown-Wall_Gasoline-Only_1k-5k_1994,0.001743679163034,,1147,,
Unknown-Wall_Gasoline-Only_1k-5k_1995,0.00630517023959647,,793,,
Unknown-Wall_Gasoline-Only_1k-5k_1996,0.0104602510460251,,478,,
Unknown-Wall_Gasoline-Only_1k-5k_1997,0.00842696629213483,,356,,
Unknown-Wall_Gasoline-Only_25k-Plus_1990,0,,567,,
Unknown-Wall_Gasoline-Only_25k-Plus_1991,0.0112359550561798,,445,,
Unknown-Wall_Gasoline-Only_25k-Plus_1992,0,,231,,
Unknown-Wall_Gasoline-Only_25k-Plus_1993,0,,108,,
Unknown-Wall_Gasoline-Only_25k-Plus_1994,0,,120,,
Unknown-Wall_Gasoline-Only_25k-Plus_1995,0,,92,,
Unknown-Wall_Gasoline-Only_25k-Plus_1996,0,,30,,
Unknown-Wall_Gasoline-Only_25k-Plus_1997,0,,38,,
Unknown-Wall_Gasoline-Only_5k-12k_1993,0.00106652446340488,,7501,,
Unknown-Wall_Gasoline-Only_5k-12k_1994,0.000888494002665482,,6753,,
Unknown-Wall_Gasoline-Only_5k-12k_1995,0.00154878678368611,,5811,,
Unknown-Wall_Gasoline-Only_5k-12k_1996,0.000681818181818182,,4400,,
Unknown-Wall_Gasoline-Only_Under-1k_1990,0.0193003618817853,,829,,
Unknown-Wall_Gasoline-Only_Under-1k_1991,0.0215311004784689,,418,,
Unknown-Wall_Gasoline-Only_Under-1k_1992,0.00348432055749129,,287,,
Unknown-Wall_Gasoline-Only_Under-1k_1993,0,,168,,
Unknown-Wall_Gasoline-Only_Under-1k_1994,0.0224719101123596,,89,,
Unknown-Wall_Gasoline-Only_Under-1k_1995,0.0394736842105263,,76,,
Unknown-Wall_Gasoline-Only_Under-1k_1996,0.0303030303030303,,33,,
Unknown-Wall_Gasoline-Only_Under-1k_1997,0,,32,,
Unknown-Wall_Motor-Fuel-Mixed_12k-25k_1989,0,,550,,
Unknown-Wall_Motor-Fuel-Mixed_12k-25k_1990,0.00179533213644524,,557,,
Unknown-Wall_Motor-Fuel-Mixed_12k-25k_1991,0.00201612903225806,,496,,
Unknown-Wall_Motor-Fuel-Mixed_12k-25k_1992,0.00261780104712042,,382,,
Unknown-Wall_Motor-Fuel-Mixed_12k-25k_1993,0.00196850393700787,,508,,
Unknown-Wall_Motor-Fuel-Mixed_12k-25k_1994,0,,310,,
Unknown-Wall_Motor-Fuel-Mixed_12k-25k_1995,0,,296,,
Unknown-Wall_Motor-Fuel-Mixed_12k-25k_1996,0,,153,,
Unknown-Wall_Motor-Fuel-Mixed_12k-25k_1997,0,,172,,
Unknown-Wall_Motor-Fuel-Mixed_1k-5k_1989,0.00570032573289902,,1228,,
Unknown-Wall_Motor-Fuel-Mixed_1k-5k_1990,0.0150462962962963,,864,,
Unknown-Wall_Motor-Fuel-Mixed_1k-5k_1991,0.00380710659898477,,788,,
Unknown-Wall_Motor-Fuel-Mixed_1k-5k_1992,0.0166975881261596,,539,,
Unknown-Wall_Motor-Fuel-Mixed_1k-5k_1993,0.00704225352112676,,426,,
Unknown-Wall_Motor-Fuel-Mixed_1k-5k_1994,0.00294985250737463,,339,,
Unknown-Wall_Motor-Fuel-Mixed_1k-5k_1995,0.00467289719626168,,214,,
Unknown-Wall_Motor-Fuel-Mixed_1k-5k_1996,0,,144,,
Unknown-Wall_Motor-Fuel-Mixed_1k-5k_1997,0.0103092783505155,,97,,
Unknown-Wall_Motor-Fuel-Mixed_25k-Plus_1990,0,,36,,
Unknown-Wall_Motor-Fuel-Mixed_25k-Plus_1991,0,,8,,
Unknown-Wall_Motor-Fuel-Mixed_25k-Plus_1992,0.0588235294117647,,17,,
Unknown-Wall_Motor-Fuel-Mixed_25k-Plus_1994,0,,5,,
Unknown-Wall_Motor-Fuel-Mixed_25k-Plus_1995,0,,16,,
Unknown-Wall_Motor-Fuel-Mixed_25k-Plus_1997,0,,2,,
Unknown-Wall_Motor-Fuel-Mixed_5k-12k_1989,0.00496277915632754,,2015,,
Unknown-Wall_Motor-Fuel-Mixed_5k-12k_1990,0.00128700128700129,,1554,,
Unknown-Wall_Motor-Fuel-Mixed_5k-12k_1991,0.00165152766308836,,1211,,
Unknown-Wall_Motor-Fuel-Mixed_5k-12k_1993,0,,690,,
Unknown-Wall_Motor-Fuel-Mixed_5k-12k_1994,0.00627943485086342,,637,,
Unknown-Wall_Motor-Fuel-Mixed_5k-12k_1995,0.004,,500,,
Unknown-Wall_Motor-Fuel-Mixed_5k-12k_1996,0.00228310502283105,,438,,
Unknown-Wall_Motor-Fuel-Mixed_5k-12k_1997,0,,238,,
Unknown-Wall_Motor-Fuel-Mixed_Under-1k_1989,0.00444444444444444,,225,,
Unknown-Wall_Motor-Fuel-Mixed_Under-1k_1990,0.0108695652173913,,184,,
Unknown-Wall_Motor-Fuel-Mixed_Under-1k_1991,0.00323624595469256,,309,,
Unknown-Wall_Motor-Fuel-Mixed_Under-1k_1992,0.0065359477124183,,153,,
Unknown-Wall_Motor-Fuel-Mixed_Under-1k_1993,0,,84,,
Unknown-Wall_Motor-Fuel-Mixed_Under-1k_1994,0,,45,,
Unknown-Wall_Motor-Fuel-Mixed_Under-1k_1995,0,,48,,
Unknown-Wall_Motor-Fuel-Mixed_Under-1k_1996,0,,9,,
Unknown-Wall_Motor-Fuel-Mixed_Under-1k_1997,0,,6,,
Unknown-Wall_Other-Fuel_12k-25k_1991,0.00610820244328098,,1146,,
Unknown-Wall_Other-Fuel_12k-25k_1992,0.00118343195266272,,845,,
Unknown-Wall_Other-Fuel_12k-25k_1993,0.0015552099533437,,643,,
Unknown-Wall_Other-Fuel_12k-25k_1994,0.00230414746543779,,868,,
Unknown-Wall_Other-Fuel_12k-25k_1995,0,,584,,
Unknown-Wall_Other-Fuel_12k-25k_1996,0,,432,,
Unknown-Wall_Other-Fuel_1k-5k_1995,0.00170140365801786,,2351,,
Unknown-Wall_Other-Fuel_1k-5k_1996,0.000542299349240781,,1844,,
Unknown-Wall_Other-Fuel_1k-5k_1997,0,,1294,,
Unknown-Wall_Other-Fuel_25k-Plus_1989,0.0147058823529412,,136,,
Unknown-Wall_Other-Fuel_25k-Plus_1990,0,,135,,
Unknown-Wall_Other-Fuel_25k-Plus_1991,0.00869565217391304,,230,,
Unknown-Wall_Other-Fuel_25k-Plus_1992,0.0101010101010101,,99,,
Unknown-Wall_Other-Fuel_25k-Plus_1993,0,,90,,
Unknown-Wall_Other-Fuel_25k-Plus_1994,0,,50,,
Unknown-Wall_Other-Fuel_25k-Plus_1995,0,,72,,
Unknown-Wall_Other-Fuel_25k-Plus_1996,0,,24,,
Unknown-Wall_Other-Fuel_25k-Plus_1997,0,,34,,
Unknown-Wall_Other-Fuel_5k-12k_1993,0,,2496,,
Unknown-Wall_Other-Fuel_5k-12k_1995,0.00163487738419619,,1835,,
Unknown-Wall_Other-Fuel_5k-12k_1997,0.000938967136150235,,1065,,
Unknown-Wall_Other-Fuel_Under-1k_1992,0.00333889816360601,,2396,,
Unknown-Wall_Other-Fuel_Under-1k_1995,0.00836120401337793,,598,,
Unknown-Wall_Other-Fuel_Under-1k_1996,0.00211864406779661,,472,,
Unknown-Wall_Other-Fuel_Under-1k_1997,0.00151285930408472,,661,,
