facility_id,state
13362,Kansas
133622,South Dakota
133624,Alabama
133626,Minnesota
133628,Connecticut
133635,North Carolina
133636,Illinois
133637,Massachusetts
13364,Ohio
133640,Pennsylvania
133645,Tennessee
13365,Virginia
133652,New Jersey
133654,Michigan
133658,Arkansas
13366,Texas
133661,Oklahoma
133665,Louisiana
133666,New Mexico
133667,Maine
133668,Montana
133669,Idaho
133677,Kansas
133678,South Dakota
133679,Alabama
133681,Minnesota
133685,Connecticut
133686,North Carolina
133687,Illinois
133692,Massachusetts
133694,Ohio
133696,Pennsylvania
133698,Tennessee
133699,Virginia
13370,New Jersey
133703,Michigan
133705,Arkansas
133706,Texas
133707,Oklahoma
133709,Louisiana
133710,New Mexico
133711,Maine
133713,Montana
133715,Idaho
133716,Kansas
133717,South Dakota
133719,Alabama
133724,Minnesota
133725,Connecticut
133726,North Carolina
133727,Illinois
133728,Massachusetts
13373,Ohio
133730,Pennsylvania
133731,Tennessee
133732,Virginia
133736,New Jersey
133739,Michigan
133741,Arkansas
133743,Texas
133744,Oklahoma
133746,Louisiana
13375,New Mexico
133750,Maine
133752,Montana
133753,Idaho
133756,Kansas
133757,South Dakota
133758,Alabama
133759,Minnesota
13376,Connecticut
133761,North Carolina
133764,Illinois
133768,Massachusetts
133769,Ohio
133770,Pennsylvania
133772,Tennessee
133774,Virginia
133779,New Jersey
133787,Michigan
133788,Arkansas
13379,Texas
133792,Oklahoma
133795,Louisiana
133799,New Mexico
1338,Maine
13380,Montana
13381,Idaho
133813,Kansas
133814,South Dakota
133815,Alabama
133816,Minnesota
133817,Connecticut
133819,North Carolina
133820,Illinois
133821,Massachusetts
133824,Ohio
133825,Pennsylvania
133827,Tennessee
133828,Virginia
133830,New Jersey
133831,Michigan
133832,Arkansas
133834,Texas
133835,Oklahoma
133839,Louisiana
133840,New Mexico
133842,Maine
133843,Montana
133847,Idaho
133849,Kansas
133851,South Dakota
133852,Alabama
133853,Minnesota
133859,Connecticut
13386,North Carolina
133861,Illinois
133865,Massachusetts
133866,Ohio
133869,Pennsylvania
133870,Tennessee
133871,Virginia
133873,New Jersey
133875,Michigan
133876,Arkansas
133878,Texas
133879,Oklahoma
13388,Louisiana
133880,New Mexico
133881,Maine
133885,Montana
133890,Idaho
133893,Kansas
133894,South Dakota
133895,Alabama
133896,Minnesota
133902,Connecticut
133905,North Carolina
133906,Illinois
133908,Massachusetts
13391,Ohio
133911,Pennsylvania
133912,Tennessee
133913,Virginia
133918,New Jersey
133920,Michigan
133923,Arkansas
133925,Texas
133934,Oklahoma
133935,Louisiana
133936,New Mexico
133937,Maine
133938,Montana
133939,Idaho
133940,Kansas
133941,South Dakota
133942,Alabama
133943,Minnesota
133945,Connecticut
133947,North Carolina
133948,Illinois
13395,Massachusetts
133951,Ohio
133953,Pennsylvania
133954,Tennessee
133962,Virginia
133968,New Jersey
13397,Michigan
133975,Arkansas
133984,Texas
133989,Oklahoma
133990,Louisiana
1340,New Mexico
13400,Maine
134001,Montana
134002,Idaho
134006,Kansas
134007,South Dakota
13401,Alabama
134010,Minnesota
134011,Connecticut
134013,North Carolina
134014,Illinois
134024,Massachusetts
134026,Ohio
134027,Pennsylvania
134028,Tennessee
134029,Virginia
134030,New Jersey
134031,Michigan
134032,Arkansas
134033,Texas
13404,Oklahoma
134053,Louisiana
134054,New Mexico
134055,Maine
134056,Montana
13406,Idaho
134063,Kansas
134066,South Dakota
134067,Alabama
134069,Minnesota
13407,Connecticut
134071,North Carolina
134072,Illinois
134074,Massachusetts
134076,Ohio
134088,Pennsylvania
134090,Tennessee
134093,Virginia
134094,New Jersey
1341,Michigan
134100,Arkansas
134101,Texas
134103,Oklahoma
134111,Louisiana
134118,New Mexico
134119,Maine
13412,Montana
134121,Idaho
134129,Kansas
13413,South Dakota
134131,Alabama
134136,Minnesota
134138,Connecticut
13414,North Carolina
134142,Illinois
134145,Massachusetts
134146,Ohio
134148,Pennsylvania
134149,Tennessee
13415,Virginia
134153,New Jersey
134154,Michigan
134156,Arkansas
134157,Texas
134158,Oklahoma
134159,Louisiana
134160,New Mexico
134161,Maine
134167,Montana
134168,Idaho
134178,Kansas
134181,South Dakota
134182,Alabama
134183,Minnesota
134186,Connecticut
134188,North Carolina
134192,Illinois
134199,Massachusetts
1342,Ohio
134200,Pennsylvania
134201,Tennessee
134204,Virginia
134209,New Jersey
134212,Michigan
134213,Arkansas
134216,Texas
134219,Oklahoma
13422,Louisiana
134221,New Mexico
134223,Maine
134224,Montana
134225,Idaho
134227,Kansas
134229,South Dakota
13423,Alabama
134230,Minnesota
134243,Connecticut
134244,North Carolina
13425,Illinois
13426,Massachusetts
134260,Ohio
134261,Pennsylvania
134262,Tennessee
134266,Virginia
134267,New Jersey
134268,Michigan
13427,Arkansas
134270,Texas
134271,Oklahoma
134273,Louisiana
134274,New Mexico
134275,Maine
134276,Montana
134277,Idaho
13428,Kansas
134281,South Dakota
134282,Alabama
134283,Minnesota
134290,Connecticut
134296,North Carolina
134297,Illinois
134299,Massachusetts
1343,Ohio
134302,Pennsylvania
134304,Tennessee
13431,Virginia
13432,New Jersey
134322,Michigan
134324,Arkansas
134325,Texas
134327,Oklahoma
134332,Louisiana
13434,New Mexico
134341,Maine
134342,Montana
134343,Idaho
134344,Kansas
134345,South Dakota
134349,Alabama
134350,Minnesota
134353,Connecticut
13436,North Carolina
134363,Illinois
134364,Massachusetts
134365,Ohio
13437,Pennsylvania
134370,Tennessee
134379,Virginia
134393,New Jersey
134398,Michigan
134399,Arkansas
134400,Texas
134401,Oklahoma
134405,Louisiana
134406,New Mexico
134408,Maine
134416,Montana
13442,Idaho
134429,Kansas
134431,South Dakota
134432,Alabama
134433,Minnesota
134434,Connecticut
134435,North Carolina
134436,Illinois
134437,Massachusetts
134446,Ohio
134447,Pennsylvania
134450,Tennessee
134452,Virginia
134453,New Jersey
134456,Michigan
134457,Arkansas
134458,Texas
134460,Oklahoma
134462,Louisiana
13447,New Mexico
134474,Maine
134485,Montana
134486,Idaho
134489,Kansas
134490,South Dakota
134491,Alabama
134498,Minnesota
134500,Connecticut
134507,North Carolina
134508,Illinois
134509,Massachusetts
134515,Ohio
134517,Pennsylvania
134529,Tennessee
134530,Virginia
134535,New Jersey
134536,Michigan
134537,Arkansas
134539,Texas
134542,Oklahoma
134545,Louisiana
134547,New Mexico
134556,Maine
134561,Montana
134563,Idaho
134564,Kansas
134568,South Dakota
134569,Alabama
134570,Minnesota
134572,Connecticut
134573,North Carolina
134576,Illinois
134580,Massachusetts
134581,Ohio
134585,Pennsylvania
134593,Tennessee
134599,Virginia
134602,New Jersey
134603,Michigan
134607,Arkansas
134608,Texas
134610,Oklahoma
134614,Louisiana
134620,New Mexico
134622,Maine
134624,Montana
134625,Idaho
134628,Kansas
134634,South Dakota
134637,Alabama
134643,Minnesota
134648,Connecticut
134651,North Carolina
134655,Illinois
134656,Massachusetts
134663,Ohio
134664,Pennsylvania
134668,Tennessee
134669,Virginia
134675,New Jersey
134676,Michigan
134678,Arkansas
13468,Texas
134680,Oklahoma
134681,Louisiana
134682,New Mexico
134686,Maine
134687,Montana
134689,Idaho
134693,Kansas
134695,South Dakota
134697,Alabama
134698,Minnesota
1347,Connecticut
134703,North Carolina
134708,Illinois
134709,Massachusetts
134712,Ohio
134713,Pennsylvania
134717,Tennessee
134719,Virginia
134720,New Jersey
134723,Michigan
134726,Arkansas
134727,Texas
134739,Oklahoma
134742,Louisiana
134743,New Mexico
134746,Maine
134748,Montana
134751,Idaho
134752,Kansas
134753,South Dakota
134756,Alabama
134768,Minnesota
134771,Connecticut
134772,North Carolina
134778,Illinois
134781,Massachusetts
134783,Ohio
134786,Pennsylvania
134790,Tennessee
134792,Virginia
134794,New Jersey
134795,Michigan
134798,Arkansas
134799,Texas
1348,Oklahoma
134800,Louisiana
134801,New Mexico
134802,Maine
134803,Montana
134805,Idaho
134808,Kansas
134809,South Dakota
134810,Alabama
134811,Minnesota
134813,Connecticut
134814,North Carolina
134816,Illinois
134823,Massachusetts
134825,Ohio
134832,Pennsylvania
134836,Tennessee
134838,Virginia
13484,New Jersey
134843,Michigan
134844,Arkansas
134846,Texas
134847,Oklahoma
134848,Louisiana
134852,New Mexico
134853,Maine
134854,Montana
134859,Idaho
134862,Kansas
134863,South Dakota
13487,Alabama
134871,Minnesota
134872,Connecticut
134874,North Carolina
134875,Illinois
134876,Massachusetts
134878,Ohio
134879,Pennsylvania
134880,Tennessee
134881,Virginia
134894,New Jersey
134897,Michigan
134898,Arkansas
134907,Texas
134908,Oklahoma
134909,Louisiana
134910,New Mexico
134911,Maine
134912,Montana
134913,Idaho
134915,Kansas
134919,South Dakota
134921,Alabama
134924,Minnesota
134927,Connecticut
134929,North Carolina
134931,Illinois
134935,Massachusetts
134943,Ohio
134949,Pennsylvania
134954,Tennessee
134955,Virginia
134959,New Jersey
13496,Michigan
134961,Arkansas
134962,Texas
134968,Oklahoma
134969,Louisiana
134971,New Mexico
134972,Maine
134973,Montana
134975,Idaho
134976,Kansas
134978,South Dakota
134979,Alabama
13498,Minnesota
134980,Connecticut
134983,North Carolina
134985,Illinois
134986,Massachusetts
134988,Ohio
134995,Pennsylvania
1350,Tennessee
135002,Virginia
135004,New Jersey
135005,Michigan
13501,Arkansas
135015,Texas
135017,Oklahoma
135020,Louisiana
135022,New Mexico
135029,Maine
135031,Montana
135036,Idaho
135037,Kansas
135038,South Dakota
135039,Alabama
13504,Minnesota
135040,Connecticut
135041,North Carolina
135042,Illinois
135046,Massachusetts
135047,Ohio
135048,Pennsylvania
135050,Tennessee
135053,Virginia
135054,New Jersey
135056,Michigan
135057,Arkansas
135059,Texas
135064,Oklahoma
13507,Louisiana
135077,New Mexico
135081,Maine
135085,Montana
135088,Idaho
135090,Kansas
135092,South Dakota
135099,Alabama
1351,Minnesota
135100,Connecticut
135104,North Carolina
135110,Illinois
135132,Massachusetts
135134,Ohio
135137,Pennsylvania
135141,Tennessee
135142,Virginia
135144,New Jersey
135145,Michigan
135146,Arkansas
135154,Texas
135155,Oklahoma
135160,Louisiana
135161,New Mexico
135162,Maine
135168,Montana
13517,Idaho
135180,Kansas
135182,South Dakota
135188,Alabama
13519,Minnesota
135192,Connecticut
135194,North Carolina
1352,Illinois
135203,Massachusetts
135205,Ohio
135208,Pennsylvania
135212,Tennessee
135215,Virginia
135217,New Jersey
135230,Michigan
135231,Arkansas
135236,Texas
135239,Oklahoma
13524,Louisiana
135240,New Mexico
135243,Maine
135244,Montana
135245,Idaho
135247,Kansas
135248,South Dakota
135249,Alabama
135250,Minnesota
135253,Connecticut
135254,North Carolina
135257,Illinois
135262,Massachusetts
135268,Ohio
135272,Pennsylvania
135273,Tennessee
135275,Virginia
13528,New Jersey
135281,Michigan
135284,Arkansas
135286,Texas
135287,Oklahoma
135288,Louisiana
135292,New Mexico
135295,Maine
135298,Montana
135300,Idaho
135304,Kansas
135307,South Dakota
135329,Alabama
13533,Minnesota
135331,Connecticut
135332,North Carolina
135335,Illinois
135336,Massachusetts
135342,Ohio
13535,Pennsylvania
135350,Tennessee
135355,Virginia
135360,New Jersey
135373,Michigan
135377,Arkansas
135378,Texas
135379,Oklahoma
135380,Louisiana
135381,New Mexico
135382,Maine
135383,Montana
135386,Idaho
135392,Kansas
13540,South Dakota
135402,Alabama
135404,Minnesota
135406,Connecticut
135409,North Carolina
135410,Illinois
135415,Massachusetts
135418,Ohio
135424,Pennsylvania
135425,Tennessee
135427,Virginia
135434,New Jersey
135435,Michigan
135440,Arkansas
135441,Texas
135447,Oklahoma
13546,Louisiana
135460,New Mexico
135464,Maine
135465,Montana
135466,Idaho
135467,Kansas
135468,South Dakota
135469,Alabama
13547,Minnesota
135470,Connecticut
135479,North Carolina
13548,Illinois
135481,Massachusetts
135482,Ohio
135483,Pennsylvania
135486,Tennessee
13549,Virginia
135491,New Jersey
135495,Michigan
135496,Arkansas
135497,Texas
13550,Oklahoma
135508,Louisiana
13551,New Mexico
135519,Maine
13552,Montana
135521,Idaho
135522,Kansas
135523,South Dakota
135524,Alabama
135527,Minnesota
13553,Connecticut
135533,North Carolina
135534,Illinois
135539,Massachusetts
13554,Ohio
135541,Pennsylvania
135543,Tennessee
135544,Virginia
135546,New Jersey
135549,Michigan
13555,Arkansas
135551,Texas
135552,Oklahoma
135553,Louisiana
135554,New Mexico
135560,Maine
135563,Montana
135566,Idaho
135568,Kansas
135569,South Dakota
135570,Alabama
135572,Minnesota
135579,Connecticut
135581,North Carolina
135589,Illinois
13559,Massachusetts
135590,Ohio
135597,Pennsylvania
135598,Tennessee
135599,Virginia
135602,New Jersey
135608,Michigan
135609,Arkansas
135612,Texas
135613,Oklahoma
135614,Louisiana
135616,New Mexico
135619,Maine
135622,Montana
135623,Idaho
135624,Kansas
135631,South Dakota
135632,Alabama
135633,Minnesota
135634,Connecticut
135635,North Carolina
135636,Illinois
135637,Massachusetts
13564,Ohio
135643,Pennsylvania
135644,Tennessee
135647,Virginia
135650,New Jersey
135661,Michigan
135665,Arkansas
135669,Texas
135672,Oklahoma
135674,Louisiana
135680,New Mexico
135683,Maine
135684,Montana
135685,Idaho
135687,Kansas
135688,South Dakota
135689,Alabama
135693,Minnesota
135694,Connecticut
135696,North Carolina
135697,Illinois
135699,Massachusetts
1357,Ohio
13570,Pennsylvania
135700,Tennessee
135701,Virginia
135702,New Jersey
135705,Michigan
135727,Arkansas
135728,Texas
135729,Oklahoma
135730,Louisiana
135734,New Mexico
135735,Maine
135736,Montana
13574,Idaho
135740,Kansas
135745,South Dakota
135747,Alabama
135748,Minnesota
135749,Connecticut
135755,North Carolina
135758,Illinois
135759,Massachusetts
135760,Ohio
135761,Pennsylvania
135773,Tennessee
135776,Virginia
1357760,New Jersey
135777,Michigan
135778,Arkansas
135779,Texas
135780,Oklahoma
135781,Louisiana
135782,New Mexico
135783,Maine
135784,Montana
135785,Idaho
135787,Kansas
135792,South Dakota
135795,Alabama
135797,Minnesota
135798,Connecticut
1358,North Carolina
13580,Illinois
135800,Massachusetts
135801,Ohio
135804,Pennsylvania
135806,Tennessee
135807,Virginia
135809,New Jersey
135813,Michigan
135815,Arkansas
135817,Texas
135819,Oklahoma
135828,Louisiana
135833,New Mexico
135835,Maine
135842,Montana
135843,Idaho
135844,Kansas
135845,South Dakota
13585,Alabama
135850,Minnesota
13586,Connecticut
135860,North Carolina
135863,Illinois
135872,Massachusetts
135873,Ohio
135874,Pennsylvania
135876,Tennessee
135877,Virginia
135878,New Jersey
135886,Michigan
135888,Arkansas
135890,Texas
135897,Oklahoma
135898,Louisiana
135899,New Mexico
1359,Maine
13590,Montana
135900,Idaho
135903,Kansas
135906,South Dakota
13591,Alabama
135917,Minnesota
135918,Connecticut
135919,North Carolina
135926,Illinois
135933,Massachusetts
135936,Ohio
135939,Pennsylvania
135941,Tennessee
135943,Virginia
135944,New Jersey
135949,Michigan
135950,Arkansas
135951,Texas
135952,Oklahoma
135955,Louisiana
135956,New Mexico
135959,Maine
135961,Montana
135966,Idaho
135967,Kansas
135969,South Dakota
135971,Alabama
135976,Minnesota
135977,Connecticut
135979,North Carolina
135983,Illinois
135984,Massachusetts
135985,Ohio
135986,Pennsylvania
135991,Tennessee
135992,Virginia
135994,New Jersey
135996,Michigan
135997,Arkansas
135998,Texas
136001,Oklahoma
136002,Louisiana
136005,New Mexico
136018,Maine
136019,Montana
136026,Idaho
136031,Kansas
136033,South Dakota
136034,Alabama
136035,Minnesota
136039,Connecticut
136042,North Carolina
136043,Illinois
136048,Massachusetts
136049,Ohio
136050,Pennsylvania
136053,Tennessee
136054,Virginia
13606,New Jersey
136060,Michigan
136061,Arkansas
136062,Texas
136074,Oklahoma
136085,Louisiana
136096,New Mexico
136104,Maine
136105,Montana
136107,Idaho
136110,Kansas
136114,South Dakota
136116,Alabama
136125,Minnesota
136127,Connecticut
136129,North Carolina
136130,Illinois
136131,Massachusetts
136134,Ohio
136135,Pennsylvania
136136,Tennessee
136137,Virginia
136138,New Jersey
136148,Michigan
136150,Arkansas
136152,Texas
136155,Oklahoma
136162,Louisiana
136164,New Mexico
136165,Maine
136167,Montana
136168,Idaho
136170,Kansas
136171,South Dakota
136172,Alabama
136175,Minnesota
136178,Connecticut
13618,North Carolina
136182,Illinois
136185,Massachusetts
136188,Ohio
136189,Pennsylvania
136193,Tennessee
136201,Virginia
136206,New Jersey
136210,Michigan
136211,Arkansas
136218,Texas
136219,Oklahoma
136223,Louisiana
136226,New Mexico
136227,Maine
136233,Montana
136236,Idaho
136239,Kansas
136240,South Dakota
136243,Alabama
136245,Minnesota
136247,Connecticut
136248,North Carolina
136251,Illinois
136252,Massachusetts
136256,Ohio
136258,Pennsylvania
136259,Tennessee
136264,Virginia
136265,New Jersey
136266,Michigan
136267,Arkansas
136269,Texas
136271,Oklahoma
136272,Louisiana
136273,New Mexico
136274,Maine
136275,Montana
136277,Idaho
136278,Kansas
136280,South Dakota
136281,Alabama
136282,Minnesota
136288,Connecticut
136292,North Carolina
136293,Illinois
136295,Massachusetts
136297,Ohio
136298,Pennsylvania
136301,Tennessee
136308,Virginia
136309,New Jersey
136317,Michigan
136318,Arkansas
13632,Texas
136321,Oklahoma
136322,Louisiana
136323,New Mexico
136324,Maine
136328,Montana
136331,Idaho
136332,Kansas
136333,South Dakota
136342,Alabama
136343,Minnesota
136345,Connecticut
136346,North Carolina
136347,Illinois
136350,Massachusetts
136352,Ohio
136353,Pennsylvania
136354,Tennessee
136355,Virginia
136357,New Jersey
136359,Michigan
136360,Arkansas
136363,Texas
136364,Oklahoma
136367,Louisiana
136368,New Mexico
136371,Maine
136373,Montana
136378,Idaho
136379,Kansas
136381,South Dakota
136385,Alabama
136387,Minnesota
136388,Connecticut
136390,North Carolina
136396,Illinois
136399,Massachusetts
136400,Ohio
136405,Pennsylvania
136406,Tennessee
136407,Virginia
136415,New Jersey
136418,Michigan
136420,Arkansas
136422,Texas
136423,Oklahoma
136426,Louisiana
136429,New Mexico
136432,Maine
136435,Montana
136437,Idaho
136438,Kansas
136439,South Dakota
136442,Alabama
136443,Minnesota
136444,Connecticut
136445,North Carolina
136454,Illinois
136463,Massachusetts
136466,Ohio
136467,Pennsylvania
136468,Tennessee
136469,Virginia
136470,New Jersey
136471,Michigan
136475,Arkansas
136485,Texas
136491,Oklahoma
136493,Louisiana
13650,New Mexico
136504,Maine
136506,Montana
136508,Idaho
136511,Kansas
136512,South Dakota
136513,Alabama
136514,Minnesota
136515,Connecticut
136516,North Carolina
136523,Illinois
136527,Massachusetts
136537,Ohio
136538,Pennsylvania
136539,Tennessee
136541,Virginia
136544,New Jersey
136545,Michigan
136546,Arkansas
136551,Texas
136554,Oklahoma
136558,Louisiana
136575,New Mexico
136577,Maine
136578,Montana
136583,Idaho
136586,Kansas
136588,South Dakota
136589,Alabama
136590,Minnesota
136591,Connecticut
136595,North Carolina
136596,Illinois
1366,Massachusetts
13660,Ohio
136601,Pennsylvania
136603,Tennessee
136605,Virginia
136606,New Jersey
136607,Michigan
136608,Arkansas
136612,Texas
136623,Oklahoma
136631,Louisiana
136636,New Mexico
136638,Maine
136639,Montana
13664,Idaho
136640,Kansas
136641,South Dakota
136642,Alabama
136644,Minnesota
136645,Connecticut
136646,North Carolina
136650,Illinois
136658,Massachusetts
136659,Ohio
136660,Pennsylvania
136661,Tennessee
136663,Virginia
136664,New Jersey
136669,Michigan
13667,Arkansas
136671,Texas
136677,Oklahoma
136679,Louisiana
136680,New Mexico
136682,Maine
136687,Montana
136690,Idaho
136692,Kansas
136693,South Dakota
136694,Alabama
136696,Minnesota
136697,Connecticut
13671,North Carolina
136710,Illinois
136714,Massachusetts
136715,Ohio
136718,Pennsylvania
136719,Tennessee
136721,Virginia
136724,New Jersey
136725,Michigan
136729,Arkansas
136731,Texas
136732,Oklahoma
136738,Louisiana
136739,New Mexico
136742,Maine
136744,Montana
136745,Idaho
136747,Kansas
136748,South Dakota
136750,Alabama
136751,Minnesota
136753,Connecticut
136755,North Carolina
136763,Illinois
13677,Massachusetts
136771,Ohio
136773,Pennsylvania
136774,Tennessee
136776,Virginia
13678,New Jersey
136780,Michigan
136781,Arkansas
136782,Texas
136783,Oklahoma
136784,Louisiana
136785,New Mexico
136786,Maine
136787,Montana
136792,Idaho
136793,Kansas
13680,South Dakota
136800,Alabama
136801,Minnesota
136802,Connecticut
136804,North Carolina
136805,Illinois
136806,Massachusetts
136813,Ohio
136814,Pennsylvania
136815,Tennessee
136817,Virginia
136819,New Jersey
136820,Michigan
136836,Arkansas
136837,Texas
136839,Oklahoma
13684,Louisiana
136842,New Mexico
136843,Maine
136844,Montana
136849,Idaho
136850,Kansas
136851,South Dakota
136853,Alabama
136855,Minnesota
136856,Connecticut
136857,North Carolina
136859,Illinois
13686,Massachusetts
136860,Ohio
136861,Pennsylvania
136865,Tennessee
136866,Virginia
136867,New Jersey
136868,Michigan
136870,Arkansas
136872,Texas
136873,Oklahoma
136874,Louisiana
136875,New Mexico
136879,Maine
136880,Montana
136882,Idaho
136884,Kansas
13689,South Dakota
136890,Alabama
136891,Minnesota
136899,Connecticut
1369,North Carolina
13690,Illinois
136901,Massachusetts
136902,Ohio
136904,Pennsylvania
136905,Tennessee
136906,Virginia
136908,New Jersey
136909,Michigan
136910,Arkansas
136913,Texas
136915,Oklahoma
136916,Louisiana
136917,New Mexico
13692,Maine
136922,Montana
136925,Idaho
136926,Kansas
136927,South Dakota
136932,Alabama
136933,Minnesota
136934,Connecticut
136935,North Carolina
136936,Illinois
136937,Massachusetts
136951,Ohio
136952,Pennsylvania
136955,Tennessee
136956,Virginia
136959,New Jersey
136960,Michigan
136965,Arkansas
136969,Texas
13697,Oklahoma
136971,Louisiana
136972,New Mexico
136974,Maine
136975,Montana
136983,Idaho
136984,Kansas
136985,South Dakota
13699,Alabama
136996,Minnesota
136997,Connecticut
137009,North Carolina
137010,Illinois
137011,Massachusetts
137012,Ohio
13702,Pennsylvania
137023,Tennessee
137025,Virginia
137026,New Jersey
137032,Michigan
137037,Arkansas
137041,Texas
137043,Oklahoma
137044,Louisiana
137048,New Mexico
137049,Maine
13705,Montana
137051,Idaho
137052,Kansas
137060,South Dakota
137066,Alabama
13707,Minnesota
137074,Connecticut
137081,North Carolina
137082,Illinois
13709,Massachusetts
137091,Ohio
137093,Pennsylvania
137100,Tennessee
137102,Virginia
137109,New Jersey
137114,Michigan
137115,Arkansas
137117,Texas
13712,Oklahoma
137120,Louisiana
137123,New Mexico
137124,Maine
137125,Montana
137130,Idaho
137133,Kansas
137134,South Dakota
137136,Alabama
137138,Minnesota
137139,Connecticut
137141,North Carolina
137149,Illinois
137150,Massachusetts
137153,Ohio
137154,Pennsylvania
137155,Tennessee
137158,Virginia
13716,New Jersey
137161,Michigan
137167,Arkansas
137173,Texas
137175,Oklahoma
137176,Louisiana
137178,New Mexico
137179,Maine
137180,Montana
137183,Idaho
137185,Kansas
137189,South Dakota
137192,Alabama
137193,Minnesota
137197,Connecticut
137200,North Carolina
137201,Illinois
137202,Massachusetts
137203,Ohio
137204,Pennsylvania
137205,Tennessee
137206,Virginia
137207,New Jersey
13721,Michigan
137211,Arkansas
137212,Texas
137213,Oklahoma
137214,Louisiana
137215,New Mexico
137216,Maine
137226,Montana
137228,Idaho
137229,Kansas
137230,South Dakota
137231,Alabama
137232,Minnesota
137237,Connecticut
137239,North Carolina
137241,Illinois
137242,Massachusetts
137252,Ohio
137253,Pennsylvania
137255,Tennessee
137256,Virginia
137257,New Jersey
137260,Michigan
137261,Arkansas
137262,Texas
137263,Oklahoma
137264,Louisiana
137265,New Mexico
137266,Maine
137267,Montana
137270,Idaho
137274,Kansas
137275,South Dakota
137278,Alabama
137280,Minnesota
137281,Connecticut
137283,North Carolina
137291,Illinois
137292,Massachusetts
137293,Ohio
137295,Pennsylvania
137296,Tennessee
137300,Virginia
137303,New Jersey
137304,Michigan
137305,Arkansas
137312,Texas
137313,Oklahoma
137319,Louisiana
137324,New Mexico
137325,Maine
137326,Montana
137327,Idaho
137328,Kansas
137329,South Dakota
137331,Alabama
137332,Minnesota
137334,Connecticut
137336,North Carolina
137338,Illinois
137344,Massachusetts
137345,Ohio
137346,Pennsylvania
137348,Tennessee
137349,Virginia
137351,New Jersey
137352,Michigan
137353,Arkansas
137355,Texas
137356,Oklahoma
137359,Louisiana
137360,New Mexico
137361,Maine
137366,Montana
137370,Idaho
137374,Kansas
137375,South Dakota
137376,Alabama
137377,Minnesota
137379,Connecticut
137384,North Carolina
137386,Illinois
137387,Massachusetts
137388,Ohio
137389,Pennsylvania
137390,Tennessee
137392,Virginia
137394,New Jersey
137395,Michigan
1374,Arkansas
137404,Texas
137405,Oklahoma
137406,Louisiana
137407,New Mexico
137408,Maine
13741,Montana
137415,Idaho
137416,Kansas
137417,South Dakota
137418,Alabama
137423,Minnesota
137426,Connecticut
13744,North Carolina
137443,Illinois
137446,Massachusetts
137448,Ohio
13745,Pennsylvania
137451,Tennessee
137453,Virginia
137456,New Jersey
137458,Michigan
137460,Arkansas
137461,Texas
137468,Oklahoma
137470,Louisiana
137471,New Mexico
137472,Maine
137476,Montana
137477,Idaho
137480,Kansas
137487,South Dakota
137488,Alabama
137491,Minnesota
137494,Connecticut
137497,North Carolina
137498,Illinois
137505,Massachusetts
137507,Ohio
137513,Pennsylvania
137514,Tennessee
137517,Virginia
137522,New Jersey
137523,Michigan
137528,Arkansas
137529,Texas
137530,Oklahoma
137532,Louisiana
137536,New Mexico
137541,Maine
137542,Montana
137543,Idaho
137545,Kansas
137549,South Dakota
137553,Alabama
137554,Minnesota
137558,Connecticut
137559,North Carolina
137560,Illinois
137561,Massachusetts
137562,Ohio
137564,Pennsylvania
137566,Tennessee
137572,Virginia
137573,New Jersey
137574,Michigan
137575,Arkansas
137577,Texas
137579,Oklahoma
13758,Louisiana
137580,New Mexico
137581,Maine
137583,Montana
137585,Idaho
137588,Kansas
137589,South Dakota
137590,Alabama
137591,Minnesota
137593,Connecticut
137595,North Carolina
137597,Illinois
137598,Massachusetts
137599,Ohio
1376,Pennsylvania
137601,Tennessee
137613,Virginia
137621,New Jersey
137622,Michigan
137624,Arkansas
137629,Texas
137635,Oklahoma
137636,Louisiana
137638,New Mexico
137641,Maine
137643,Montana
137644,Idaho
137645,Kansas
137646,South Dakota
137647,Alabama
137655,Minnesota
137659,Connecticut
137660,North Carolina
137661,Illinois
137662,Massachusetts
137663,Ohio
137665,Pennsylvania
137668,Tennessee
137673,Virginia
137677,New Jersey
137679,Michigan
137681,Arkansas
137682,Texas
137684,Oklahoma
137685,Louisiana
137686,New Mexico
137687,Maine
137688,Montana
137689,Idaho
137690,Kansas
137691,South Dakota
137692,Alabama
137697,Minnesota
137699,Connecticut
1377,North Carolina
137706,Illinois
137708,Massachusetts
137711,Ohio
137715,Pennsylvania
137717,Tennessee
137723,Virginia
137724,New Jersey
137725,Michigan
137726,Arkansas
137727,Texas
137732,Oklahoma
137733,Louisiana
137734,New Mexico
137741,Maine
137748,Montana
137752,Idaho
137754,Kansas
137757,South Dakota
137758,Alabama
137761,Minnesota
137762,Connecticut
137763,North Carolina
137766,Illinois
137767,Massachusetts
137770,Ohio
137771,Pennsylvania
137772,Tennessee
137773,Virginia
137778,New Jersey
137779,Michigan
137781,Arkansas
137783,Texas
137784,Oklahoma
137786,Louisiana
137787,New Mexico
137788,Maine
137789,Montana
137790,Idaho
137791,Kansas
137795,South Dakota
137797,Alabama
137798,Minnesota
1378,Connecticut
137800,North Carolina
137806,Illinois
137820,Massachusetts
137825,Ohio
137827,Pennsylvania
137828,Tennessee
137839,Virginia
137840,New Jersey
137844,Michigan
137855,Arkansas
137856,Texas
137860,Oklahoma
137863,Louisiana
137864,New Mexico
137865,Maine
137867,Montana
137868,Idaho
