make_model_tank,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Double-Walled_Gasoline-Only_Under-1k_1996,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Double-Walled_Gasoline-Only_Under-1k_1997,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Double-Walled_Motor-Fuel-Mixed_12k-25k_1986,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Double-Walled_Motor-Fuel-Mixed_12k-25k_1987,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Double-Walled_Motor-Fuel-Mixed_12k-25k_1988,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Double-Walled_Motor-Fuel-Mixed_12k-25k_1989,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Double-Walled_Motor-Fuel-Mixed_12k-25k_1990,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Double-Walled_Motor-Fuel-Mixed_12k-25k_1991,,,,,,,0.333333333333333,0.428571428571429,0.428571428571429,0.428571428571429,0.428571428571429,0.428571428571429,0.428571428571429,0.428571428571429,0.428571428571429,0.428571428571429,0.428571428571429,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
Double-Walled_Motor-Fuel-Mixed_12k-25k_1992,,,,,,,,0.457142857142857,0.457142857142857,0.457142857142857,0.457142857142857,0.457142857142857,0.457142857142857,0.457142857142857,0.457142857142857,0.457142857142857,0.457142857142857,0.457142857142857,0.457142857142857,0.470588235294118,0.470588235294118,0.484848484848485,0.484848484848485,0.484848484848485,0.484848484848485,0.516129032258065,0.516129032258065,0.5,0.5,0.5,0.517241379310345,0.517241379310345,0.555555555555556,0.555555555555556,0.555555555555556,0.555555555555556
Double-Walled_Motor-Fuel-Mixed_12k-25k_1993,,,,,,,,,0.303030303030303,0.37037037037037,0.37037037037037,0.37037037037037,0.37037037037037,0.37037037037037,0.37037037037037,0.37037037037037,0.37037037037037,0.37037037037037,0.37037037037037,0.384615384615385,0.4,0.4,0.4,0.4,0.4,0.375,0.375,0.375,0.375,0.375,0.375,0.375,0.391304347826087,0.391304347826087,0.409090909090909,0.409090909090909
Double-Walled_Motor-Fuel-Mixed_12k-25k_1994,,,,,,,,,,0.405405405405405,0.441176470588235,0.441176470588235,0.441176470588235,0.441176470588235,0.441176470588235,0.441176470588235,0.441176470588235,0.441176470588235,0.441176470588235,0.441176470588235,0.454545454545455,0.419354838709677,0.419354838709677,0.419354838709677,0.419354838709677,0.419354838709677,0.419354838709677,0.419354838709677,0.419354838709677,0.419354838709677,0.419354838709677,0.433333333333333,0.448275862068966,0.448275862068966,0.448275862068966,0.5
Double-Walled_Motor-Fuel-Mixed_12k-25k_1995,,,,,,,,,,,0.518518518518519,0.583333333333333,0.583333333333333,0.583333333333333,0.583333333333333,0.583333333333333,0.583333333333333,0.583333333333333,0.583333333333333,0.583333333333333,0.583333333333333,0.583333333333333,0.583333333333333,0.583333333333333,0.583333333333333,0.608695652173913,0.608695652173913,0.608695652173913,0.608695652173913,0.608695652173913,0.608695652173913,0.636363636363636,0.636363636363636,0.636363636363636,0.636363636363636,0.636363636363636
Double-Walled_Motor-Fuel-Mixed_12k-25k_1996,,,,,,,,,,,,0.485294117647059,0.507936507936508,0.507936507936508,0.507936507936508,0.507936507936508,0.507936507936508,0.507936507936508,0.507936507936508,0.507936507936508,0.507936507936508,0.507936507936508,0.507936507936508,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.508474576271186,0.508474576271186,0.508474576271186,0.508474576271186,0.508474576271186
Double-Walled_Motor-Fuel-Mixed_12k-25k_1997,,,,,,,,,,,,,0.488636363636364,0.551282051282051,0.551282051282051,0.551282051282051,0.551282051282051,0.551282051282051,0.551282051282051,0.551282051282051,0.545454545454545,0.539473684210526,0.533333333333333,0.533333333333333,0.534246575342466,0.527777777777778,0.542857142857143,0.550724637681159,0.550724637681159,0.558823529411765,0.567164179104478,0.567164179104478,0.575757575757576,0.575757575757576,0.575757575757576,0.584615384615385
Double-Walled_Motor-Fuel-Mixed_1k-5k_1988,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Double-Walled_Motor-Fuel-Mixed_1k-5k_1989,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Double-Walled_Motor-Fuel-Mixed_1k-5k_1990,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Double-Walled_Motor-Fuel-Mixed_1k-5k_1991,,,,,,,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Double-Walled_Motor-Fuel-Mixed_1k-5k_1992,,,,,,,,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333
Double-Walled_Motor-Fuel-Mixed_1k-5k_1993,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Double-Walled_Motor-Fuel-Mixed_1k-5k_1994,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Double-Walled_Motor-Fuel-Mixed_1k-5k_1995,,,,,,,,,,,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333
Double-Walled_Motor-Fuel-Mixed_1k-5k_1996,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Double-Walled_Motor-Fuel-Mixed_1k-5k_1997,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Double-Walled_Motor-Fuel-Mixed_25k-Plus_1992,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Double-Walled_Motor-Fuel-Mixed_25k-Plus_1997,,,,,,,,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Double-Walled_Motor-Fuel-Mixed_5k-12k_1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Double-Walled_Motor-Fuel-Mixed_5k-12k_1986,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Double-Walled_Motor-Fuel-Mixed_5k-12k_1987,,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Double-Walled_Motor-Fuel-Mixed_5k-12k_1988,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Double-Walled_Motor-Fuel-Mixed_5k-12k_1989,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Double-Walled_Motor-Fuel-Mixed_5k-12k_1990,,,,,,0.0416666666666667,0.0416666666666667,0.0416666666666667,0.0416666666666667,0.0416666666666667,0.0416666666666667,0.0416666666666667,0.0416666666666667,0.0416666666666667,0.0434782608695652,0.0434782608695652,0.0434782608695652,0.0434782608695652,0.0434782608695652,0.0434782608695652,0.0434782608695652,0.0454545454545455,0.0454545454545455,0.0454545454545455,0.0454545454545455,0.0454545454545455,0.0454545454545455,0.0454545454545455,0.0454545454545455,0.0454545454545455,0.0476190476190476,0.0526315789473684,0.0555555555555556,0.0555555555555556,0.0588235294117647,0.0588235294117647
Double-Walled_Motor-Fuel-Mixed_5k-12k_1991,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Double-Walled_Motor-Fuel-Mixed_5k-12k_1992,,,,,,,,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.133333333333333,0.133333333333333,0.133333333333333,0.133333333333333,0.133333333333333,0.133333333333333,0.142857142857143,0.142857142857143,0.166666666666667,0.166666666666667
Double-Walled_Motor-Fuel-Mixed_5k-12k_1993,,,,,,,,,0.315789473684211,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.428571428571429,0.461538461538462,0.461538461538462,0.461538461538462,0.461538461538462,0.461538461538462,0.461538461538462,0.5,0.5
Double-Walled_Motor-Fuel-Mixed_5k-12k_1994,,,,,,,,,,0.107142857142857,0.130434782608696,0.130434782608696,0.130434782608696,0.130434782608696,0.130434782608696,0.130434782608696,0.130434782608696,0.130434782608696,0.130434782608696,0.130434782608696,0.130434782608696,0.136363636363636,0.136363636363636,0.142857142857143,0.142857142857143,0.142857142857143,0.142857142857143,0.15,0.15,0.15,0.15,0.166666666666667,0.166666666666667,0.176470588235294,0.176470588235294,0.176470588235294
Double-Walled_Motor-Fuel-Mixed_5k-12k_1995,,,,,,,,,,,0.222222222222222,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.285714285714286,0.3,0.263157894736842,0.263157894736842,0.277777777777778,0.277777777777778,0.277777777777778,0.294117647058824,0.294117647058824,0.294117647058824,0.294117647058824,0.294117647058824,0.294117647058824,0.294117647058824,0.3125,0.3125,0.3125
Double-Walled_Motor-Fuel-Mixed_5k-12k_1996,,,,,,,,,,,,0.117647058823529,0.121212121212121,0.121212121212121,0.121212121212121,0.121212121212121,0.121212121212121,0.125,0.129032258064516,0.129032258064516,0.129032258064516,0.129032258064516,0.129032258064516,0.129032258064516,0.129032258064516,0.129032258064516,0.129032258064516,0.129032258064516,0.137931034482759,0.137931034482759,0.148148148148148,0.148148148148148,0.148148148148148,0.148148148148148,0.148148148148148,0.148148148148148
Double-Walled_Motor-Fuel-Mixed_5k-12k_1997,,,,,,,,,,,,,0.111111111111111,0.137931034482759,0.137931034482759,0.137931034482759,0.137931034482759,0.137931034482759,0.137931034482759,0.137931034482759,0.137931034482759,0.142857142857143,0.142857142857143,0.142857142857143,0.111111111111111,0.115384615384615,0.115384615384615,0.115384615384615,0.115384615384615,0.115384615384615,0.12,0.130434782608696,0.142857142857143,0.15,0.15,0.15
Double-Walled_Motor-Fuel-Mixed_Under-1k_1992,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
Double-Walled_Motor-Fuel-Mixed_Under-1k_1997,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Double-Walled_Other-Fuel_12k-25k_1985,0.933333333333333,0.933333333333333,0.933333333333333,0.933333333333333,0.933333333333333,0.933333333333333,0.933333333333333,0.933333333333333,0.933333333333333,0.933333333333333,0.933333333333333,0.933333333333333,0.933333333333333,0.933333333333333,0.933333333333333,0.933333333333333,0.933333333333333,0.933333333333333,0.933333333333333,0.933333333333333,0.933333333333333,0.933333333333333,0.933333333333333,0.933333333333333,0.933333333333333,0.928571428571429,0.928571428571429,0.928571428571429,0.928571428571429,0.928571428571429,0.923076923076923,0.923076923076923,0.923076923076923,0.923076923076923,0.875,0.875
Double-Walled_Other-Fuel_12k-25k_1986,,0.583333333333333,0.583333333333333,0.583333333333333,0.583333333333333,0.583333333333333,0.583333333333333,0.583333333333333,0.583333333333333,0.583333333333333,0.523809523809524,0.523809523809524,0.523809523809524,0.523809523809524,0.523809523809524,0.523809523809524,0.523809523809524,0.523809523809524,0.55,0.55,0.578947368421053,0.578947368421053,0.611111111111111,0.611111111111111,0.611111111111111,0.611111111111111,0.611111111111111,0.588235294117647,0.625,0.625,0.625,0.625,0.625,0.625,0.538461538461538,0.5
Double-Walled_Other-Fuel_12k-25k_1987,,,0.585365853658537,0.585365853658537,0.585365853658537,0.585365853658537,0.585365853658537,0.585365853658537,0.6,0.6,0.567567567567568,0.567567567567568,0.515151515151515,0.515151515151515,0.515151515151515,0.515151515151515,0.515151515151515,0.551724137931035,0.551724137931035,0.551724137931035,0.551724137931035,0.551724137931035,0.551724137931035,0.551724137931035,0.571428571428571,0.571428571428571,0.571428571428571,0.592592592592593,0.592592592592593,0.576923076923077,0.576923076923077,0.576923076923077,0.521739130434783,0.521739130434783,0.5,0.45
Double-Walled_Other-Fuel_12k-25k_1988,,,,0.413793103448276,0.413793103448276,0.413793103448276,0.413793103448276,0.413793103448276,0.413793103448276,0.410714285714286,0.388888888888889,0.388888888888889,0.403846153846154,0.403846153846154,0.403846153846154,0.403846153846154,0.403846153846154,0.42,0.42,0.42,0.42,0.42,0.428571428571429,0.428571428571429,0.466666666666667,0.466666666666667,0.466666666666667,0.454545454545455,0.454545454545455,0.454545454545455,0.454545454545455,0.454545454545455,0.454545454545455,0.384615384615385,0.405405405405405,0.405405405405405
Double-Walled_Other-Fuel_12k-25k_1989,,,,,0.380952380952381,0.406779661016949,0.406779661016949,0.406779661016949,0.406779661016949,0.406779661016949,0.406779661016949,0.406779661016949,0.406779661016949,0.406779661016949,0.413793103448276,0.413793103448276,0.421052631578947,0.444444444444444,0.444444444444444,0.444444444444444,0.452830188679245,0.461538461538462,0.461538461538462,0.461538461538462,0.470588235294118,0.446808510638298,0.446808510638298,0.444444444444444,0.444444444444444,0.375,0.324324324324324,0.342857142857143,0.387096774193548,0.366666666666667,0.366666666666667,0.344827586206897
Double-Walled_Other-Fuel_12k-25k_1990,,,,,,0.336633663366337,0.336633663366337,0.336633663366337,0.336633663366337,0.336633663366337,0.336633663366337,0.336633663366337,0.34,0.343434343434343,0.346938775510204,0.350515463917526,0.354166666666667,0.361702127659575,0.365591397849462,0.365591397849462,0.369565217391304,0.377777777777778,0.377777777777778,0.414634146341463,0.435897435897436,0.435897435897436,0.435897435897436,0.432432432432432,0.438356164383562,0.428571428571429,0.417910447761194,0.403225806451613,0.409836065573771,0.4,0.375,0.363636363636364
Double-Walled_Other-Fuel_12k-25k_1991,,,,,,,0.398058252427184,0.41,0.41,0.41,0.41,0.41,0.41,0.414141414141414,0.418367346938776,0.418367346938776,0.418367346938776,0.404255319148936,0.404255319148936,0.404255319148936,0.408602150537634,0.408602150537634,0.408602150537634,0.406593406593407,0.415730337078652,0.420454545454546,0.425287356321839,0.418604651162791,0.397590361445783,0.358974358974359,0.333333333333333,0.27536231884058,0.246153846153846,0.246153846153846,0.209677419354839,0.209677419354839
Double-Walled_Other-Fuel_12k-25k_1992,,,,,,,,0.42156862745098,0.425742574257426,0.425742574257426,0.425742574257426,0.425742574257426,0.425742574257426,0.425742574257426,0.425742574257426,0.425742574257426,0.42,0.4375,0.4375,0.446808510638298,0.446808510638298,0.446808510638298,0.446808510638298,0.446808510638298,0.451612903225806,0.451612903225806,0.451612903225806,0.413793103448276,0.404761904761905,0.382716049382716,0.375,0.324324324324324,0.328767123287671,0.328767123287671,0.261538461538462,0.261538461538462
Double-Walled_Other-Fuel_12k-25k_1993,,,,,,,,,0.461538461538462,0.461538461538462,0.461538461538462,0.461538461538462,0.461538461538462,0.461538461538462,0.461538461538462,0.461538461538462,0.461538461538462,0.461538461538462,0.460526315789474,0.460526315789474,0.460526315789474,0.460526315789474,0.466666666666667,0.466666666666667,0.466666666666667,0.411764705882353,0.411764705882353,0.370967741935484,0.370967741935484,0.370967741935484,0.350877192982456,0.350877192982456,0.350877192982456,0.314814814814815,0.274509803921569,0.244897959183673
Double-Walled_Other-Fuel_12k-25k_1994,,,,,,,,,,0.504424778761062,0.508928571428571,0.508928571428571,0.508928571428571,0.508928571428571,0.508928571428571,0.508928571428571,0.508928571428571,0.508928571428571,0.508928571428571,0.508928571428571,0.508928571428571,0.504504504504505,0.504504504504505,0.504504504504505,0.5,0.5,0.5,0.5,0.5,0.5,0.465346534653465,0.463917525773196,0.433333333333333,0.441860465116279,0.421686746987952,0.421686746987952
Double-Walled_Other-Fuel_12k-25k_1995,,,,,,,,,,,0.463636363636364,0.463636363636364,0.463636363636364,0.463636363636364,0.463636363636364,0.467889908256881,0.472222222222222,0.472222222222222,0.472222222222222,0.472222222222222,0.472222222222222,0.485714285714286,0.485714285714286,0.470588235294118,0.470588235294118,0.470588235294118,0.470588235294118,0.459183673469388,0.463917525773196,0.446808510638298,0.420454545454546,0.420454545454546,0.385542168674699,0.385542168674699,0.354430379746835,0.354430379746835
Double-Walled_Other-Fuel_12k-25k_1996,,,,,,,,,,,,0.627272727272727,0.644859813084112,0.644859813084112,0.650943396226415,0.647619047619048,0.647619047619048,0.644230769230769,0.653465346534654,0.653465346534654,0.653465346534654,0.652631578947369,0.652631578947369,0.648936170212766,0.645161290322581,0.652173913043478,0.648351648351648,0.644444444444445,0.644444444444445,0.614457831325301,0.615384615384615,0.6,0.583333333333333,0.577464788732394,0.545454545454545,0.523809523809524
Double-Walled_Other-Fuel_12k-25k_1997,,,,,,,,,,,,,0.585106382978723,0.585106382978723,0.585106382978723,0.585106382978723,0.585106382978723,0.585106382978723,0.585106382978723,0.591397849462366,0.591397849462366,0.597826086956522,0.604395604395604,0.604395604395604,0.604395604395604,0.604395604395604,0.611111111111111,0.604651162790698,0.592592592592593,0.565789473684211,0.555555555555556,0.536231884057971,0.507936507936508,0.491803278688525,0.446428571428571,0.340425531914894
Double-Walled_Other-Fuel_1k-5k_1985,0.355555555555556,0.355555555555556,0.355555555555556,0.355555555555556,0.355555555555556,0.355555555555556,0.355555555555556,0.355555555555556,0.355555555555556,0.363636363636364,0.363636363636364,0.363636363636364,0.317073170731707,0.307692307692308,0.333333333333333,0.342857142857143,0.342857142857143,0.342857142857143,0.352941176470588,0.352941176470588,0.352941176470588,0.352941176470588,0.333333333333333,0.407407407407407,0.407407407407407,0.407407407407407,0.44,0.458333333333333,0.458333333333333,0.380952380952381,0.35,0.35,0.35,0.35,0.368421052631579,0.368421052631579
Double-Walled_Other-Fuel_1k-5k_1986,,0.442307692307692,0.442307692307692,0.442307692307692,0.442307692307692,0.442307692307692,0.442307692307692,0.442307692307692,0.450980392156863,0.448979591836735,0.452380952380952,0.439024390243902,0.435897435897436,0.388888888888889,0.363636363636364,0.354838709677419,0.354838709677419,0.333333333333333,0.333333333333333,0.363636363636364,0.380952380952381,0.4,0.4,0.4,0.4,0.388888888888889,0.352941176470588,0.375,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.285714285714286,0.285714285714286,0.230769230769231
Double-Walled_Other-Fuel_1k-5k_1987,,,0.469026548672566,0.468468468468469,0.468468468468469,0.463636363636364,0.453703703703704,0.427184466019417,0.404040404040404,0.40625,0.393617021276596,0.364705882352941,0.3375,0.341772151898734,0.32,0.348484848484849,0.348484848484849,0.383333333333333,0.389830508474576,0.396551724137931,0.396551724137931,0.396551724137931,0.403508771929825,0.410714285714286,0.425925925925926,0.425925925925926,0.425925925925926,0.403846153846154,0.42,0.42,0.42,0.456521739130435,0.466666666666667,0.466666666666667,0.466666666666667,0.441860465116279
Double-Walled_Other-Fuel_1k-5k_1988,,,,0.4,0.403361344537815,0.406779661016949,0.406779661016949,0.401709401709402,0.405172413793103,0.405172413793103,0.408695652173913,0.408695652173913,0.4,0.407407407407407,0.36734693877551,0.365591397849462,0.355555555555556,0.352941176470588,0.352941176470588,0.352941176470588,0.367088607594937,0.36986301369863,0.380281690140845,0.409090909090909,0.412698412698413,0.419354838709677,0.433333333333333,0.423728813559322,0.423728813559322,0.431034482758621,0.442307692307692,0.44,0.448979591836735,0.454545454545455,0.463414634146342,0.435897435897436
Double-Walled_Other-Fuel_1k-5k_1989,,,,,0.248447204968944,0.24375,0.24375,0.234177215189873,0.229299363057325,0.233766233766234,0.23841059602649,0.232876712328767,0.24113475177305,0.22962962962963,0.2265625,0.225,0.226086956521739,0.240740740740741,0.25,0.26,0.26530612244898,0.25531914893617,0.263736263736264,0.267441860465116,0.265822784810127,0.265822784810127,0.283783783783784,0.287671232876712,0.295774647887324,0.318181818181818,0.301587301587302,0.306451612903226,0.285714285714286,0.272727272727273,0.259259259259259,0.274509803921569
Double-Walled_Other-Fuel_1k-5k_1990,,,,,,0.25,0.244019138755981,0.245192307692308,0.247572815533981,0.238805970149254,0.241025641025641,0.232804232804233,0.216666666666667,0.2,0.178343949044586,0.186666666666667,0.191780821917808,0.177304964539007,0.182481751824818,0.182481751824818,0.181818181818182,0.19047619047619,0.186991869918699,0.205357142857143,0.209090909090909,0.211009174311927,0.212962962962963,0.221153846153846,0.223300970873786,0.222222222222222,0.214285714285714,0.21505376344086,0.211111111111111,0.206896551724138,0.180722891566265,0.170731707317073
Double-Walled_Other-Fuel_1k-5k_1991,,,,,,,0.189349112426036,0.191616766467066,0.191616766467066,0.186746987951807,0.180124223602484,0.176100628930818,0.163398692810458,0.151724137931034,0.131386861313869,0.140625,0.141732283464567,0.142857142857143,0.147540983606557,0.147540983606557,0.147540983606557,0.152542372881356,0.156521739130435,0.169811320754717,0.176470588235294,0.178217821782178,0.18,0.163265306122449,0.157894736842105,0.146067415730337,0.137931034482759,0.141176470588235,0.148148148148148,0.151898734177215,0.135135135135135,0.0985915492957746
Double-Walled_Other-Fuel_1k-5k_1992,,,,,,,,0.139705882352941,0.139705882352941,0.139705882352941,0.139705882352941,0.128787878787879,0.129770992366412,0.131782945736434,0.133858267716535,0.12,0.12396694214876,0.12396694214876,0.126050420168067,0.127118644067797,0.128205128205128,0.130434782608696,0.132743362831858,0.133928571428571,0.14018691588785,0.141509433962264,0.145631067961165,0.137254901960784,0.131313131313131,0.123711340206186,0.123711340206186,0.127659574468085,0.10989010989011,0.0804597701149425,0.0833333333333333,0.072289156626506
Double-Walled_Other-Fuel_1k-5k_1993,,,,,,,,,0.193548387096774,0.193548387096774,0.193548387096774,0.193548387096774,0.195121951219512,0.2,0.208695652173913,0.210526315789474,0.212389380530973,0.214285714285714,0.216216216216216,0.194444444444444,0.196261682242991,0.201923076923077,0.205882352941176,0.214285714285714,0.228260869565217,0.227272727272727,0.229885057471264,0.202380952380952,0.192307692307692,0.194805194805195,0.194805194805195,0.194805194805195,0.194805194805195,0.191780821917808,0.194444444444444,0.194444444444444
Double-Walled_Other-Fuel_1k-5k_1994,,,,,,,,,,0.193181818181818,0.197674418604651,0.2,0.2,0.2,0.2,0.2,0.180722891566265,0.182926829268293,0.185185185185185,0.1875,0.1875,0.1875,0.189873417721519,0.192307692307692,0.152777777777778,0.152777777777778,0.152777777777778,0.142857142857143,0.134328358208955,0.134328358208955,0.138461538461538,0.126984126984127,0.112903225806452,0.114754098360656,0.0847457627118644,0.0689655172413793
Double-Walled_Other-Fuel_1k-5k_1995,,,,,,,,,,,0.15,0.151898734177215,0.151898734177215,0.151898734177215,0.141025641025641,0.144736842105263,0.144736842105263,0.146666666666667,0.150684931506849,0.152777777777778,0.152777777777778,0.152777777777778,0.152777777777778,0.152777777777778,0.152777777777778,0.157142857142857,0.157142857142857,0.147058823529412,0.134328358208955,0.136363636363636,0.123076923076923,0.125,0.125,0.0983606557377049,0.103448275862069,0.103448275862069
Double-Walled_Other-Fuel_1k-5k_1996,,,,,,,,,,,,0.233333333333333,0.241379310344828,0.241379310344828,0.244186046511628,0.247058823529412,0.247058823529412,0.247058823529412,0.25,0.25,0.253012048192771,0.234567901234568,0.234567901234568,0.2375,0.243589743589744,0.226666666666667,0.194444444444444,0.202898550724638,0.202898550724638,0.181818181818182,0.181818181818182,0.169230769230769,0.174603174603175,0.161290322580645,0.15,0.120689655172414
Double-Walled_Other-Fuel_1k-5k_1997,,,,,,,,,,,,,0.0898876404494382,0.0909090909090909,0.0909090909090909,0.0919540229885057,0.0919540229885057,0.0919540229885057,0.0919540229885057,0.0930232558139535,0.0930232558139535,0.0930232558139535,0.0930232558139535,0.0941176470588235,0.0941176470588235,0.0833333333333333,0.075,0.075,0.0641025641025641,0.0641025641025641,0.0657894736842105,0.0666666666666667,0.0675675675675676,0.0563380281690141,0.0563380281690141,0.0563380281690141
Double-Walled_Other-Fuel_25k-Plus_1985,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Double-Walled_Other-Fuel_25k-Plus_1986,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Double-Walled_Other-Fuel_25k-Plus_1987,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Double-Walled_Other-Fuel_25k-Plus_1988,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Double-Walled_Other-Fuel_25k-Plus_1989,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Double-Walled_Other-Fuel_25k-Plus_1990,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Double-Walled_Other-Fuel_25k-Plus_1991,,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Double-Walled_Other-Fuel_25k-Plus_1992,,,,,,,,0.214285714285714,0.214285714285714,0.214285714285714,0.214285714285714,0.214285714285714,0.214285714285714,0.214285714285714,0.214285714285714,0.214285714285714,0.214285714285714,0.214285714285714,0.214285714285714,0.214285714285714,0.214285714285714,0.214285714285714,0.214285714285714,0.214285714285714,0.214285714285714,0.214285714285714,0.214285714285714,0.214285714285714,0.153846153846154,0.153846153846154,0.153846153846154,0.153846153846154,0.153846153846154,0.153846153846154,0.181818181818182,0.181818181818182
