N,Mean_K,Bias_K,RMSE_K,Mean_GP,Bias_GP,RMSE_GP,Mean_GR,Bias_GR,RMSE_GR,Avg_Cond_Num
100,22.0464423751245,0.0464423751244958,0.762371740094854,-0.99666581154912,0.00333418845088007,0.138708239072562,0.599970813353019,-2.91866469807056e-05,0.248331046016391,2406.66180006842
