sample,kappa_exit,SE_kappa,K,SE_K,K_log,SE_K_log,gamma_price,SE_gp,gamma_risk,SE_gr,log_lik,n_obs
"observed (TX 2006+, controls 1999+)",26.1221601742371,0.0304463607594951,5.17792785476942,0.0141532034026327,1.64440494820204,0.00273337207462173,-0.293198988986457,0.0494459578147031,0.164375128094434,0.00309198896115155,-268481.410656612,2282735
"extended (TX 1999+ engine-imputed, controls 1999+)",25.8149619837731,0.0295366571914451,5.17056098044287,0.0134398937663384,1.64298118948938,0.00259931056169213,-1.14112956213816,0.0469382062566798,0.176422078933732,0.00297891336077229,-295362.638572082,2428673
