param,no_FE_estimate,with_FE_estimate
gamma_price_FF,-14.382455666819,-11.0879528937437
gamma_price_RB,-7.48457685198145,-6.50555192949559
gamma_risk_FF,0.0651999533633416,0.0879780664516974
gamma_risk_RB,-0.0827510855808206,-0.11981999189844
kappa_SW,23.6794863280123,24.6706419322076
kappa_DW,21.1775107965839,21.9264432197838
K_SW,5.80854096889752,5.53312806994392
K_DW,4.3300887670923,4.30511313168317
