panel_id,panel_year,n_active,sw,fac_mixed,age_rank,cap_rank,is_oldest,is_smallest
49917_TX,2000,8,TRUE,FALSE,0.5,0,TRUE,TRUE
49929_TX,1991,3,TRUE,FALSE,0.75,1,TRUE,FALSE
4993_CO,1992,3,TRUE,TRUE,1,0,TRUE,TRUE
49968_TX,1990,6,TRUE,FALSE,0.1,1,FALSE,FALSE
49969_TX,1991,4,TRUE,FALSE,1,0,TRUE,TRUE
50000027_AR,1994,7,TRUE,FALSE,0.166666666666667,0.166666666666667,FALSE,TRUE
50000035_AR,1990,3,TRUE,FALSE,0.5,0.5,TRUE,TRUE
50000064_AR,1997,3,TRUE,FALSE,0.5,0.75,TRUE,FALSE
50001_TX,1998,3,TRUE,FALSE,1,0,TRUE,TRUE
5000361_OK,1990,4,TRUE,FALSE,1,0,TRUE,TRUE
500188_TN,1993,2,TRUE,FALSE,1,0,TRUE,TRUE
5003_ME,1995,2,TRUE,FALSE,1,0,TRUE,TRUE
50041_TX,1988,5,TRUE,TRUE,0.625,0,TRUE,TRUE
5006933_OK,1998,3,TRUE,FALSE,0.5,0,TRUE,TRUE
5007797_OK,1989,2,TRUE,FALSE,1,0,TRUE,TRUE
50098_TX,1989,3,TRUE,FALSE,0.75,0.25,TRUE,TRUE
5011145_OK,1993,3,TRUE,FALSE,0.75,0,TRUE,TRUE
5011489_OK,1989,3,TRUE,FALSE,0.5,0,FALSE,TRUE
50179_TX,1990,4,TRUE,FALSE,0.666666666666667,0.666666666666667,TRUE,FALSE
50180_TX,1987,5,TRUE,FALSE,0.875,0.5,TRUE,FALSE
50208_TX,1990,4,TRUE,FALSE,0.666666666666667,0,TRUE,TRUE
5021_ME,2005,3,FALSE,FALSE,0.5,1,TRUE,FALSE
50228_TX,1998,4,TRUE,FALSE,1,0.333333333333333,TRUE,TRUE
50255_TX,2020,3,FALSE,FALSE,0.5,0.5,TRUE,TRUE
50284_TX,1985,60,TRUE,FALSE,0.652542372881356,0.220338983050847,FALSE,FALSE
50285_TN,1990,8,TRUE,FALSE,0.357142857142857,0.214285714285714,FALSE,TRUE
50304_TX,1990,4,TRUE,FALSE,0.833333333333333,0.5,TRUE,FALSE
5036_CO,1995,2,TRUE,FALSE,0,0,FALSE,TRUE
50503_TX,1989,15,TRUE,FALSE,0.928571428571429,0,TRUE,TRUE
50508_TX,2006,5,TRUE,FALSE,1,0,TRUE,TRUE
50522_TX,1993,2,TRUE,FALSE,0.5,0,TRUE,TRUE
50531_TX,1992,2,TRUE,FALSE,0.5,0.5,TRUE,TRUE
50547_TX,1999,3,TRUE,TRUE,1,0,TRUE,TRUE
50547_TX,1991,4,TRUE,FALSE,0.833333333333333,0.333333333333333,TRUE,FALSE
50549_TX,1999,3,TRUE,TRUE,1,0,TRUE,TRUE
50550_TX,1999,3,TRUE,TRUE,1,0,TRUE,TRUE
5056_ME,1988,3,TRUE,FALSE,1,0.5,TRUE,TRUE
50619_TX,1994,4,TRUE,FALSE,1,0,TRUE,TRUE
50620_TX,1994,4,TRUE,FALSE,0.333333333333333,0,FALSE,TRUE
50624_TX,1997,2,TRUE,FALSE,0.5,1,TRUE,FALSE
50651_TX,1991,3,TRUE,FALSE,0.5,0,TRUE,TRUE
50654_TX,2000,4,TRUE,FALSE,0.5,0.5,TRUE,TRUE
50695_TX,2010,2,TRUE,TRUE,1,1,TRUE,FALSE
50704_TX,1992,5,TRUE,FALSE,1,0,TRUE,TRUE
5072_ME,1991,2,TRUE,TRUE,1,1,TRUE,FALSE
50737_TX,1990,3,TRUE,FALSE,0,0,FALSE,TRUE
50740_TX,1986,3,TRUE,FALSE,0,0,FALSE,TRUE
50740_TX,1989,2,TRUE,FALSE,0.5,0.5,TRUE,TRUE
50744_TX,1996,2,TRUE,FALSE,0.5,0.5,TRUE,TRUE
50769_TX,1994,2,TRUE,FALSE,1,1,TRUE,FALSE
50805_TX,1989,3,TRUE,FALSE,0.25,0.75,FALSE,FALSE
5084_ME,1987,2,TRUE,FALSE,0.5,0.5,TRUE,TRUE
5085_ME,1986,3,TRUE,FALSE,0.5,0.5,FALSE,TRUE
5086_ME,1991,5,TRUE,FALSE,0,0,FALSE,TRUE
50890_TX,1987,3,TRUE,FALSE,0,0,FALSE,TRUE
50933_TX,1991,2,TRUE,FALSE,0,0.5,FALSE,TRUE
50942_TX,2000,4,TRUE,FALSE,0.5,0,TRUE,TRUE
50947_TX,1992,3,TRUE,FALSE,1,0,TRUE,TRUE
50948_TX,1993,2,TRUE,FALSE,1,0,TRUE,TRUE
50953_TX,1998,5,TRUE,FALSE,0.25,0,FALSE,TRUE
50973_TX,1990,3,TRUE,FALSE,1,1,TRUE,FALSE
50980_TX,1990,4,TRUE,TRUE,1,0,TRUE,TRUE
50_CO,1999,3,TRUE,FALSE,0.5,0,TRUE,TRUE
51000010_AR,1992,2,TRUE,FALSE,1,0,TRUE,TRUE
5100297_OK,1998,3,TRUE,FALSE,0.5,0,TRUE,TRUE
5100382_OK,1992,3,TRUE,FALSE,0.75,0.5,TRUE,TRUE
5101105_OK,1990,3,TRUE,FALSE,0,1,FALSE,FALSE
5101350_OK,1989,3,TRUE,FALSE,0.5,1,TRUE,FALSE
5102318_OK,1991,2,TRUE,FALSE,1,1,TRUE,FALSE
5102930_OK,1992,3,TRUE,FALSE,0.5,0,TRUE,TRUE
5102967_OK,1986,2,TRUE,FALSE,0.5,1,TRUE,FALSE
5103099_OK,1987,4,TRUE,FALSE,0.5,0.5,TRUE,TRUE
5103472_OK,1989,2,TRUE,FALSE,1,0,TRUE,TRUE
5103592_OK,2012,2,TRUE,FALSE,0.5,0.5,TRUE,TRUE
5103890_OK,1989,2,TRUE,FALSE,0.5,0,TRUE,TRUE
5104553_OK,1991,5,TRUE,FALSE,1,0,TRUE,TRUE
5104553_OK,1996,4,TRUE,FALSE,1,0,TRUE,TRUE
5104707_OK,1993,2,TRUE,FALSE,1,0,TRUE,TRUE
5107212_OK,2010,2,TRUE,FALSE,0,0,FALSE,TRUE
5107361_OK,1995,3,TRUE,FALSE,0,0.5,FALSE,FALSE
5107622_OK,1995,2,TRUE,FALSE,1,0,TRUE,TRUE
5107864_OK,1986,4,TRUE,FALSE,0.5,1,TRUE,FALSE
5107866_OK,1988,4,TRUE,FALSE,0.5,0,TRUE,TRUE
51078_TX,1987,3,TRUE,TRUE,0.5,0.5,TRUE,TRUE
5108021_OK,1987,13,TRUE,FALSE,1,1,TRUE,FALSE
5108021_OK,1995,2,TRUE,FALSE,0.5,0.5,TRUE,TRUE
5110025_TN,2006,4,TRUE,FALSE,0.166666666666667,0.833333333333333,FALSE,FALSE
5110056_TN,1999,4,TRUE,FALSE,1,0,TRUE,TRUE
51101_TX,1993,3,FALSE,TRUE,0.75,0.5,TRUE,FALSE
51101_TX,2007,2,TRUE,FALSE,0,0,FALSE,TRUE
51102_TX,1989,3,TRUE,FALSE,0.25,0,FALSE,TRUE
5110908_OK,1998,2,TRUE,FALSE,0,1,FALSE,FALSE
5111356_OK,1996,2,TRUE,FALSE,0.5,0,TRUE,TRUE
51116_TX,1994,4,TRUE,FALSE,0.5,0,TRUE,TRUE
51125_TX,1990,3,TRUE,FALSE,1,0.5,TRUE,FALSE
51132_TX,1990,2,TRUE,FALSE,0.5,1,TRUE,FALSE
5113337_OK,2011,2,TRUE,FALSE,0.5,1,TRUE,FALSE
51149_TX,1985,5,TRUE,FALSE,0.5,1,TRUE,FALSE
51178_TX,2015,3,TRUE,FALSE,0.5,0,TRUE,TRUE
51180_TX,1994,2,TRUE,FALSE,0,0,FALSE,TRUE
511_ME,1990,2,TRUE,FALSE,1,0,TRUE,TRUE
51207_TX,2003,4,TRUE,FALSE,0.5,0,TRUE,TRUE
51216_TX,2003,2,TRUE,FALSE,1,0,TRUE,TRUE
51274_TX,1987,3,TRUE,FALSE,0.5,0,TRUE,TRUE
51277_TX,2000,4,TRUE,FALSE,1,0,TRUE,TRUE
51298_TX,1995,4,TRUE,FALSE,0.666666666666667,0,TRUE,TRUE
51311_TX,1986,5,TRUE,FALSE,1,0.125,TRUE,TRUE
51324_TX,1990,3,TRUE,FALSE,0.5,0.5,TRUE,TRUE
51325_TX,1990,3,TRUE,FALSE,0.5,0,TRUE,TRUE
51336_TX,1995,2,TRUE,FALSE,0.5,0,TRUE,TRUE
5136_CO,1993,3,TRUE,FALSE,1,0,TRUE,TRUE
51405_TX,2003,5,TRUE,FALSE,0.5,0,TRUE,TRUE
51408_TX,1985,2,TRUE,FALSE,0,0,FALSE,TRUE
5140_CO,1993,2,TRUE,TRUE,1,0.5,TRUE,TRUE
51421_TX,1990,2,TRUE,FALSE,1,0,TRUE,TRUE
51444_TX,1998,3,TRUE,FALSE,1,0,TRUE,TRUE
51452_TX,1995,4,TRUE,FALSE,1,0,TRUE,TRUE
51483_TX,1992,3,TRUE,FALSE,0.5,0.5,TRUE,TRUE
51495_TX,1998,4,TRUE,FALSE,0.5,0,TRUE,TRUE
51500_TX,1996,3,TRUE,FALSE,0.5,0.25,TRUE,TRUE
51500_TX,1998,2,TRUE,FALSE,0.5,0,TRUE,TRUE
51509_TX,1998,3,TRUE,FALSE,0.5,0,TRUE,TRUE
51513_TX,1991,7,TRUE,FALSE,0.916666666666667,0.5,TRUE,TRUE
51513_TX,1993,6,TRUE,FALSE,1,0.5,TRUE,TRUE
51514_TX,1990,27,TRUE,FALSE,0.903846153846154,0.0384615384615385,TRUE,FALSE
51527_TX,1995,7,FALSE,TRUE,0,0.833333333333333,FALSE,FALSE
51527_TX,2008,6,FALSE,TRUE,0.1,0.6,FALSE,FALSE
51539_TX,1992,4,TRUE,FALSE,1,0.333333333333333,TRUE,FALSE
51540_TX,1986,3,TRUE,FALSE,1,0.5,TRUE,FALSE
51540_TX,1993,2,TRUE,FALSE,0.5,0,TRUE,TRUE
51541_TX,1993,3,TRUE,FALSE,0.5,0,TRUE,TRUE
51545_TX,1993,3,TRUE,FALSE,0.5,0,TRUE,TRUE
51550_TX,1993,7,TRUE,FALSE,0.5,0.25,TRUE,TRUE
51555_TX,1992,2,TRUE,FALSE,1,0.5,TRUE,TRUE
5155_CO,1999,4,TRUE,FALSE,0.833333333333333,0,TRUE,TRUE
51573_TX,1998,2,TRUE,FALSE,0.5,0.5,TRUE,TRUE
51618_TX,2010,2,FALSE,FALSE,0.5,0,TRUE,TRUE
51625_TX,1993,5,TRUE,FALSE,1,0,TRUE,TRUE
51635_TX,1993,4,TRUE,FALSE,0,0,FALSE,TRUE
51639_TX,1993,2,TRUE,TRUE,1,0,TRUE,TRUE
51647_TX,2011,10,TRUE,FALSE,0.5,0.166666666666667,TRUE,TRUE
51656_TX,1993,2,TRUE,FALSE,0.5,0,TRUE,TRUE
51656_TX,2002,3,FALSE,TRUE,0.25,0.75,FALSE,FALSE
51656_TX,2018,2,FALSE,TRUE,0,0,FALSE,TRUE
51657_TX,2013,5,FALSE,FALSE,1,0,TRUE,TRUE
5167_ME,1989,4,TRUE,FALSE,0.666666666666667,0.5,TRUE,FALSE
51695_TX,2014,3,FALSE,FALSE,0.5,0,TRUE,TRUE
51700_TX,1993,3,TRUE,FALSE,0.5,0.5,TRUE,FALSE
51700_TX,2011,2,TRUE,FALSE,0.5,0,TRUE,TRUE
51706_TX,2014,4,FALSE,FALSE,0.5,0,TRUE,TRUE
51723_TX,1996,3,TRUE,FALSE,0.5,1,TRUE,FALSE
51731_TX,2004,4,TRUE,FALSE,0.833333333333333,0,TRUE,TRUE
51735_TX,1996,5,TRUE,FALSE,0.25,0,FALSE,TRUE
51754_TX,1990,4,TRUE,FALSE,0,0.333333333333333,FALSE,FALSE
51779_TX,1996,4,TRUE,FALSE,0.5,0,TRUE,TRUE
51790_TX,1993,5,TRUE,FALSE,0.625,0,TRUE,TRUE
51810_TX,1988,2,TRUE,FALSE,0.5,0.5,TRUE,TRUE
5181_CO,1988,6,TRUE,FALSE,0.6,0.2,FALSE,TRUE
51829_TX,1988,4,TRUE,FALSE,0.5,0.5,TRUE,TRUE
5182_ME,1989,3,TRUE,FALSE,1,1,TRUE,FALSE
51833_TX,1991,4,TRUE,FALSE,0,0,FALSE,TRUE
51837_TX,1998,5,TRUE,FALSE,0.5,0,TRUE,TRUE
51847_TX,1991,2,TRUE,FALSE,1,0,TRUE,TRUE
51887_TX,1988,3,TRUE,FALSE,0.5,0,TRUE,TRUE
5190013_TN,1989,6,TRUE,FALSE,0.5,0,TRUE,TRUE
5190017_TN,1986,3,TRUE,FALSE,0.5,0.75,FALSE,FALSE
5190017_TN,1997,2,TRUE,FALSE,1,0,TRUE,TRUE
5190023_TN,1999,4,TRUE,FALSE,0.5,0,TRUE,TRUE
5190065_TN,1994,3,TRUE,FALSE,1,0,TRUE,TRUE
5190065_TN,2006,2,TRUE,FALSE,1,1,TRUE,FALSE
5190102_TN,1996,4,TRUE,FALSE,0,0,FALSE,TRUE
5190103_TN,1998,2,TRUE,FALSE,0,1,FALSE,FALSE
5190107_TN,1994,3,TRUE,FALSE,0.5,0.5,TRUE,FALSE
5190142_TN,1993,3,TRUE,FALSE,1,0.5,TRUE,FALSE
5190179_TN,1990,5,TRUE,FALSE,0.5,0,FALSE,TRUE
5190187_TN,1993,8,TRUE,FALSE,0.5,0.857142857142857,TRUE,FALSE
5190209_TN,1996,4,TRUE,FALSE,0.5,0,TRUE,TRUE
5190232_TN,1999,4,TRUE,FALSE,1,0,TRUE,TRUE
5190246_TN,1989,3,TRUE,FALSE,1,1,TRUE,FALSE
5190246_TN,1994,2,TRUE,FALSE,0.5,1,TRUE,FALSE
5190246_TN,1997,3,TRUE,TRUE,1,0,TRUE,TRUE
5190296_TN,1998,4,TRUE,FALSE,1,0,TRUE,TRUE
5190303_TN,1991,2,TRUE,FALSE,0.5,0,TRUE,TRUE
5190351_TN,1989,4,TRUE,FALSE,0.5,0.5,TRUE,TRUE
5190374_TN,1988,4,TRUE,FALSE,0.5,0.166666666666667,TRUE,TRUE
5190378_TN,1991,4,TRUE,FALSE,1,0,TRUE,TRUE
5190379_TN,1991,4,TRUE,FALSE,1,0,TRUE,TRUE
5190385_TN,1994,5,TRUE,FALSE,0.5,0.75,TRUE,FALSE
5190396_TN,1998,2,TRUE,TRUE,1,0,TRUE,TRUE
5190419_TN,1988,3,TRUE,FALSE,1,0.75,TRUE,FALSE
5190422_TN,1995,2,TRUE,FALSE,0.5,1,TRUE,FALSE
5190448_TN,1989,3,TRUE,FALSE,0,0,FALSE,TRUE
5190467_TN,1991,6,TRUE,FALSE,0.2,0.1,FALSE,TRUE
5190467_TN,1992,5,TRUE,FALSE,0.625,0.25,TRUE,FALSE
5190487_TN,1989,3,TRUE,FALSE,0.5,0,TRUE,TRUE
5190494_TN,1997,7,TRUE,FALSE,0.5,0,TRUE,TRUE
51904_TX,1990,2,TRUE,FALSE,0,1,FALSE,FALSE
5190511_TN,1990,2,TRUE,FALSE,0.5,0,TRUE,TRUE
5190539_TN,1998,4,TRUE,FALSE,0.5,0,TRUE,TRUE
5190540_TN,1993,14,TRUE,FALSE,0.576923076923077,0.269230769230769,FALSE,FALSE
5190542_TN,1993,2,TRUE,FALSE,0,0,FALSE,TRUE
5190543_TN,1989,8,TRUE,FALSE,0.0714285714285714,0.928571428571429,FALSE,FALSE
5190543_TN,1991,4,TRUE,FALSE,1,0,TRUE,TRUE
5190574_TN,2019,6,TRUE,FALSE,0.5,0.2,TRUE,TRUE
5190583_TN,1997,4,TRUE,FALSE,0.5,0,TRUE,TRUE
5190611_TN,1987,3,TRUE,FALSE,0.5,1,TRUE,FALSE
5190614_TN,1998,4,TRUE,FALSE,0.5,0.5,TRUE,TRUE
5190638_TN,1995,9,TRUE,FALSE,0.5,0,TRUE,TRUE
5190659_TN,1992,10,TRUE,FALSE,0.0555555555555556,0,FALSE,TRUE
5190661_TN,2020,3,FALSE,FALSE,0.5,1,TRUE,FALSE
5190686_TN,2000,3,TRUE,FALSE,1,0,TRUE,TRUE
5190730_TN,2004,4,TRUE,FALSE,0.5,0,TRUE,TRUE
5190763_TN,2007,3,TRUE,FALSE,0,0,FALSE,TRUE
5190770_TN,1990,4,TRUE,FALSE,0.5,1,TRUE,FALSE
5190773_TN,1999,3,TRUE,FALSE,0,0,FALSE,TRUE
5190775_TN,1991,2,TRUE,FALSE,0,0,FALSE,TRUE
5190798_TN,1997,2,TRUE,FALSE,0,0,FALSE,TRUE
5190808_TN,1991,5,TRUE,TRUE,0.5,0.625,FALSE,FALSE
5190808_TN,1992,4,TRUE,TRUE,0.833333333333333,0.333333333333333,TRUE,FALSE
5190808_TN,1993,3,TRUE,TRUE,1,0,TRUE,TRUE
5190812_TN,1996,4,TRUE,FALSE,0.5,0.5,TRUE,TRUE
5190825_TN,1987,4,TRUE,FALSE,1,0.333333333333333,TRUE,FALSE
5190849_TN,1989,3,TRUE,FALSE,0.5,1,TRUE,FALSE
5190867_TN,1989,3,TRUE,FALSE,0.5,0.5,TRUE,TRUE
5190868_TN,1988,5,TRUE,FALSE,0.625,0,TRUE,TRUE
5190901_TN,1988,9,TRUE,FALSE,0.125,1,FALSE,FALSE
5190901_TN,1994,9,TRUE,TRUE,0.125,0,FALSE,TRUE
5190931_TN,1993,4,TRUE,FALSE,0.5,0,TRUE,TRUE
5190964_TN,1994,5,FALSE,TRUE,0,0.125,FALSE,TRUE
5190972_TN,1990,4,TRUE,FALSE,1,0,TRUE,TRUE
5191012_TN,1994,4,TRUE,FALSE,0.666666666666667,0,TRUE,TRUE
5191040_TN,1986,6,TRUE,FALSE,0.6,0,TRUE,TRUE
5191058_TN,1991,5,TRUE,FALSE,0,0,FALSE,TRUE
5191067_TN,1987,2,TRUE,FALSE,0,1,FALSE,FALSE
5191069_TN,1990,3,TRUE,FALSE,0.25,1,FALSE,FALSE
5191070_TN,1990,2,TRUE,FALSE,0.5,1,TRUE,FALSE
5191075_TN,1993,2,TRUE,FALSE,1,0,TRUE,TRUE
5191112_TN,1987,4,TRUE,FALSE,0.5,0,TRUE,TRUE
5191178_TN,1999,5,TRUE,FALSE,0.5,0,TRUE,TRUE
5191191_TN,1989,2,TRUE,FALSE,0.5,0,TRUE,TRUE
5191252_TN,1990,6,TRUE,FALSE,1,0.4,TRUE,FALSE
5191286_TN,2008,2,FALSE,FALSE,0.5,0,TRUE,TRUE
5191307_TN,2002,4,TRUE,FALSE,0.5,0.5,TRUE,TRUE
5191311_TN,1990,3,TRUE,FALSE,1,0.5,TRUE,FALSE
5191329_TN,1992,3,TRUE,FALSE,0,1,FALSE,FALSE
5191353_TN,1994,2,TRUE,FALSE,1,0,TRUE,TRUE
5191372_TN,1999,4,TRUE,FALSE,1,0,TRUE,TRUE
5191374_TN,1999,4,TRUE,FALSE,0.5,0,TRUE,TRUE
5191421_TN,1993,4,TRUE,FALSE,0,1,FALSE,FALSE
5191444_TN,1991,2,TRUE,TRUE,1,0,TRUE,TRUE
5191479_TN,1999,5,TRUE,FALSE,1,0,TRUE,TRUE
5191537_TN,1996,2,TRUE,FALSE,1,0,TRUE,TRUE
5191670_TN,1998,3,TRUE,FALSE,0.5,1,TRUE,FALSE
5191750_TN,2016,6,FALSE,FALSE,1,0.5,TRUE,FALSE
5191800_TN,2012,3,FALSE,FALSE,0.5,1,TRUE,FALSE
51929_TX,1988,3,TRUE,FALSE,0,0,FALSE,TRUE
51930_TX,1988,3,TRUE,FALSE,1,0,TRUE,TRUE
51936_TX,1989,3,TRUE,FALSE,1,0,TRUE,TRUE
51976_TX,1994,5,TRUE,FALSE,0.625,0,TRUE,TRUE
51978_TX,1994,4,TRUE,FALSE,0.666666666666667,0.666666666666667,TRUE,FALSE
51979_TX,1995,3,TRUE,FALSE,0.75,1,TRUE,FALSE
51981_TX,1990,3,TRUE,FALSE,0.25,0,FALSE,TRUE
51_CO,1988,2,TRUE,FALSE,0.5,0,TRUE,TRUE
52000003_AR,1998,3,TRUE,FALSE,1,1,TRUE,FALSE
52000059_AR,1999,3,TRUE,FALSE,0,0,FALSE,TRUE
52000062_AR,1994,5,TRUE,FALSE,0.75,0.25,TRUE,FALSE
52000062_AR,1995,4,TRUE,FALSE,0,0,FALSE,TRUE
52000069_AR,1988,2,TRUE,FALSE,1,0.5,TRUE,TRUE
52000072_AR,1999,7,TRUE,FALSE,1,0.916666666666667,TRUE,FALSE
52000072_AR,2000,6,TRUE,FALSE,0.3,0.6,FALSE,FALSE
52000101_AR,2012,2,TRUE,TRUE,1,0,TRUE,TRUE
52000127_AR,1991,4,TRUE,FALSE,0,0,FALSE,TRUE
52000133_AR,2002,6,TRUE,FALSE,1,0,TRUE,TRUE
52000137_AR,1993,2,TRUE,FALSE,0.5,0,TRUE,TRUE
5200552_OK,1993,12,TRUE,FALSE,0.181818181818182,0.772727272727273,FALSE,FALSE
5200552_OK,2016,2,TRUE,FALSE,1,1,TRUE,FALSE
52007_TX,2003,2,TRUE,TRUE,1,0,TRUE,TRUE
52037_LA,2001,7,TRUE,FALSE,1,0,TRUE,TRUE
5203815_OK,1990,3,TRUE,FALSE,1,0,TRUE,TRUE
52040_TX,1992,2,TRUE,FALSE,0.5,0,TRUE,TRUE
52055_TX,2000,5,TRUE,FALSE,0,0,FALSE,TRUE
5205907_OK,1988,4,TRUE,FALSE,0.5,0,TRUE,TRUE
5205_CO,1993,4,TRUE,FALSE,0.5,1,TRUE,FALSE
52088_TX,1989,5,TRUE,FALSE,0,0.25,FALSE,FALSE
52092_TX,1992,4,TRUE,FALSE,0.166666666666667,0.166666666666667,FALSE,TRUE
52137_TX,1990,3,TRUE,FALSE,1,0,TRUE,TRUE
52137_TX,1992,2,TRUE,FALSE,1,0,TRUE,TRUE
52140_TX,1990,4,TRUE,FALSE,0.666666666666667,0,FALSE,TRUE
52140_TX,1994,3,TRUE,FALSE,0.5,0.5,FALSE,FALSE
52140_TX,2014,2,TRUE,FALSE,0,0,FALSE,TRUE
52151_TX,1990,2,TRUE,FALSE,0.5,0,TRUE,TRUE
52153_TX,1986,5,TRUE,FALSE,0.875,0.125,TRUE,TRUE
5217_CO,1993,3,TRUE,FALSE,0,0,FALSE,TRUE
52186_TX,2018,3,TRUE,FALSE,0.5,1,TRUE,FALSE
5220019_TN,1989,2,TRUE,FALSE,1,0,TRUE,TRUE
5220033_TN,2018,2,TRUE,TRUE,0.5,0,TRUE,TRUE
5220037_TN,1999,4,TRUE,TRUE,1,0,TRUE,TRUE
5220064_TN,1986,2,TRUE,FALSE,0.5,0.5,TRUE,TRUE
5220085_TN,1986,4,TRUE,FALSE,0.5,0.333333333333333,TRUE,TRUE
5220119_TN,1996,5,TRUE,FALSE,0.5,0,TRUE,TRUE
5220133_TN,1991,6,TRUE,FALSE,0.5,0.2,TRUE,FALSE
5220185_TN,2009,4,TRUE,FALSE,1,0,TRUE,TRUE
52203_TX,1993,2,TRUE,TRUE,1,0,TRUE,TRUE
52207_TX,1992,3,TRUE,FALSE,0,0,FALSE,TRUE
52213_TX,1990,3,TRUE,FALSE,1,0,TRUE,TRUE
52217_TX,1990,55,TRUE,TRUE,0.407407407407407,0.175925925925926,FALSE,FALSE
5222_ME,1986,2,TRUE,FALSE,1,0,TRUE,TRUE
52241_TX,1993,2,TRUE,FALSE,0.5,0,TRUE,TRUE
5224_ME,1989,2,TRUE,FALSE,1,1,TRUE,FALSE
52289_LA,2002,5,TRUE,FALSE,0.125,0.625,FALSE,FALSE
52289_LA,2005,4,TRUE,FALSE,0.666666666666667,0.166666666666667,FALSE,TRUE
52289_LA,2007,3,TRUE,FALSE,0,0.5,FALSE,FALSE
5233_ME,1990,6,TRUE,FALSE,0.2,0.8,FALSE,FALSE
52381_TX,1996,7,TRUE,FALSE,0.166666666666667,0,FALSE,TRUE
52426_TX,1989,2,TRUE,FALSE,1,0,TRUE,TRUE
52445_TX,1991,4,TRUE,FALSE,1,0,TRUE,TRUE
52446_TX,1992,5,TRUE,TRUE,0.75,0.125,FALSE,TRUE
52446_TX,2011,4,TRUE,TRUE,1,0,TRUE,TRUE
5244_ME,1993,2,TRUE,FALSE,0.5,1,TRUE,FALSE
52491_TX,1992,2,TRUE,FALSE,1,0,TRUE,TRUE
52496_TX,1995,5,TRUE,FALSE,1,0,TRUE,TRUE
5249_CO,2002,2,TRUE,FALSE,0.5,0,TRUE,TRUE
52536_TX,2008,4,TRUE,FALSE,0.666666666666667,0.5,TRUE,TRUE
52544_TX,1997,4,TRUE,FALSE,0.5,0,TRUE,TRUE
52546_TX,1994,4,TRUE,FALSE,0.5,0,TRUE,TRUE
52593_TX,1992,7,TRUE,FALSE,0.666666666666667,0,TRUE,TRUE
52634_TX,2010,5,TRUE,FALSE,0.5,0.75,TRUE,FALSE
52639_TX,1987,2,TRUE,FALSE,1,1,TRUE,FALSE
52649_TX,1993,8,TRUE,TRUE,0.714285714285714,0.0714285714285714,FALSE,TRUE
52663_TX,1990,4,TRUE,FALSE,0,0,FALSE,TRUE
5266_ME,1988,3,TRUE,FALSE,0.75,0,TRUE,TRUE
5266_ME,1989,2,TRUE,FALSE,1,0,TRUE,TRUE
52671_TX,1990,2,TRUE,FALSE,0.5,0,TRUE,TRUE
52677_TX,1990,4,TRUE,FALSE,0.5,0,TRUE,TRUE
5267_ME,2007,6,FALSE,FALSE,0,0,FALSE,TRUE
5268_ME,2006,6,FALSE,FALSE,0,0.2,FALSE,TRUE
52724_TX,1996,5,TRUE,TRUE,0,0.625,FALSE,FALSE
52729_TX,1991,2,TRUE,FALSE,1,0.5,TRUE,TRUE
52753_TX,1998,5,TRUE,FALSE,0.5,0,TRUE,TRUE
52828_TX,2019,4,TRUE,FALSE,0.5,0.166666666666667,TRUE,TRUE
52831_TX,2017,4,TRUE,FALSE,0.5,0.166666666666667,TRUE,TRUE
52840_TX,1992,3,TRUE,FALSE,1,0.25,TRUE,TRUE
52847_TX,1987,6,TRUE,FALSE,0.5,0.8,FALSE,FALSE
52876_TX,1998,4,TRUE,FALSE,0.5,0.666666666666667,TRUE,FALSE
52884_TX,1992,5,TRUE,FALSE,1,0,TRUE,TRUE
52885_TX,1997,4,TRUE,FALSE,0.666666666666667,0,TRUE,TRUE
52887_TX,1996,4,TRUE,FALSE,1,0,TRUE,TRUE
52907_TX,2004,2,TRUE,FALSE,0.5,0.5,TRUE,TRUE
52909_TX,1989,2,TRUE,FALSE,0,0,FALSE,TRUE
5297_ME,1989,3,TRUE,FALSE,1,0,TRUE,TRUE
53001601_AR,1992,2,TRUE,FALSE,0.5,0,TRUE,TRUE
53024_TX,1992,4,TRUE,FALSE,0.666666666666667,0.666666666666667,TRUE,FALSE
53024_TX,2002,3,TRUE,FALSE,0,0,FALSE,TRUE
53028_TX,2007,5,TRUE,FALSE,0,0,FALSE,TRUE
53040_TX,2003,5,TRUE,FALSE,0.5,0,TRUE,TRUE
53076_TX,1991,4,TRUE,FALSE,0.5,0,TRUE,TRUE
53121_TX,1990,2,TRUE,FALSE,1,0,TRUE,TRUE
53134_TX,1998,4,TRUE,FALSE,0.5,0.666666666666667,TRUE,FALSE
53145_TX,1986,2,TRUE,FALSE,0.5,0.5,TRUE,TRUE
53169_TX,1998,4,TRUE,FALSE,0.5,0,TRUE,TRUE
53192_TX,1991,3,TRUE,FALSE,0.25,0.75,FALSE,FALSE
53193_TX,1990,2,TRUE,FALSE,1,0,TRUE,TRUE
53214_TX,1993,2,TRUE,FALSE,0,0,FALSE,TRUE
5322_CO,1998,4,TRUE,TRUE,1,0,TRUE,TRUE
5322_CO,2015,4,FALSE,FALSE,0,0.5,FALSE,TRUE
53233_TX,1988,2,TRUE,FALSE,0.5,0,TRUE,TRUE
53260_TX,1987,3,TRUE,FALSE,1,0,TRUE,TRUE
53277_TX,1990,3,TRUE,FALSE,1,0.75,TRUE,FALSE
