sample,kappa_exit,SE_kappa,K,SE_K,K_log,SE_K_log,gamma_price,SE_gp,gamma_risk,SE_gr,log_lik,n_obs
"observed (TX 2006+, controls 1999+)",26.1221601742371,0.0306328810595885,5.17792785476942,0.014186850966357,1.64440494820204,0.00273987034278382,-0.293198988986457,0.0490222492292448,0.164375128094434,0.00311068136621282,-268481.410656612,2282735
extended_2000plus (TX + controls 2000+),25.7701926811867,0.0310111836854317,5.2658391089284,0.0146445086166141,1.66124050780228,0.00278103989006878,-1.14214828526395,0.0480856326294925,0.153037996314302,0.00313497204419283,-247613.831400649,2300780
