did_term,make_model_tank,N
1,Single-Walled_Other-Fuel_1k-5k_1996,416
1,Single-Walled_Diesel-Only_12k-25k_1992,725
1,Double-Walled_Diesel-Only_1k-5k_1996,182
1,Double-Walled_Other-Fuel_1k-5k_1996,354
1,Single-Walled_Other-Fuel_5k-12k_1992,3079
0,Unknown-Wall_Diesel-Only_5k-12k_1990,23715
1,Single-Walled_Other-Fuel_Under-1k_1996,22
1,Single-Walled_Other-Fuel_12k-25k_1993,1051
1,Double-Walled_Other-Fuel_5k-12k_1996,734
1,Single-Walled_Other-Fuel_1k-5k_1990,2225
0,Unknown-Wall_Diesel-Only_1k-5k_1996,4338
1,Double-Walled_Other-Fuel_5k-12k_1994,662
1,Double-Walled_Other-Fuel_1k-5k_1994,255
1,Double-Walled_Other-Fuel_Under-1k_1995,88
0,Single-Walled_Motor-Fuel-Mixed_25k-Plus_1996,6
1,Single-Walled_Motor-Fuel-Mixed_25k-Plus_1996,44
1,Single-Walled_Diesel-Only_5k-12k_1990,2611
1,Single-Walled_Diesel-Only_5k-12k_1993,1279
1,Single-Walled_Diesel-Only_5k-12k_1997,1030
1,Single-Walled_Gasoline-Only_12k-25k_1993,2351
1,Single-Walled_Motor-Fuel-Mixed_5k-12k_1997,459
1,Double-Walled_Other-Fuel_12k-25k_1997,1038
1,Double-Walled_Other-Fuel_5k-12k_1997,345
1,Double-Walled_Gasoline-Only_5k-12k_1989,2644
1,Double-Walled_Motor-Fuel-Mixed_5k-12k_1996,88
1,Double-Walled_Gasoline-Only_5k-12k_1997,971
1,Double-Walled_Diesel-Only_12k-25k_1997,1100
1,Single-Walled_Diesel-Only_25k-Plus_1996,88
1,Double-Walled_Motor-Fuel-Mixed_5k-12k_1995,117
1,Unknown-Wall_Gasoline-Only_5k-12k_1997,66
0,Unknown-Wall_Diesel-Only_5k-12k_1997,8840
1,Unknown-Wall_Diesel-Only_5k-12k_1997,22
1,Single-Walled_Other-Fuel_5k-12k_1990,6548
1,Single-Walled_Other-Fuel_5k-12k_1997,1605
1,Double-Walled_Other-Fuel_1k-5k_1992,290
1,Double-Walled_Gasoline-Only_5k-12k_1992,1224
1,Single-Walled_Other-Fuel_12k-25k_1997,1029
1,Double-Walled_Other-Fuel_1k-5k_1993,420
1,Double-Walled_Gasoline-Only_25k-Plus_1997,22
0,Unknown-Wall_Motor-Fuel-Mixed_5k-12k_1989,5813
1,Double-Walled_Other-Fuel_1k-5k_1997,144
1,Single-Walled_Other-Fuel_1k-5k_1997,422
1,Double-Walled_Motor-Fuel-Mixed_5k-12k_1997,76
1,Single-Walled_Other-Fuel_Under-1k_1997,41
1,Single-Walled_Gasoline-Only_5k-12k_1991,5866
1,Single-Walled_Gasoline-Only_1k-5k_1991,1100
1,Single-Walled_Diesel-Only_1k-5k_1991,979
1,Single-Walled_Diesel-Only_1k-5k_1997,220
1,Double-Walled_Diesel-Only_1k-5k_1997,122
1,Single-Walled_Gasoline-Only_1k-5k_1997,283
1,Single-Walled_Diesel-Only_1k-5k_1989,767
0,Unknown-Wall_Diesel-Only_Under-1k_1989,4553
1,Single-Walled_Gasoline-Only_25k-Plus_1997,66
1,Single-Walled_Motor-Fuel-Mixed_25k-Plus_1997,66
0,Single-Walled_Other-Fuel_25k-Plus_1997,74
1,Single-Walled_Other-Fuel_25k-Plus_1997,22
0,Unknown-Wall_Diesel-Only_5k-12k_1994,8966
0,Unknown-Wall_Diesel-Only_12k-25k_1994,5065
1,Single-Walled_Gasoline-Only_1k-5k_1990,1275
1,Double-Walled_Other-Fuel_Under-1k_1993,87
0,Double-Walled_Diesel-Only_Under-1k_1993,1572
1,Single-Walled_Diesel-Only_1k-5k_1990,619
1,Double-Walled_Diesel-Only_1k-5k_1991,243
1,Single-Walled_Other-Fuel_Under-1k_1994,90
0,Single-Walled_Motor-Fuel-Mixed_25k-Plus_1995,4
1,Single-Walled_Motor-Fuel-Mixed_25k-Plus_1995,22
1,Double-Walled_Gasoline-Only_1k-5k_1989,170
1,Double-Walled_Gasoline-Only_Under-1k_1989,26
0,Double-Walled_Gasoline-Only_Under-1k_1992,805
0,Unknown-Wall_Gasoline-Only_1k-5k_1993,8224
0,Unknown-Wall_Other-Fuel_1k-5k_1993,20068
1,Double-Walled_Diesel-Only_5k-12k_1991,1029
1,Double-Walled_Gasoline-Only_12k-25k_1991,1392
0,Single-Walled_Other-Fuel_25k-Plus_1996,75
1,Double-Walled_Gasoline-Only_1k-5k_1994,53
1,Single-Walled_Motor-Fuel-Mixed_5k-12k_1991,220
0,Unknown-Wall_Gasoline-Only_12k-25k_1994,19648
0,Unknown-Wall_Gasoline-Only_5k-12k_1994,34952
0,Unknown-Wall_Diesel-Only_5k-12k_1996,7466
1,Double-Walled_Gasoline-Only_1k-5k_1991,235
1,Single-Walled_Other-Fuel_5k-12k_1993,2842
0,Unknown-Wall_Motor-Fuel-Mixed_5k-12k_1997,2786
0,Unknown-Wall_Gasoline-Only_1k-5k_1997,4109
0,Unknown-Wall_Gasoline-Only_12k-25k_1997,21494
0,Unknown-Wall_Diesel-Only_12k-25k_1997,4865
0,Unknown-Wall_Gasoline-Only_1k-5k_1994,5612
0,Unknown-Wall_Diesel-Only_1k-5k_1994,5117
1,Double-Walled_Diesel-Only_1k-5k_1989,123
0,Unknown-Wall_Motor-Fuel-Mixed_12k-25k_1995,1846
0,Unknown-Wall_Other-Fuel_Under-1k_1992,9503
0,Unknown-Wall_Other-Fuel_1k-5k_1995,15096
0,Unknown-Wall_Other-Fuel_12k-25k_1990,3448
1,Double-Walled_Other-Fuel_5k-12k_1989,1364
0,Double-Walled_Motor-Fuel-Mixed_1k-5k_1989,60
0,Unknown-Wall_Diesel-Only_25k-Plus_1989,544
1,Single-Walled_Diesel-Only_1k-5k_1992,417
1,Double-Walled_Other-Fuel_5k-12k_1992,949
0,Unknown-Wall_Motor-Fuel-Mixed_12k-25k_1993,2220
0,Unknown-Wall_Diesel-Only_12k-25k_1990,8595
0,Unknown-Wall_Gasoline-Only_12k-25k_1990,31666
0,Unknown-Wall_Diesel-Only_12k-25k_1989,9414
1,Double-Walled_Other-Fuel_Under-1k_1994,70
1,Double-Walled_Diesel-Only_25k-Plus_1995,22
0,Unknown-Wall_Gasoline-Only_Under-1k_1995,383
0,Unknown-Wall_Motor-Fuel-Mixed_12k-25k_1990,1697
0,Unknown-Wall_Other-Fuel_1k-5k_1997,15391
1,Single-Walled_Diesel-Only_12k-25k_1991,735
1,Single-Walled_Other-Fuel_1k-5k_1993,733
0,Unknown-Wall_Other-Fuel_Under-1k_1995,3735
0,Unknown-Wall_Other-Fuel_1k-5k_1996,15152
0,Single-Walled_Gasoline-Only_25k-Plus_1990,286
0,Unknown-Wall_Diesel-Only_12k-25k_1992,5436
0,Unknown-Wall_Gasoline-Only_Under-1k_1993,741
0,Unknown-Wall_Diesel-Only_1k-5k_1993,5592
0,Unknown-Wall_Diesel-Only_1k-5k_1997,4787
0,Unknown-Wall_Motor-Fuel-Mixed_12k-25k_1992,1448
0,Unknown-Wall_Motor-Fuel-Mixed_12k-25k_1996,1226
0,Unknown-Wall_Motor-Fuel-Mixed_5k-12k_1990,4811
0,Unknown-Wall_Gasoline-Only_Under-1k_1990,2197
0,Unknown-Wall_Diesel-Only_Under-1k_1992,2381
0,Single-Walled_Diesel-Only_Under-1k_1996,1296
0,Unknown-Wall_Gasoline-Only_Under-1k_1992,983
0,Double-Walled_Motor-Fuel-Mixed_Under-1k_1992,19
0,Unknown-Wall_Diesel-Only_25k-Plus_1996,250
0,Double-Walled_Motor-Fuel-Mixed_5k-12k_1989,180
0,Unknown-Wall_Motor-Fuel-Mixed_5k-12k_1993,3032
0,Unknown-Wall_Other-Fuel_5k-12k_1995,11590
0,Unknown-Wall_Motor-Fuel-Mixed_5k-12k_1994,3083
0,Unknown-Wall_Diesel-Only_Under-1k_1993,2256
0,Unknown-Wall_Other-Fuel_5k-12k_1994,14871
0,Unknown-Wall_Motor-Fuel-Mixed_5k-12k_1996,3516
0,Unknown-Wall_Diesel-Only_Under-1k_1995,1412
0,Unknown-Wall_Motor-Fuel-Mixed_12k-25k_1991,1719
0,Unknown-Wall_Motor-Fuel-Mixed_1k-5k_1997,1093
0,Unknown-Wall_Motor-Fuel-Mixed_5k-12k_1995,3113
0,Unknown-Wall_Motor-Fuel-Mixed_12k-25k_1994,1558
0,Unknown-Wall_Diesel-Only_12k-25k_1991,8241
0,Unknown-Wall_Motor-Fuel-Mixed_5k-12k_1991,4153
0,Unknown-Wall_Other-Fuel_12k-25k_1993,2902
0,Unknown-Wall_Gasoline-Only_Under-1k_1989,2459
0,Unknown-Wall_Diesel-Only_Under-1k_1994,1685
0,Unknown-Wall_Diesel-Only_25k-Plus_1995,208
0,Unknown-Wall_Other-Fuel_12k-25k_1992,3306
0,Unknown-Wall_Other-Fuel_5k-12k_1996,10571
0,Unknown-Wall_Motor-Fuel-Mixed_1k-5k_1994,1721
0,Unknown-Wall_Diesel-Only_25k-Plus_1997,240
0,Unknown-Wall_Motor-Fuel-Mixed_1k-5k_1991,2699
0,Unknown-Wall_Other-Fuel_12k-25k_1997,3541
0,Single-Walled_Diesel-Only_25k-Plus_1993,116
1,Double-Walled_Other-Fuel_12k-25k_1989,429
1,Single-Walled_Other-Fuel_12k-25k_1989,1032
1,Single-Walled_Diesel-Only_12k-25k_1993,821
1,Single-Walled_Gasoline-Only_12k-25k_1989,2289
1,Single-Walled_Diesel-Only_12k-25k_1990,1302
1,Single-Walled_Gasoline-Only_12k-25k_1990,3308
1,Single-Walled_Diesel-Only_5k-12k_1991,1474
1,Double-Walled_Diesel-Only_12k-25k_1990,564
1,Unknown-Wall_Diesel-Only_1k-5k_1989,2
1,Single-Walled_Other-Fuel_25k-Plus_1991,88
1,Single-Walled_Other-Fuel_Under-1k_1990,217
1,Double-Walled_Diesel-Only_12k-25k_1989,302
1,Double-Walled_Gasoline-Only_12k-25k_1989,787
1,Single-Walled_Diesel-Only_Under-1k_1989,29
1,Single-Walled_Gasoline-Only_1k-5k_1993,462
1,Double-Walled_Other-Fuel_12k-25k_1991,698
1,Double-Walled_Other-Fuel_1k-5k_1991,343
1,Single-Walled_Gasoline-Only_12k-25k_1991,2687
0,Single-Walled_Other-Fuel_25k-Plus_1992,18
1,Single-Walled_Other-Fuel_1k-5k_1992,875
1,Double-Walled_Other-Fuel_5k-12k_1990,1646
1,Double-Walled_Other-Fuel_Under-1k_1990,229
1,Single-Walled_Other-Fuel_Under-1k_1989,286
1,Single-Walled_Motor-Fuel-Mixed_12k-25k_1991,188
1,Double-Walled_Other-Fuel_12k-25k_1992,785
1,Single-Walled_Gasoline-Only_Under-1k_1990,25
1,Single-Walled_Diesel-Only_Under-1k_1990,32
1,Single-Walled_Motor-Fuel-Mixed_5k-12k_1992,422
1,Single-Walled_Other-Fuel_Under-1k_1991,147
1,Double-Walled_Diesel-Only_1k-5k_1993,178
1,Double-Walled_Other-Fuel_1k-5k_1990,497
1,Double-Walled_Gasoline-Only_12k-25k_1992,1294
1,Single-Walled_Gasoline-Only_1k-5k_1992,716
1,Double-Walled_Other-Fuel_25k-Plus_1991,22
1,Double-Walled_Diesel-Only_5k-12k_1990,668
1,Double-Walled_Gasoline-Only_12k-25k_1990,1440
1,Single-Walled_Other-Fuel_12k-25k_1990,1664
1,Double-Walled_Other-Fuel_12k-25k_1990,679
1,Single-Walled_Gasoline-Only_Under-1k_1995,22
1,Single-Walled_Diesel-Only_Under-1k_1994,22
1,Double-Walled_Gasoline-Only_1k-5k_1992,90
1,Double-Walled_Diesel-Only_5k-12k_1989,787
1,Double-Walled_Diesel-Only_12k-25k_1991,380
1,Double-Walled_Other-Fuel_1k-5k_1989,480
1,Double-Walled_Diesel-Only_1k-5k_1992,111
1,Double-Walled_Diesel-Only_1k-5k_1990,105
1,Unknown-Wall_Diesel-Only_12k-25k_1994,10
0,Single-Walled_Diesel-Only_25k-Plus_1989,290
1,Single-Walled_Diesel-Only_25k-Plus_1989,10
1,Double-Walled_Other-Fuel_25k-Plus_1992,58
0,Single-Walled_Other-Fuel_25k-Plus_1994,5
1,Single-Walled_Other-Fuel_25k-Plus_1994,22
0,Single-Walled_Motor-Fuel-Mixed_1k-5k_1993,96
0,Single-Walled_Gasoline-Only_25k-Plus_1996,376
1,Single-Walled_Gasoline-Only_25k-Plus_1996,22
1,Single-Walled_Diesel-Only_1k-5k_1993,330
1,Unknown-Wall_Other-Fuel_1k-5k_1989,85
0,Unknown-Wall_Gasoline-Only_25k-Plus_1989,1182
0,Single-Walled_Gasoline-Only_25k-Plus_1989,142
1,Single-Walled_Other-Fuel_Under-1k_1992,26
1,Double-Walled_Other-Fuel_25k-Plus_1996,22
1,Unknown-Wall_Other-Fuel_5k-12k_1996,44
1,Double-Walled_Motor-Fuel-Mixed_12k-25k_1991,66
1,Double-Walled_Motor-Fuel-Mixed_12k-25k_1992,343
1,Double-Walled_Motor-Fuel-Mixed_12k-25k_1993,209
1,Unknown-Wall_Gasoline-Only_5k-12k_1992,22
0,Unknown-Wall_Motor-Fuel-Mixed_5k-12k_1992,3982
1,Unknown-Wall_Motor-Fuel-Mixed_5k-12k_1992,22
0,Unknown-Wall_Motor-Fuel-Mixed_1k-5k_1989,3426
0,Single-Walled_Diesel-Only_25k-Plus_1994,135
1,Single-Walled_Motor-Fuel-Mixed_1k-5k_1993,44
1,Double-Walled_Gasoline-Only_Under-1k_1992,1
1,Double-Walled_Motor-Fuel-Mixed_5k-12k_1990,22
1,Double-Walled_Gasoline-Only_1k-5k_1993,173
1,Double-Walled_Other-Fuel_Under-1k_1992,61
1,Single-Walled_Motor-Fuel-Mixed_12k-25k_1990,88
1,Double-Walled_Diesel-Only_1k-5k_1994,56
1,Single-Walled_Diesel-Only_Under-1k_1992,1
0,Single-Walled_Gasoline-Only_25k-Plus_1992,94
1,Single-Walled_Gasoline-Only_25k-Plus_1992,22
1,Single-Walled_Diesel-Only_Under-1k_1991,46
1,Double-Walled_Gasoline-Only_1k-5k_1997,58
1,Double-Walled_Gasoline-Only_25k-Plus_1996,44
1,Double-Walled_Diesel-Only_Under-1k_1992,22
1,Double-Walled_Diesel-Only_Under-1k_1989,4
1,Unknown-Wall_Other-Fuel_1k-5k_1990,44
1,Unknown-Wall_Other-Fuel_5k-12k_1990,22
1,Unknown-Wall_Other-Fuel_12k-25k_1990,40
1,Unknown-Wall_Gasoline-Only_1k-5k_1989,1
1,Double-Walled_Other-Fuel_25k-Plus_1995,15
1,Unknown-Wall_Gasoline-Only_1k-5k_1991,3
1,Single-Walled_Motor-Fuel-Mixed_1k-5k_1994,44
1,Double-Walled_Other-Fuel_25k-Plus_1993,31
1,Unknown-Wall_Diesel-Only_1k-5k_1990,2
1,Double-Walled_Diesel-Only_Under-1k_1994,12
1,Single-Walled_Gasoline-Only_Under-1k_1989,62
1,Double-Walled_Other-Fuel_Under-1k_1989,124
1,Double-Walled_Diesel-Only_Under-1k_1991,22
1,Double-Walled_Diesel-Only_Under-1k_1990,9
1,Single-Walled_Diesel-Only_Under-1k_1997,8
1,Double-Walled_Motor-Fuel-Mixed_5k-12k_1994,66
0,Single-Walled_Motor-Fuel-Mixed_Under-1k_1989,4
0,Double-Walled_Diesel-Only_25k-Plus_1993,596
1,Single-Walled_Diesel-Only_Under-1k_1993,30
0,Single-Walled_Gasoline-Only_25k-Plus_1994,91
1,Single-Walled_Gasoline-Only_25k-Plus_1994,44
0,Unknown-Wall_Other-Fuel_25k-Plus_1990,465
1,Unknown-Wall_Other-Fuel_1k-5k_1994,3
1,Unknown-Wall_Other-Fuel_Under-1k_1994,3
1,Double-Walled_Motor-Fuel-Mixed_5k-12k_1993,132
1,Double-Walled_Other-Fuel_Under-1k_1991,104
1,Single-Walled_Motor-Fuel-Mixed_5k-12k_1990,96
1,Single-Walled_Motor-Fuel-Mixed_5k-12k_1989,22
1,Double-Walled_Diesel-Only_Under-1k_1993,3
0,Single-Walled_Motor-Fuel-Mixed_1k-5k_1992,56
1,Single-Walled_Motor-Fuel-Mixed_1k-5k_1992,12
0,Unknown-Wall_Other-Fuel_25k-Plus_1991,846
0,Unknown-Wall_Gasoline-Only_25k-Plus_1991,1655
0,Unknown-Wall_Other-Fuel_25k-Plus_1992,407
1,Double-Walled_Diesel-Only_Under-1k_1995,5
1,Double-Walled_Gasoline-Only_Under-1k_1994,1
1,Unknown-Wall_Diesel-Only_5k-12k_1991,4
1,Unknown-Wall_Gasoline-Only_5k-12k_1991,4
1,Double-Walled_Other-Fuel_Under-1k_1997,22
1,Unknown-Wall_Other-Fuel_1k-5k_1993,22
0,Unknown-Wall_Gasoline-Only_Under-1k_1997,342
0,Double-Walled_Diesel-Only_25k-Plus_1994,623
1,Double-Walled_Diesel-Only_25k-Plus_1994,88
1,Unknown-Wall_Other-Fuel_Under-1k_1989,50
0,Unknown-Wall_Other-Fuel_12k-25k_1994,4600
1,Double-Walled_Gasoline-Only_Under-1k_1991,44
1,Unknown-Wall_Gasoline-Only_5k-12k_1989,69
0,Unknown-Wall_Other-Fuel_12k-25k_1995,3696
0,Single-Walled_Motor-Fuel-Mixed_1k-5k_1996,103
1,Single-Walled_Motor-Fuel-Mixed_1k-5k_1996,4
0,Unknown-Wall_Other-Fuel_25k-Plus_1995,432
1,Single-Walled_Motor-Fuel-Mixed_1k-5k_1997,22
1,Unknown-Wall_Other-Fuel_12k-25k_1997,22
1,Single-Walled_Diesel-Only_25k-Plus_1991,44
0,Single-Walled_Motor-Fuel-Mixed_25k-Plus_1993,6
1,Single-Walled_Motor-Fuel-Mixed_25k-Plus_1993,22
1,Single-Walled_Gasoline-Only_Under-1k_1991,8
1,Unknown-Wall_Other-Fuel_5k-12k_1994,36
1,Single-Walled_Other-Fuel_Under-1k_1993,66
1,Double-Walled_Motor-Fuel-Mixed_25k-Plus_1997,22
1,Unknown-Wall_Gasoline-Only_5k-12k_1990,10
1,Unknown-Wall_Gasoline-Only_1k-5k_1990,24
1,Double-Walled_Motor-Fuel-Mixed_5k-12k_1992,44
1,Double-Walled_Motor-Fuel-Mixed_1k-5k_1992,22
1,Unknown-Wall_Other-Fuel_5k-12k_1989,54
1,Unknown-Wall_Other-Fuel_Under-1k_1993,2
1,Double-Walled_Gasoline-Only_1k-5k_1996,22
1,Double-Walled_Gasoline-Only_25k-Plus_1994,110
1,Single-Walled_Other-Fuel_25k-Plus_1992,22
0,Double-Walled_Gasoline-Only_25k-Plus_1993,140
0,Single-Walled_Motor-Fuel-Mixed_25k-Plus_1994,5
1,Single-Walled_Motor-Fuel-Mixed_25k-Plus_1994,22
0,Unknown-Wall_Diesel-Only_Under-1k_1990,3254
0,Unknown-Wall_Gasoline-Only_25k-Plus_1995,598
0,Unknown-Wall_Gasoline-Only_25k-Plus_1997,456
0,Unknown-Wall_Diesel-Only_Under-1k_1997,945
0,Unknown-Wall_Diesel-Only_25k-Plus_1993,224
0,Unknown-Wall_Gasoline-Only_25k-Plus_1994,648
0,Unknown-Wall_Diesel-Only_Under-1k_1996,900
0,Unknown-Wall_Gasoline-Only_25k-Plus_1993,504
0,Unknown-Wall_Diesel-Only_25k-Plus_1992,290
0,Unknown-Wall_Gasoline-Only_25k-Plus_1996,250
0,Unknown-Wall_Motor-Fuel-Mixed_1k-5k_1995,1284
0,Unknown-Wall_Diesel-Only_25k-Plus_1990,620
0,Unknown-Wall_Diesel-Only_25k-Plus_1991,390
0,Unknown-Wall_Gasoline-Only_25k-Plus_1992,957
0,Unknown-Wall_Motor-Fuel-Mixed_1k-5k_1993,1808
0,Unknown-Wall_Motor-Fuel-Mixed_25k-Plus_1992,50
0,Unknown-Wall_Motor-Fuel-Mixed_1k-5k_1996,1134
0,Unknown-Wall_Diesel-Only_25k-Plus_1994,459
0,Unknown-Wall_Motor-Fuel-Mixed_1k-5k_1992,1968
0,Double-Walled_Gasoline-Only_25k-Plus_1989,229
0,Unknown-Wall_Gasoline-Only_Under-1k_1996,232
0,Double-Walled_Diesel-Only_25k-Plus_1989,313
0,Unknown-Wall_Gasoline-Only_Under-1k_1994,453
0,Unknown-Wall_Other-Fuel_25k-Plus_1996,200
0,Single-Walled_Diesel-Only_25k-Plus_1997,380
0,Single-Walled_Gasoline-Only_25k-Plus_1993,252
0,Unknown-Wall_Other-Fuel_25k-Plus_1994,270
0,Unknown-Wall_Gasoline-Only_25k-Plus_1990,1953
0,Unknown-Wall_Other-Fuel_25k-Plus_1989,400
0,Unknown-Wall_Other-Fuel_25k-Plus_1997,408
0,Unknown-Wall_Other-Fuel_12k-25k_1996,3600
0,Unknown-Wall_Other-Fuel_25k-Plus_1993,420
0,Unknown-Wall_Motor-Fuel-Mixed_1k-5k_1990,2432
0,Unknown-Wall_Motor-Fuel-Mixed_Under-1k_1994,204
0,Unknown-Wall_Motor-Fuel-Mixed_Under-1k_1990,485
0,Unknown-Wall_Motor-Fuel-Mixed_Under-1k_1989,572
0,Unknown-Wall_Motor-Fuel-Mixed_Under-1k_1991,1054
0,Unknown-Wall_Motor-Fuel-Mixed_Under-1k_1993,322
0,Unknown-Wall_Motor-Fuel-Mixed_Under-1k_1995,259
0,Unknown-Wall_Motor-Fuel-Mixed_25k-Plus_1995,98
0,Unknown-Wall_Motor-Fuel-Mixed_12k-25k_1989,1629
0,Unknown-Wall_Motor-Fuel-Mixed_Under-1k_1992,504
0,Unknown-Wall_Motor-Fuel-Mixed_25k-Plus_1991,13
0,Unknown-Wall_Motor-Fuel-Mixed_25k-Plus_1990,124
0,Unknown-Wall_Motor-Fuel-Mixed_Under-1k_1996,70
0,Unknown-Wall_Motor-Fuel-Mixed_Under-1k_1997,50
0,Unknown-Wall_Motor-Fuel-Mixed_25k-Plus_1994,27
0,Unknown-Wall_Motor-Fuel-Mixed_25k-Plus_1997,24
0,Single-Walled_Diesel-Only_25k-Plus_1992,145
0,Double-Walled_Motor-Fuel-Mixed_25k-Plus_1992,29
0,Double-Walled_Motor-Fuel-Mixed_Under-1k_1997,24
