measure,one_year_stay,mean_spell_yrs,implied_if_iid,actual_never_changed
Count (tanks),0.99452524323302,16.4039287023922,0.913881598723095,0.918190381006478
Capacity (quartile),0.994892281685669,16.4039287023922,0.919430007701986,0.93461270213332
