sample,kappa_SW,SE_kappa_SW,kappa_DW,SE_kappa_DW,K_SW,SE_K_SW,K_DW,SE_K_DW,K_log_SW,SE_K_log_SW,K_log_DW,SE_K_log_DW,gamma_price_FF,SE_gamma_pF,gamma_price_RB,SE_gamma_pR,gamma_risk_FF,SE_gamma_rF,gamma_risk_RB,SE_gamma_rR,log_lik,n_obs
"observed (TX 2006+, controls 1999+)",23.6794863280123,0.071582285783655,21.1775107965839,0.0855523769938941,5.80854096889752,0.0211813778485487,4.3300887670923,0.0243730321129392,1.75932941521286,0.00364659179679833,1.46558804228748,0.00562876038435256,-14.382455666819,0.293151853987861,-7.48457685198145,0.15121738981862,0.0651999533633416,0.00501136136887254,-0.0827510855808206,0.00873032448361301,-261770.297039599,2282735
