panel_id,n_tanks,n_sw,n_dw,n_closed,n_closed_sw,n_closed_dw,any_closed,has_both_types
KY8319063_KY,1,1,0,1,1,0,1,0
KY8331063_KY,3,3,0,3,3,0,1,0
KY8804063_KY,1,1,0,0,0,0,0,0
KY9119063_KY,4,4,0,4,4,0,1,0
KY1001064_KY,2,2,0,0,0,0,0,0
KY1003064_KY,2,2,0,0,0,0,0,0
KY1008064_KY,2,2,0,0,0,0,0,0
KY20118212_KY,2,2,0,2,2,0,1,0
KY2347064_KY,1,1,0,0,0,0,0,0
KY2745064_KY,2,2,0,2,2,0,1,0
KY3873064_KY,6,6,0,0,0,0,0,0
KY4041064_KY,3,3,0,0,0,0,0,0
KY5350064_KY,5,5,0,0,0,0,0,0
KY5367064_KY,5,5,0,5,5,0,1,0
KY5423064_KY,2,2,0,0,0,0,0,0
KY7460064_KY,4,4,0,0,0,0,0,0
KY1001065_KY,1,1,0,1,1,0,1,0
KY1003065_KY,2,2,0,0,0,0,0,0
KY1003119_KY,1,1,0,1,1,0,1,0
KY1004065_KY,2,2,0,0,0,0,0,0
KY3806065_KY,1,1,0,1,1,0,1,0
KY1001066_KY,3,3,0,0,0,0,0,0
KY1003066_KY,6,6,0,0,0,0,0,0
KY20091520_KY,1,1,0,1,1,0,1,0
KY529066_KY,2,2,0,2,2,0,1,0
KY864048_KY,3,3,0,0,0,0,0,0
KY9907066_KY,2,2,0,2,2,0,1,0
KY1018067_KY,4,4,0,0,0,0,0,0
KY1601067_KY,4,4,0,4,4,0,1,0
KY3601067_KY,5,5,0,0,0,0,0,0
KY5542067_KY,2,2,0,2,2,0,1,0
KYCaudill Service Station_KY,3,3,0,3,3,0,1,0
KY1009068_KY,2,2,0,0,0,0,0,0
KY1015068_KY,4,4,0,0,0,0,0,0
KY3423068_KY,1,1,0,0,0,0,0,0
KY3424068_KY,5,5,0,5,5,0,1,0
KY3906068_KY,5,5,0,0,0,0,0,0
KY4190068_KY,4,4,0,4,4,0,1,0
KY5197068_KY,4,4,0,0,0,0,0,0
KY9439068_KY,3,3,0,0,0,0,0,0
KY10000600_KY,4,4,0,0,0,0,0,0
KY1005069_KY,2,2,0,0,0,0,0,0
KY1006069_KY,3,3,0,0,0,0,0,0
KY1452069_KY,1,1,0,1,1,0,1,0
KY2398069_KY,2,2,0,2,2,0,1,0
KY4643069_KY,3,3,0,3,3,0,1,0
KY5199069_KY,4,4,0,0,0,0,0,0
KY6111100_KY,5,5,0,0,0,0,0,0
KY7761069_KY,1,1,0,1,1,0,1,0
KY87069_KY,1,1,0,1,1,0,1,0
KYLasures Main St_KY,2,2,0,0,0,0,0,0
KY3341070_KY,2,2,0,2,2,0,1,0
KY4096070_KY,1,1,0,0,0,0,0,0
KY9661070_KY,2,2,0,2,2,0,1,0
KY1001071_KY,3,3,0,0,0,0,0,0
KY1008071_KY,3,3,0,3,3,0,1,0
KY1015071_KY,1,1,0,0,0,0,0,0
KY1922071_KY,2,2,0,0,0,0,0,0
KY1951071_KY,4,4,0,4,4,0,1,0
KY20081720_KY,3,3,0,3,3,0,1,0
KY2079071_KY,4,4,0,4,4,0,1,0
KY2669071_KY,3,3,0,0,0,0,0,0
KY5258071_KY,4,4,0,0,0,0,0,0
KY8436071_KY,4,4,0,0,0,0,0,0
KY8443071_KY,3,3,0,3,3,0,1,0
KY8573071_KY,2,2,0,2,2,0,1,0
KY8595071_KY,3,3,0,0,0,0,0,0
KY8965071_KY,2,2,0,0,0,0,0,0
KY8977071_KY,3,3,0,3,3,0,1,0
KY9800071_KY,3,3,0,3,3,0,1,0
KY1001072_KY,3,3,0,0,0,0,0,0
KY1003072_KY,3,3,0,0,0,0,0,0
KY205072_KY,2,2,0,2,2,0,1,0
KY2973072_KY,6,6,0,0,0,0,0,0
KY3513072_KY,3,3,0,0,0,0,0,0
KY3950072_KY,3,3,0,3,3,0,1,0
KY5137072_KY,2,2,0,0,0,0,0,0
KY1007076_KY,2,2,0,0,0,0,0,0
KY1010076_KY,5,5,0,0,0,0,0,0
KY1012076_KY,4,4,0,0,0,0,0,0
KY1014076_KY,2,2,0,0,0,0,0,0
KY1018076_KY,2,2,0,0,0,0,0,0
KY1033076_KY,4,4,0,0,0,0,0,0
KY1035076_KY,2,2,0,0,0,0,0,0
KY1038076_KY,4,4,0,0,0,0,0,0
KY20080935_KY,2,2,0,0,0,0,0,0
KY2561076_KY,5,5,0,0,0,0,0,0
KY2684076_KY,3,3,0,3,3,0,1,0
KY3362076_KY,3,3,0,3,3,0,1,0
KY3368076_KY,5,5,0,0,0,0,0,0
KY3372076_KY,4,4,0,4,4,0,1,0
KY3552076_KY,5,5,0,0,0,0,0,0
KY3755076_KY,2,2,0,2,2,0,1,0
KY3923076_KY,4,4,0,0,0,0,0,0
KY3967076_KY,6,6,0,6,6,0,1,0
KY4008076_KY,5,5,0,0,0,0,0,0
KY4009076_KY,4,4,0,0,0,0,0,0
KY5993076_KY,1,1,0,1,1,0,1,0
KY6346076_KY,4,4,0,0,0,0,0,0
KY6412076_KY,3,3,0,3,3,0,1,0
KY6771076_KY,5,5,0,0,0,0,0,0
KY6787076_KY,3,3,0,0,0,0,0,0
KY7817076_KY,1,1,0,1,1,0,1,0
KY1004077_KY,4,4,0,0,0,0,0,0
KY1008077_KY,4,4,0,0,0,0,0,0
KY1015077_KY,2,2,0,0,0,0,0,0
KY20151434_KY,2,2,0,2,2,0,1,0
KY3190077_KY,3,3,0,3,3,0,1,0
KY3531077_KY,4,4,0,0,0,0,0,0
KY4113077_KY,1,1,0,1,1,0,1,0
KYJ & J General Store_KY,2,2,0,2,2,0,1,0
KY1003078_KY,3,3,0,3,3,0,1,0
KY1005078_KY,5,5,0,0,0,0,0,0
KY3147078_KY,4,4,0,0,0,0,0,0
KY3355078_KY,2,2,0,0,0,0,0,0
KY3555078_KY,1,1,0,0,0,0,0,0
KY3818078_KY,3,3,0,0,0,0,0,0
KY4320078_KY,1,1,0,1,1,0,1,0
KY5648078_KY,1,1,0,1,1,0,1,0
KY9725078_KY,3,3,0,3,3,0,1,0
KY1004079_KY,3,3,0,0,0,0,0,0
KY1011079_KY,4,4,0,0,0,0,0,0
KY1285079_KY,2,2,0,2,2,0,1,0
KY20155040_KY,2,2,0,2,2,0,1,0
KY2605079_KY,3,3,0,3,3,0,1,0
KY2734079_KY,2,2,0,0,0,0,0,0
KY3730079_KY,4,4,0,0,0,0,0,0
KY3907079_KY,4,4,0,0,0,0,0,0
KY4188079_KY,4,4,0,4,4,0,1,0
KY5054079_KY,5,5,0,5,5,0,1,0
KY513079_KY,1,1,0,1,1,0,1,0
KY5493079_KY,4,4,0,0,0,0,0,0
KY5690079_KY,1,1,0,1,1,0,1,0
KY6798079_KY,2,2,0,2,2,0,1,0
KY6884079_KY,1,1,0,0,0,0,0,0
KY714079_KY,2,2,0,2,2,0,1,0
KY9999969_KY,2,2,0,2,2,0,1,0
KY10000352_KY,4,4,0,0,0,0,0,0
KY1001080_KY,2,2,0,0,0,0,0,0
KY1002080_KY,2,2,0,0,0,0,0,0
KY1003080_KY,2,2,0,0,0,0,0,0
KY1109080_KY,3,3,0,3,3,0,1,0
KY3516080_KY,2,2,0,2,2,0,1,0
KY5444080_KY,3,3,0,3,3,0,1,0
KY9590080_KY,2,2,0,0,0,0,0,0
KY1001081_KY,4,4,0,0,0,0,0,0
KY1002081_KY,3,3,0,0,0,0,0,0
KY1007081_KY,2,2,0,0,0,0,0,0
KY1010081_KY,3,3,0,0,0,0,0,0
KY1011081_KY,2,2,0,2,2,0,1,0
KY1013081_KY,2,2,0,0,0,0,0,0
KY1015081_KY,2,2,0,0,0,0,0,0
KY2461081_KY,3,3,0,3,3,0,1,0
KY2783081_KY,2,2,0,0,0,0,0,0
KY3675081_KY,3,3,0,0,0,0,0,0
KY5996081_KY,1,1,0,1,1,0,1,0
KY6256081_KY,3,3,0,0,0,0,0,0
KY9104081_KY,3,3,0,0,0,0,0,0
KY9999320_KY,4,4,0,0,0,0,0,0
KY1002073_KY,5,5,0,0,0,0,0,0
KY1006073_KY,3,3,0,0,0,0,0,0
KY1009073_KY,3,3,0,0,0,0,0,0
KY1010073_KY,1,1,0,1,1,0,1,0
KY1018073_KY,1,1,0,1,1,0,1,0
KY20149601_KY,2,2,0,2,2,0,1,0
KY2465073_KY,1,1,0,1,1,0,1,0
KY2976073_KY,4,4,0,0,0,0,0,0
KY3079073_KY,2,2,0,0,0,0,0,0
KY3560073_KY,1,1,0,1,1,0,1,0
KY4070073_KY,2,2,0,0,0,0,0,0
KY5524073_KY,1,1,0,1,1,0,1,0
KY5556073_KY,2,2,0,0,0,0,0,0
KY5803073_KY,5,5,0,5,5,0,1,0
KY5979073_KY,1,1,0,0,0,0,0,0
KY8800073_KY,1,1,0,0,0,0,0,0
KY90073_KY,2,2,0,0,0,0,0,0
KY906073_KY,2,2,0,1,1,0,1,0
KY1003074_KY,3,3,0,0,0,0,0,0
KY1006074_KY,2,2,0,0,0,0,0,0
KY1012074_KY,3,3,0,0,0,0,0,0
KY2062074_KY,2,2,0,2,2,0,1,0
KY2097074_KY,3,3,0,0,0,0,0,0
KY2722074_KY,3,3,0,3,3,0,1,0
KY4045074_KY,5,5,0,0,0,0,0,0
KY4193074_KY,2,2,0,0,0,0,0,0
KY5574074_KY,2,2,0,0,0,0,0,0
KY6423074_KY,1,1,0,1,1,0,1,0
KY8827074_KY,3,3,0,0,0,0,0,0
KYGoodins Grocery_KY,2,2,0,2,2,0,1,0
KYRock Creek Grocery_KY,1,1,0,0,0,0,0,0
KY5578075_KY,4,4,0,0,0,0,0,0
KY5579075_KY,4,4,0,0,0,0,0,0
KY5580075_KY,3,3,0,0,0,0,0,0
KY1005082_KY,2,2,0,0,0,0,0,0
KY1007082_KY,4,4,0,0,0,0,0,0
KY1013082_KY,3,3,0,0,0,0,0,0
KY1014082_KY,2,2,0,0,0,0,0,0
KY1878082_KY,1,1,0,0,0,0,0,0
KY2246082_KY,5,5,0,5,5,0,1,0
KY2498082_KY,3,3,0,0,0,0,0,0
KY288082_KY,2,2,0,0,0,0,0,0
KY4166082_KY,3,3,0,3,3,0,1,0
KY459082_KY,2,2,0,2,2,0,1,0
KY5140082_KY,7,7,0,0,0,0,0,0
KY5141082_KY,1,1,0,0,0,0,0,0
KY5495082_KY,3,3,0,3,3,0,1,0
KY5929082_KY,3,3,0,3,3,0,1,0
KY1007083_KY,4,4,0,0,0,0,0,0
KY1008083_KY,2,2,0,0,0,0,0,0
KY1011083_KY,4,4,0,4,4,0,1,0
KY1552083_KY,2,2,0,0,0,0,0,0
KY5216083_KY,2,2,0,0,0,0,0,0
KY1008084_KY,2,2,0,0,0,0,0,0
KY2585084_KY,3,3,0,0,0,0,0,0
KY6150084_KY,4,4,0,0,0,0,0,0
KY6192084_KY,2,2,0,0,0,0,0,0
KY641084_KY,2,2,0,0,0,0,0,0
KY6781084_KY,3,3,0,0,0,0,0,0
KY1002085_KY,4,4,0,0,0,0,0,0
KY1003085_KY,5,5,0,0,0,0,0,0
KY1004085_KY,1,1,0,1,1,0,1,0
KY1005050_KY,2,2,0,2,2,0,1,0
KY1007085_KY,2,2,0,0,0,0,0,0
KY1559085_KY,1,1,0,1,1,0,1,0
KY5525085_KY,2,2,0,2,2,0,1,0
KY7054085_KY,1,1,0,1,1,0,1,0
KY1002086_KY,3,3,0,3,3,0,1,0
KY1004086_KY,4,4,0,4,4,0,1,0
KY1006086_KY,2,2,0,0,0,0,0,0
KY3519086_KY,4,4,0,2,2,0,1,0
KY3689086_KY,2,2,0,2,2,0,1,0
KY9633086_KY,2,2,0,0,0,0,0,0
KY1006087_KY,4,4,0,0,0,0,0,0
KY1009087_KY,4,4,0,0,0,0,0,0
KY1014087_KY,4,4,0,0,0,0,0,0
KY1015087_KY,2,2,0,0,0,0,0,0
KY1016087_KY,1,1,0,1,1,0,1,0
KY1018087_KY,2,2,0,0,0,0,0,0
KY1204087_KY,2,2,0,2,2,0,1,0
KY4080087_KY,4,4,0,0,0,0,0,0
KY8790087_KY,2,2,0,2,2,0,1,0
KY1002088_KY,1,1,0,0,0,0,0,0
KY1003088_KY,2,2,0,0,0,0,0,0
KY1014088_KY,1,1,0,0,0,0,0,0
KY1519088_KY,2,2,0,2,2,0,1,0
KY20081420_KY,1,1,0,1,1,0,1,0
KY2621088_KY,4,4,0,0,0,0,0,0
KY2726088_KY,6,6,0,0,0,0,0,0
KY2922088_KY,2,2,0,0,0,0,0,0
KY3539088_KY,4,4,0,0,0,0,0,0
KY450088_KY,2,2,0,0,0,0,0,0
KY9090088_KY,2,2,0,2,2,0,1,0
KY1006089_KY,3,3,0,3,3,0,1,0
KY1306089_KY,2,2,0,0,0,0,0,0
KY3072089_KY,3,3,0,3,3,0,1,0
KY4178089_KY,4,4,0,0,0,0,0,0
KY5586089_KY,4,4,0,0,0,0,0,0
KY6882089_KY,1,1,0,1,1,0,1,0
KY9148089_KY,1,1,0,0,0,0,0,0
KY1004090_KY,2,2,0,0,0,0,0,0
KY1005090_KY,3,3,0,0,0,0,0,0
KY1006090_KY,4,4,0,0,0,0,0,0
KY245090_KY,2,2,0,0,0,0,0,0
KY246090_KY,2,2,0,0,0,0,0,0
KY2647090_KY,3,1,2,1,1,0,1,1
KY3347090_KY,5,5,0,0,0,0,0,0
KY3477090_KY,4,3,1,0,0,0,0,1
KY3480090_KY,3,3,0,0,0,0,0,0
KY3485090_KY,5,5,0,0,0,0,0,0
KY3498090_KY,4,4,0,0,0,0,0,0
KY3848090_KY,1,1,0,1,1,0,1,0
KY388090_KY,4,4,0,0,0,0,0,0
KY5053090_KY,4,4,0,0,0,0,0,0
KY5060090_KY,2,2,0,2,2,0,1,0
KY5229090_KY,3,3,0,3,3,0,1,0
KY5414090_KY,5,5,0,0,0,0,0,0
KY6374090_KY,4,4,0,4,4,0,1,0
KY6796090_KY,2,2,0,0,0,0,0,0
KY8064090_KY,1,1,0,0,0,0,0,0
KY8067090_KY,2,2,0,2,2,0,1,0
KY9785090_KY,2,2,0,2,2,0,1,0
KY1004091_KY,2,2,0,2,2,0,1,0
KY1687091_KY,3,3,0,3,3,0,1,0
KY2399091_KY,2,2,0,0,0,0,0,0
KY3481091_KY,5,5,0,0,0,0,0,0
KY1001092_KY,2,2,0,0,0,0,0,0
KY1002092_KY,4,4,0,0,0,0,0,0
KY1004092_KY,3,3,0,0,0,0,0,0
KY1010092_KY,3,3,0,0,0,0,0,0
KY1013092_KY,3,3,0,0,0,0,0,0
KY2220092_KY,1,1,0,1,1,0,1,0
KY2814092_KY,1,1,0,0,0,0,0,0
KY3155092_KY,4,4,0,4,4,0,1,0
KY3162092_KY,2,2,0,2,2,0,1,0
KY3164092_KY,2,2,0,0,0,0,0,0
KY3495092_KY,1,1,0,1,1,0,1,0
KY3814092_KY,3,3,0,0,0,0,0,0
KY3876092_KY,1,1,0,1,1,0,1,0
KY5000092_KY,2,2,0,2,2,0,1,0
KY6947092_KY,3,3,0,0,0,0,0,0
KY710092_KY,2,2,0,2,2,0,1,0
KY8416092_KY,1,1,0,1,1,0,1,0
KY1094093_KY,1,1,0,0,0,0,0,0
KY3044093_KY,2,1,1,1,1,0,1,1
KY3182093_KY,3,3,0,3,3,0,1,0
KY3403093_KY,5,5,0,0,0,0,0,0
KY4800093_KY,2,2,0,2,2,0,1,0
KY6440093_KY,1,1,0,1,1,0,1,0
KY6484093_KY,4,3,1,0,0,0,0,1
KY3909094_KY,3,3,0,0,0,0,0,0
KY10000471_KY,3,3,0,0,0,0,0,0
KY1003095_KY,5,5,0,0,0,0,0,0
KY1006095_KY,4,4,0,4,4,0,1,0
KY3540095_KY,5,3,2,5,3,2,1,1
KY1002096_KY,5,5,0,0,0,0,0,0
KY247096_KY,2,2,0,0,0,0,0,0
KY10000165_KY,1,1,0,0,0,0,0,0
KY1004097_KY,3,3,0,3,3,0,1,0
KY1005097_KY,3,3,0,0,0,0,0,0
KY1009097_KY,3,3,0,0,0,0,0,0
KY1012097_KY,4,4,0,0,0,0,0,0
KY1013097_KY,5,5,0,5,5,0,1,0
KY1020097_KY,1,1,0,0,0,0,0,0
KY1023097_KY,2,2,0,2,2,0,1,0
KY1034097_KY,4,4,0,0,0,0,0,0
KY1035097_KY,3,3,0,3,3,0,1,0
KY1037097_KY,3,3,0,0,0,0,0,0
KY1039097_KY,4,4,0,0,0,0,0,0
KY1047097_KY,4,4,0,0,0,0,0,0
KY2036097_KY,4,4,0,0,0,0,0,0
KY2334097_KY,1,1,0,0,0,0,0,0
KY2488097_KY,1,1,0,1,1,0,1,0
KY2566097_KY,4,4,0,4,4,0,1,0
KY3367097_KY,4,4,0,4,4,0,1,0
KY3652097_KY,2,2,0,0,0,0,0,0
KY3653097_KY,1,1,0,1,1,0,1,0
KY3666097_KY,2,2,0,0,0,0,0,0
KY469097_KY,2,2,0,2,2,0,1,0
KY5055097_KY,1,1,0,1,1,0,1,0
KY5176097_KY,1,1,0,0,0,0,0,0
KY5592097_KY,1,1,0,1,1,0,1,0
KY5735097_KY,1,1,0,0,0,0,0,0
KY6898097_KY,1,1,0,0,0,0,0,0
KY9185097_KY,3,3,0,0,0,0,0,0
KYWalkertown Service Center_KY,3,3,0,0,0,0,0,0
KY1006098_KY,3,3,0,3,3,0,1,0
KY1009098_KY,1,1,0,1,1,0,1,0
KY1010098_KY,3,3,0,0,0,0,0,0
KY1013098_KY,4,4,0,0,0,0,0,0
KY1020098_KY,2,2,0,2,2,0,1,0
KY1028098_KY,2,2,0,0,0,0,0,0
KY1031098_KY,2,2,0,0,0,0,0,0
KY1032098_KY,2,2,0,0,0,0,0,0
KY1038098_KY,2,2,0,0,0,0,0,0
KY1045098_KY,4,4,0,0,0,0,0,0
KY1046098_KY,4,4,0,0,0,0,0,0
KY1053098_KY,4,4,0,4,4,0,1,0
KY1055098_KY,4,4,0,0,0,0,0,0
KY1056098_KY,4,4,0,0,0,0,0,0
KY20138969_KY,4,4,0,0,0,0,0,0
KY2378098_KY,3,3,0,3,3,0,1,0
KY3406098_KY,1,1,0,1,1,0,1,0
KY3407098_KY,1,1,0,0,0,0,0,0
KY4166098_KY,1,1,0,1,1,0,1,0
KY4182098_KY,1,1,0,1,1,0,1,0
KY5233098_KY,1,1,0,0,0,0,0,0
KY5515098_KY,1,1,0,1,1,0,1,0
KY6339098_KY,2,2,0,0,0,0,0,0
KY910098_KY,1,1,0,0,0,0,0,0
KY911098_KY,1,1,0,1,1,0,1,0
KY9783098_KY,2,2,0,2,2,0,1,0
KY1006099_KY,1,1,0,1,1,0,1,0
KY1018099_KY,2,2,0,0,0,0,0,0
KY1704099_KY,2,2,0,0,0,0,0,0
KY3273099_KY,3,3,0,0,0,0,0,0
KY4114099_KY,2,2,0,0,0,0,0,0
KY5523099_KY,1,1,0,0,0,0,0,0
KY5688099_KY,2,2,0,0,0,0,0,0
KY9389099_KY,3,3,0,0,0,0,0,0
KY1009100_KY,2,2,0,0,0,0,0,0
KY1015100_KY,2,2,0,0,0,0,0,0
KY1016100_KY,2,2,0,0,0,0,0,0
KY1018100_KY,5,5,0,5,5,0,1,0
KY1019100_KY,3,3,0,0,0,0,0,0
KY1021100_KY,2,2,0,0,0,0,0,0
KY1031100_KY,2,2,0,2,2,0,1,0
KY1032100_KY,5,5,0,0,0,0,0,0
KY1044100_KY,3,3,0,0,0,0,0,0
KY1200100_KY,2,2,0,0,0,0,0,0
KY1541100_KY,1,1,0,1,1,0,1,0
KY1975100_KY,2,2,0,2,2,0,1,0
KY200100_KY,3,3,0,0,0,0,0,0
KY209100_KY,5,5,0,5,5,0,1,0
KY221100_KY,2,2,0,0,0,0,0,0
KY2268100_KY,2,2,0,2,2,0,1,0
KY2298100_KY,3,3,0,3,3,0,1,0
KY2467100_KY,2,2,0,0,0,0,0,0
KY2643100_KY,5,5,0,1,1,0,1,0
KY2967100_KY,1,1,0,1,1,0,1,0
KY3010100_KY,1,1,0,0,0,0,0,0
KY309100_KY,2,2,0,0,0,0,0,0
KY3152100_KY,3,3,0,0,0,0,0,0
KY3278100_KY,3,3,0,3,3,0,1,0
KY4027100_KY,5,5,0,0,0,0,0,0
KY4171100_KY,2,1,1,1,0,1,1,1
KY4191100_KY,3,3,0,0,0,0,0,0
KY5528100_KY,4,4,0,0,0,0,0,0
KY6117100_KY,2,2,0,2,2,0,1,0
KY7598100_KY,4,4,0,4,4,0,1,0
KY8174100_KY,5,5,0,0,0,0,0,0
KY9844100_KY,2,2,0,0,0,0,0,0
KYVaughns Grocery_KY,2,2,0,2,2,0,1,0
KY1006101_KY,1,1,0,1,1,0,1,0
KY3786101_KY,3,3,0,3,3,0,1,0
KY5051101_KY,3,3,0,0,0,0,0,0
KY20142069_KY,2,2,0,0,0,0,0,0
KY3235102_KY,2,2,0,0,0,0,0,0
KY4603102_KY,3,3,0,0,0,0,0,0
KY5734102_KY,2,2,0,0,0,0,0,0
KY5824102_KY,1,1,0,1,1,0,1,0
KY8773102_KY,3,3,0,0,0,0,0,0
KY1001103_KY,2,2,0,2,2,0,1,0
KY1011103_KY,2,2,0,0,0,0,0,0
KY1972103_KY,2,2,0,2,2,0,1,0
KY3682103_KY,3,3,0,0,0,0,0,0
KY4134103_KY,5,5,0,0,0,0,0,0
KY5004103_KY,4,4,0,0,0,0,0,0
KY5173103_KY,2,2,0,2,2,0,1,0
KY5182103_KY,2,2,0,2,2,0,1,0
KY8223103_KY,1,1,0,1,1,0,1,0
KY9536103_KY,3,3,0,0,0,0,0,0
KY9646103_KY,2,2,0,0,0,0,0,0
KY1001104_KY,1,1,0,1,1,0,1,0
KY1554104_KY,2,2,0,0,0,0,0,0
KY2106104_KY,1,1,0,1,1,0,1,0
KY2168104_KY,1,1,0,0,0,0,0,0
KY2250104_KY,5,5,0,0,0,0,0,0
KY2264104_KY,5,5,0,0,0,0,0,0
KY2401104_KY,2,2,0,2,2,0,1,0
KY2448104_KY,5,5,0,5,5,0,1,0
KY2582104_KY,4,4,0,4,4,0,1,0
KY3310104_KY,5,5,0,5,5,0,1,0
KY3473104_KY,1,1,0,1,1,0,1,0
KY3483104_KY,5,5,0,0,0,0,0,0
KY4012104_KY,5,5,0,5,5,0,1,0
KY8186104_KY,3,3,0,0,0,0,0,0
KYMartins Supply_KY,2,2,0,0,0,0,0,0
KY1007105_KY,5,5,0,0,0,0,0,0
KY1013105_KY,7,7,0,0,0,0,0,0
KY2559105_KY,1,1,0,0,0,0,0,0
KY3162105_KY,1,1,0,1,1,0,1,0
KY5005105_KY,1,1,0,1,1,0,1,0
KY6148105_KY,2,2,0,0,0,0,0,0
KY9999670_KY,1,1,0,1,1,0,1,0
KY1003106_KY,4,4,0,0,0,0,0,0
KY1290106_KY,2,2,0,0,0,0,0,0
KY241106_KY,1,1,0,0,0,0,0,0
KY3150106_KY,5,5,0,0,0,0,0,0
KY3282106_KY,2,2,0,2,2,0,1,0
KY46106_KY,4,4,0,1,1,0,1,0
KY5323106_KY,3,3,0,0,0,0,0,0
KYKY Correctional Institute For Women_KY,1,1,0,1,1,0,1,0
KY1002107_KY,2,2,0,2,2,0,1,0
KY1003107_KY,2,2,0,0,0,0,0,0
KY1849107_KY,4,4,0,0,0,0,0,0
KY2337107_KY,2,2,0,2,2,0,1,0
KY2744107_KY,4,4,0,4,4,0,1,0
KY2933107_KY,4,4,0,0,0,0,0,0
KY3045107_KY,9,9,0,0,0,0,0,0
KY6537107_KY,7,7,0,0,0,0,0,0
KY8437107_KY,4,4,0,0,0,0,0,0
KY8439107_KY,3,3,0,0,0,0,0,0
KY8441107_KY,3,3,0,0,0,0,0,0
KY8958107_KY,2,2,0,2,2,0,1,0
KY9799107_KY,4,4,0,1,1,0,1,0
KY1005108_KY,2,2,0,0,0,0,0,0
KY1964108_KY,3,3,0,3,3,0,1,0
KY2770108_KY,1,1,0,0,0,0,0,0
KY1005109_KY,3,3,0,3,3,0,1,0
KY2060109_KY,2,2,0,2,2,0,1,0
KY2188109_KY,3,3,0,3,3,0,1,0
KY2979109_KY,3,3,0,0,0,0,0,0
KY3974109_KY,3,3,0,3,3,0,1,0
KY5006109_KY,2,2,0,0,0,0,0,0
KY5151109_KY,3,3,0,3,3,0,1,0
KY6791109_KY,2,2,0,0,0,0,0,0
KY8071109_KY,4,4,0,4,4,0,1,0
KY1001110_KY,2,2,0,2,2,0,1,0
KY1002110_KY,3,3,0,3,3,0,1,0
KY1003110_KY,1,1,0,1,1,0,1,0
KY1007110_KY,1,1,0,1,1,0,1,0
KY1048110_KY,1,1,0,0,0,0,0,0
KY3383110_KY,4,4,0,0,0,0,0,0
KY8586110_KY,4,4,0,0,0,0,0,0
KY1001111_KY,3,3,0,3,3,0,1,0
KY1003111_KY,3,3,0,3,3,0,1,0
KY1004111_KY,3,3,0,0,0,0,0,0
KY1008111_KY,3,3,0,0,0,0,0,0
KY1254111_KY,3,3,0,3,3,0,1,0
KY3593111_KY,4,4,0,0,0,0,0,0
KY4069111_KY,1,1,0,1,1,0,1,0
KY5111111_KY,4,4,0,0,0,0,0,0
KY8468111_KY,2,2,0,2,2,0,1,0
KY8530111_KY,2,2,0,0,0,0,0,0
KY8531111_KY,2,2,0,0,0,0,0,0
KY1003112_KY,4,4,0,0,0,0,0,0
KY4979112_KY,4,4,0,0,0,0,0,0
KY9461112_KY,4,4,0,0,0,0,0,0
KY1008113_KY,3,3,0,0,0,0,0,0
KY1011113_KY,2,2,0,2,2,0,1,0
KY1019113_KY,2,2,0,0,0,0,0,0
KY1020113_KY,2,2,0,0,0,0,0,0
KY1710113_KY,1,1,0,1,1,0,1,0
KY5475113_KY,2,2,0,2,2,0,1,0
KY1001114_KY,3,3,0,0,0,0,0,0
KY1002114_KY,4,4,0,4,4,0,1,0
KY1009114_KY,3,3,0,0,0,0,0,0
KY1010114_KY,2,2,0,0,0,0,0,0
KY1011114_KY,2,2,0,2,2,0,1,0
KY1018114_KY,3,3,0,0,0,0,0,0
KY1234114_KY,5,5,0,0,0,0,0,0
KY1319114_KY,2,2,0,2,2,0,1,0
KY2530114_KY,4,4,0,0,0,0,0,0
KY2567114_KY,4,4,0,0,0,0,0,0
KY2723114_KY,3,3,0,3,3,0,1,0
KY2951114_KY,4,4,0,4,4,0,1,0
KY3074114_KY,5,5,0,5,5,0,1,0
KY3168114_KY,1,1,0,1,1,0,1,0
KY3633114_KY,1,1,0,0,0,0,0,0
KY4184114_KY,4,4,0,0,0,0,0,0
KY4978114_KY,4,4,0,1,1,0,1,0
KY5492114_KY,4,4,0,0,0,0,0,0
KY6935114_KY,3,3,0,0,0,0,0,0
KY6941114_KY,1,1,0,1,1,0,1,0
KY739114_KY,1,1,0,1,1,0,1,0
KY8951114_KY,2,2,0,2,2,0,1,0
KY8975114_KY,3,3,0,0,0,0,0,0
KY9560114_KY,2,2,0,0,0,0,0,0
KY9567114_KY,5,5,0,0,0,0,0,0
KY9698114_KY,3,3,0,0,0,0,0,0
KYDIGS_KY,2,2,0,2,2,0,1,0
KY3527115_KY,1,1,0,0,0,0,0,0
KY5159115_KY,3,3,0,3,3,0,1,0
KY5594115_KY,4,4,0,0,0,0,0,0
KY8056115_KY,3,3,0,3,3,0,1,0
KY1002116_KY,1,1,0,1,1,0,1,0
KY1010116_KY,5,5,0,0,0,0,0,0
KY1015116_KY,2,2,0,0,0,0,0,0
KY20088053_KY,3,3,0,3,3,0,1,0
KY2522116_KY,1,1,0,0,0,0,0,0
KY3694116_KY,2,2,0,0,0,0,0,0
KY5410116_KY,1,1,0,1,1,0,1,0
KY5511116_KY,1,1,0,1,1,0,1,0
KY5548116_KY,1,1,0,0,0,0,0,0
KY7519116_KY,3,3,0,3,3,0,1,0
KY7750116_KY,2,2,0,2,2,0,1,0
KY8159116_KY,4,4,0,0,0,0,0,0
