panel_id,n_tanks,n_sw,n_dw,n_closed,n_closed_sw,n_closed_dw,any_closed,has_both_types
OH29000084_OH,3,3,0,3,3,0,1,0
OH29000088_OH,5,4,1,0,0,0,0,1
OH29000089_OH,3,3,0,3,3,0,1,0
OH29000121_OH,2,2,0,2,2,0,1,0
OH29000138_OH,2,2,0,0,0,0,0,0
OH29000141_OH,3,3,0,0,0,0,0,0
OH29000143_OH,3,3,0,0,0,0,0,0
OH29000186_OH,1,1,0,0,0,0,0,0
OH29000198_OH,2,2,0,2,2,0,1,0
OH29000205_OH,1,1,0,0,0,0,0,0
OH29000875_OH,2,2,0,2,2,0,1,0
OH29001020_OH,1,1,0,1,1,0,1,0
OH29002151_OH,2,2,0,0,0,0,0,0
OH29002247_OH,3,3,0,0,0,0,0,0
OH29002264_OH,1,1,0,1,1,0,1,0
OH29002631_OH,2,2,0,2,2,0,1,0
OH29002743_OH,2,2,0,1,1,0,1,0
OH29003183_OH,1,1,0,1,1,0,1,0
OH29003683_OH,4,4,0,0,0,0,0,0
OH29004121_OH,5,5,0,0,0,0,0,0
OH29004245_OH,1,1,0,1,1,0,1,0
OH29005704_OH,2,2,0,0,0,0,0,0
OH29007335_OH,4,4,0,0,0,0,0,0
OH29008049_OH,5,5,0,0,0,0,0,0
OH29009406_OH,3,1,2,1,1,0,1,1
OH30000012_OH,5,5,0,0,0,0,0,0
OH30000023_OH,4,4,0,0,0,0,0,0
OH30000056_OH,1,1,0,0,0,0,0,0
OH30000057_OH,1,1,0,1,1,0,1,0
OH30000110_OH,2,2,0,2,2,0,1,0
OH30000130_OH,7,7,0,7,7,0,1,0
OH30000897_OH,1,1,0,1,1,0,1,0
OH30002014_OH,5,5,0,1,1,0,1,0
OH30002369_OH,2,2,0,0,0,0,0,0
OH30002856_OH,3,3,0,3,3,0,1,0
OH30002857_OH,5,5,0,2,2,0,1,0
OH30003287_OH,4,4,0,4,4,0,1,0
OH30005115_OH,3,3,0,3,3,0,1,0
OH30007128_OH,1,1,0,0,0,0,0,0
OH30007192_OH,1,1,0,1,1,0,1,0
OH30007476_OH,4,2,2,4,2,2,1,1
OH30009847_OH,2,2,0,2,2,0,1,0
OH31000002_OH,1,1,0,1,1,0,1,0
OH31000004_OH,5,3,2,0,0,0,0,1
OH31000005_OH,3,3,0,0,0,0,0,0
OH31000008_OH,3,3,0,0,0,0,0,0
OH31000016_OH,4,4,0,4,4,0,1,0
OH31000024_OH,1,1,0,0,0,0,0,0
OH31000056_OH,3,3,0,0,0,0,0,0
OH31000057_OH,3,3,0,3,3,0,1,0
OH31000107_OH,3,3,0,3,3,0,1,0
OH31000132_OH,2,2,0,0,0,0,0,0
OH31000133_OH,3,3,0,3,3,0,1,0
OH31000144_OH,2,2,0,2,2,0,1,0
OH31000149_OH,4,1,3,2,1,1,1,1
OH31000167_OH,5,5,0,5,5,0,1,0
OH31000168_OH,4,4,0,0,0,0,0,0
OH31000172_OH,1,1,0,1,1,0,1,0
OH31000204_OH,3,3,0,0,0,0,0,0
OH31000215_OH,1,1,0,0,0,0,0,0
OH31000274_OH,1,1,0,0,0,0,0,0
OH31000315_OH,3,3,0,0,0,0,0,0
OH31000323_OH,5,4,1,1,1,0,1,1
OH31000340_OH,3,3,0,0,0,0,0,0
OH31000344_OH,1,1,0,1,1,0,1,0
OH31000380_OH,3,3,0,0,0,0,0,0
OH31000394_OH,1,1,0,1,1,0,1,0
OH31000418_OH,2,2,0,2,2,0,1,0
OH31000438_OH,3,3,0,0,0,0,0,0
OH31000451_OH,4,4,0,4,4,0,1,0
OH31000455_OH,1,1,0,1,1,0,1,0
OH31000458_OH,3,3,0,0,0,0,0,0
OH31000462_OH,3,3,0,3,3,0,1,0
OH31000477_OH,1,1,0,0,0,0,0,0
OH31000498_OH,3,3,0,0,0,0,0,0
OH31000503_OH,3,3,0,0,0,0,0,0
OH31000520_OH,1,1,0,1,1,0,1,0
OH31000527_OH,1,1,0,0,0,0,0,0
OH31000553_OH,5,5,0,0,0,0,0,0
OH31000561_OH,1,1,0,1,1,0,1,0
OH31000611_OH,2,2,0,2,2,0,1,0
OH31000628_OH,4,4,0,4,4,0,1,0
OH31000651_OH,2,2,0,2,2,0,1,0
OH31000698_OH,1,1,0,1,1,0,1,0
OH31000703_OH,2,2,0,2,2,0,1,0
OH31000756_OH,5,5,0,5,5,0,1,0
OH31000800_OH,2,2,0,2,2,0,1,0
OH31000828_OH,3,3,0,3,3,0,1,0
OH31000833_OH,3,3,0,0,0,0,0,0
OH31000847_OH,2,2,0,0,0,0,0,0
OH31000859_OH,3,3,0,3,3,0,1,0
OH31000894_OH,2,2,0,2,2,0,1,0
OH31000987_OH,2,2,0,2,2,0,1,0
OH31001054_OH,1,1,0,1,1,0,1,0
OH31001095_OH,1,1,0,1,1,0,1,0
OH31001102_OH,3,3,0,0,0,0,0,0
OH31001103_OH,4,4,0,1,1,0,1,0
OH31001129_OH,3,3,0,3,3,0,1,0
OH31001136_OH,3,3,0,0,0,0,0,0
OH31001211_OH,1,1,0,1,1,0,1,0
OH31001213_OH,4,4,0,0,0,0,0,0
OH31001225_OH,1,1,0,0,0,0,0,0
OH31001271_OH,1,1,0,1,1,0,1,0
OH31001274_OH,1,1,0,1,1,0,1,0
OH31001297_OH,2,1,1,1,1,0,1,1
OH31001319_OH,1,1,0,1,1,0,1,0
OH31001347_OH,4,4,0,0,0,0,0,0
OH31001365_OH,2,2,0,2,2,0,1,0
OH31001421_OH,2,2,0,0,0,0,0,0
OH31001448_OH,3,3,0,0,0,0,0,0
OH31001474_OH,3,3,0,0,0,0,0,0
OH31001479_OH,3,3,0,3,3,0,1,0
OH31001512_OH,4,4,0,1,1,0,1,0
OH31001515_OH,3,3,0,0,0,0,0,0
OH31001529_OH,3,3,0,0,0,0,0,0
OH31001538_OH,5,4,1,0,0,0,0,1
OH31001540_OH,3,2,1,2,2,0,1,1
OH31001562_OH,3,1,2,1,1,0,1,1
OH31001607_OH,4,3,1,3,3,0,1,1
OH31001658_OH,1,1,0,0,0,0,0,0
OH31001662_OH,1,1,0,1,1,0,1,0
OH31001728_OH,2,2,0,0,0,0,0,0
OH31002000_OH,3,3,0,0,0,0,0,0
OH31002141_OH,2,2,0,0,0,0,0,0
OH31002214_OH,1,1,0,1,1,0,1,0
OH31002247_OH,7,3,4,3,3,0,1,1
OH31002250_OH,1,1,0,1,1,0,1,0
OH31002258_OH,1,1,0,1,1,0,1,0
OH31002300_OH,2,2,0,0,0,0,0,0
OH31002312_OH,1,1,0,1,1,0,1,0
OH31002327_OH,5,5,0,0,0,0,0,0
OH31002329_OH,2,2,0,0,0,0,0,0
OH31002544_OH,2,2,0,0,0,0,0,0
OH31002590_OH,3,3,0,0,0,0,0,0
OH31002591_OH,3,3,0,0,0,0,0,0
OH31002660_OH,2,2,0,2,2,0,1,0
OH31002671_OH,1,1,0,1,1,0,1,0
OH31002829_OH,1,1,0,1,1,0,1,0
OH31003046_OH,5,5,0,0,0,0,0,0
OH31003230_OH,3,3,0,0,0,0,0,0
OH31003532_OH,1,1,0,1,1,0,1,0
OH31003567_OH,1,1,0,1,1,0,1,0
OH31004109_OH,3,3,0,3,3,0,1,0
OH31004248_OH,1,1,0,0,0,0,0,0
OH31004397_OH,1,1,0,1,1,0,1,0
OH31004551_OH,1,1,0,1,1,0,1,0
OH31004609_OH,1,1,0,1,1,0,1,0
OH31004636_OH,1,1,0,1,1,0,1,0
OH31004673_OH,1,1,0,1,1,0,1,0
OH31004732_OH,2,2,0,2,2,0,1,0
OH31004733_OH,2,1,1,0,0,0,0,1
OH31004802_OH,2,2,0,0,0,0,0,0
OH31004853_OH,3,3,0,0,0,0,0,0
OH31005028_OH,3,3,0,0,0,0,0,0
OH31005082_OH,4,4,0,0,0,0,0,0
OH31005221_OH,1,1,0,0,0,0,0,0
OH31005602_OH,1,1,0,1,1,0,1,0
OH31005740_OH,1,1,0,1,1,0,1,0
OH31005858_OH,2,2,0,0,0,0,0,0
OH31006568_OH,4,4,0,0,0,0,0,0
OH31006573_OH,3,3,0,3,3,0,1,0
OH31006751_OH,3,3,0,0,0,0,0,0
OH31006754_OH,3,3,0,0,0,0,0,0
OH31006784_OH,3,3,0,0,0,0,0,0
OH31007008_OH,1,1,0,1,1,0,1,0
OH31007669_OH,1,1,0,0,0,0,0,0
OH31007677_OH,1,1,0,1,1,0,1,0
OH31007808_OH,5,5,0,0,0,0,0,0
OH31007965_OH,1,1,0,1,1,0,1,0
OH31008035_OH,3,3,0,3,3,0,1,0
OH31008103_OH,1,1,0,1,1,0,1,0
OH31008505_OH,3,3,0,3,3,0,1,0
OH31008519_OH,2,2,0,0,0,0,0,0
OH31009330_OH,1,1,0,1,1,0,1,0
OH31009382_OH,1,1,0,0,0,0,0,0
OH31009440_OH,2,2,0,0,0,0,0,0
OH31009545_OH,2,2,0,0,0,0,0,0
OH31009546_OH,3,3,0,0,0,0,0,0
OH31009653_OH,2,2,0,0,0,0,0,0
OH31009771_OH,1,1,0,1,1,0,1,0
OH31009950_OH,1,1,0,1,1,0,1,0
OH31009956_OH,3,3,0,3,3,0,1,0
OH31009958_OH,1,1,0,1,1,0,1,0
OH31010508_OH,3,3,0,0,0,0,0,0
OH31010566_OH,1,1,0,1,1,0,1,0
OH31010679_OH,3,3,0,3,3,0,1,0
OH31011068_OH,1,1,0,1,1,0,1,0
OH9000427_OH,1,1,0,1,1,0,1,0
OH32000009_OH,1,1,0,1,1,0,1,0
OH32000012_OH,3,3,0,0,0,0,0,0
OH32000020_OH,3,3,0,0,0,0,0,0
OH32000023_OH,3,3,0,0,0,0,0,0
OH32000044_OH,2,2,0,2,2,0,1,0
OH32000061_OH,1,1,0,1,1,0,1,0
OH32000066_OH,2,2,0,2,2,0,1,0
OH32000132_OH,1,1,0,1,1,0,1,0
OH32000134_OH,1,1,0,1,1,0,1,0
OH32000135_OH,1,1,0,0,0,0,0,0
OH32000137_OH,1,1,0,1,1,0,1,0
OH32000147_OH,1,1,0,1,1,0,1,0
OH32000151_OH,1,1,0,0,0,0,0,0
OH32000156_OH,1,1,0,1,1,0,1,0
OH32000198_OH,4,4,0,0,0,0,0,0
OH32000201_OH,4,4,0,0,0,0,0,0
OH32000215_OH,4,4,0,0,0,0,0,0
OH32000219_OH,1,1,0,0,0,0,0,0
OH32000501_OH,1,1,0,1,1,0,1,0
OH32000510_OH,4,4,0,4,4,0,1,0
OH32000589_OH,4,4,0,4,4,0,1,0
OH32000993_OH,2,2,0,0,0,0,0,0
OH32002101_OH,4,4,0,2,2,0,1,0
OH32002214_OH,3,3,0,0,0,0,0,0
OH32002241_OH,1,1,0,0,0,0,0,0
OH32002331_OH,1,1,0,1,1,0,1,0
OH32002850_OH,1,1,0,0,0,0,0,0
OH32004126_OH,1,1,0,0,0,0,0,0
OH32004259_OH,1,1,0,0,0,0,0,0
OH32005263_OH,2,2,0,2,2,0,1,0
OH32007883_OH,2,2,0,2,2,0,1,0
OH32008729_OH,1,1,0,1,1,0,1,0
OH32009568_OH,3,3,0,0,0,0,0,0
OH33000008_OH,1,1,0,0,0,0,0,0
OH33000061_OH,2,2,0,2,2,0,1,0
OH33002141_OH,3,3,0,0,0,0,0,0
OH33008089_OH,3,3,0,0,0,0,0,0
OH34000002_OH,3,3,0,0,0,0,0,0
OH34000010_OH,4,4,0,0,0,0,0,0
OH34000050_OH,2,2,0,2,2,0,1,0
OH34000059_OH,1,1,0,0,0,0,0,0
OH34000081_OH,2,2,0,0,0,0,0,0
OH34000264_OH,2,2,0,0,0,0,0,0
OH34002514_OH,3,3,0,0,0,0,0,0
OH34005819_OH,2,2,0,0,0,0,0,0
OH34007127_OH,2,2,0,2,2,0,1,0
OH34007140_OH,1,1,0,0,0,0,0,0
OH34009754_OH,1,1,0,1,1,0,1,0
OH35000001_OH,2,2,0,0,0,0,0,0
OH35000002_OH,1,1,0,0,0,0,0,0
OH35000012_OH,2,2,0,0,0,0,0,0
OH35000030_OH,4,4,0,0,0,0,0,0
OH35000052_OH,2,2,0,2,2,0,1,0
OH35000056_OH,4,4,0,4,4,0,1,0
OH35000212_OH,2,2,0,0,0,0,0,0
OH35000302_OH,3,3,0,0,0,0,0,0
OH35002216_OH,3,3,0,0,0,0,0,0
OH35002221_OH,3,3,0,0,0,0,0,0
OH35002261_OH,1,1,0,0,0,0,0,0
OH35002691_OH,2,2,0,0,0,0,0,0
OH35003176_OH,2,2,0,0,0,0,0,0
OH35004447_OH,3,3,0,0,0,0,0,0
OH35006643_OH,5,5,0,0,0,0,0,0
OH35009308_OH,1,1,0,0,0,0,0,0
OH36000017_OH,5,5,0,0,0,0,0,0
OH36000020_OH,4,4,0,4,4,0,1,0
OH36000021_OH,2,2,0,0,0,0,0,0
OH36000025_OH,3,3,0,3,3,0,1,0
OH36000030_OH,4,4,0,4,4,0,1,0
OH36000033_OH,1,1,0,1,1,0,1,0
OH36000052_OH,5,5,0,0,0,0,0,0
OH36000059_OH,3,3,0,1,1,0,1,0
OH36000060_OH,1,1,0,0,0,0,0,0
OH36000064_OH,2,2,0,0,0,0,0,0
OH36000068_OH,1,1,0,0,0,0,0,0
OH36000097_OH,3,3,0,3,3,0,1,0
OH36000512_OH,4,4,0,0,0,0,0,0
OH36002141_OH,2,2,0,0,0,0,0,0
OH36002213_OH,2,2,0,0,0,0,0,0
OH36002251_OH,2,2,0,0,0,0,0,0
OH36002517_OH,3,3,0,0,0,0,0,0
OH36002529_OH,4,4,0,0,0,0,0,0
OH36003195_OH,2,2,0,0,0,0,0,0
OH36004369_OH,3,3,0,0,0,0,0,0
OH36005233_OH,1,1,0,0,0,0,0,0
OH36006570_OH,1,1,0,1,1,0,1,0
OH36008515_OH,1,1,0,0,0,0,0,0
OH36009685_OH,2,2,0,0,0,0,0,0
OH36009921_OH,1,1,0,0,0,0,0,0
OH37000028_OH,4,4,0,0,0,0,0,0
OH37000084_OH,5,5,0,5,5,0,1,0
OH37000206_OH,4,1,3,4,1,3,1,1
OH37002217_OH,2,2,0,2,2,0,1,0
OH37005326_OH,3,3,0,0,0,0,0,0
OH37006987_OH,3,3,0,0,0,0,0,0
OH37008710_OH,4,4,0,0,0,0,0,0
OH38000106_OH,4,4,0,4,4,0,1,0
OH38000668_OH,3,3,0,0,0,0,0,0
OH38002211_OH,3,3,0,0,0,0,0,0
OH38004854_OH,2,2,0,0,0,0,0,0
OH38005017_OH,3,3,0,3,3,0,1,0
OH38005078_OH,1,1,0,0,0,0,0,0
OH38008217_OH,2,2,0,2,2,0,1,0
OH38008984_OH,2,2,0,0,0,0,0,0
OH38009547_OH,4,4,0,0,0,0,0,0
OH39000020_OH,3,3,0,3,3,0,1,0
OH39000106_OH,2,2,0,0,0,0,0,0
OH39000108_OH,3,3,0,0,0,0,0,0
OH39000113_OH,5,5,0,0,0,0,0,0
OH39000118_OH,1,1,0,1,1,0,1,0
OH39000126_OH,1,1,0,0,0,0,0,0
OH39000144_OH,2,2,0,2,2,0,1,0
OH39000146_OH,2,2,0,0,0,0,0,0
OH39000162_OH,1,1,0,1,1,0,1,0
OH39000192_OH,1,1,0,0,0,0,0,0
OH39000204_OH,2,2,0,0,0,0,0,0
OH39000228_OH,3,3,0,0,0,0,0,0
OH39000250_OH,4,4,0,0,0,0,0,0
OH39002267_OH,1,1,0,0,0,0,0,0
OH39002362_OH,3,3,0,0,0,0,0,0
OH39005116_OH,3,3,0,3,3,0,1,0
OH39007318_OH,1,1,0,1,1,0,1,0
OH39009297_OH,2,2,0,1,1,0,1,0
OH40000007_OH,3,3,0,0,0,0,0,0
OH40000011_OH,1,1,0,1,1,0,1,0
OH40000021_OH,3,3,0,3,3,0,1,0
OH40000034_OH,2,2,0,0,0,0,0,0
OH40000041_OH,2,2,0,0,0,0,0,0
OH40000065_OH,4,4,0,0,0,0,0,0
OH40000072_OH,2,2,0,0,0,0,0,0
OH40000214_OH,2,2,0,0,0,0,0,0
OH40000654_OH,2,2,0,0,0,0,0,0
OH40001414_OH,4,4,0,0,0,0,0,0
OH40003676_OH,5,5,0,0,0,0,0,0
OH40004545_OH,3,3,0,0,0,0,0,0
OH40006803_OH,4,4,0,4,4,0,1,0
OH40009461_OH,2,2,0,0,0,0,0,0
OH41000014_OH,1,1,0,0,0,0,0,0
OH41000019_OH,1,1,0,0,0,0,0,0
OH41000042_OH,4,4,0,0,0,0,0,0
OH41000060_OH,2,2,0,0,0,0,0,0
OH41000068_OH,3,3,0,0,0,0,0,0
OH41000123_OH,1,1,0,1,1,0,1,0
OH41000140_OH,4,4,0,0,0,0,0,0
OH41000147_OH,4,4,0,0,0,0,0,0
OH41000154_OH,4,4,0,4,4,0,1,0
OH41000166_OH,2,2,0,0,0,0,0,0
OH41000217_OH,1,1,0,0,0,0,0,0
OH41000231_OH,3,3,0,0,0,0,0,0
OH41000991_OH,1,1,0,0,0,0,0,0
OH41002291_OH,1,1,0,1,1,0,1,0
OH41002314_OH,2,2,0,0,0,0,0,0
OH41003028_OH,1,1,0,1,1,0,1,0
OH41003264_OH,1,1,0,1,1,0,1,0
OH41003490_OH,1,1,0,0,0,0,0,0
OH41003576_OH,1,1,0,0,0,0,0,0
OH41004062_OH,3,3,0,3,3,0,1,0
OH41006694_OH,2,2,0,2,2,0,1,0
OH41006949_OH,3,3,0,3,3,0,1,0
OH41007280_OH,1,1,0,0,0,0,0,0
OH41008301_OH,3,3,0,0,0,0,0,0
OH42000010_OH,1,1,0,0,0,0,0,0
OH42000022_OH,1,1,0,0,0,0,0,0
OH42000025_OH,4,4,0,0,0,0,0,0
OH42000039_OH,2,2,0,2,2,0,1,0
OH42000074_OH,1,1,0,1,1,0,1,0
OH42000326_OH,4,4,0,0,0,0,0,0
OH42002319_OH,2,2,0,0,0,0,0,0
OH42003085_OH,1,1,0,0,0,0,0,0
OH42003443_OH,3,3,0,3,3,0,1,0
OH42003735_OH,3,3,0,0,0,0,0,0
OH42005933_OH,1,1,0,1,1,0,1,0
OH42009591_OH,4,4,0,0,0,0,0,0
OH43000044_OH,2,2,0,0,0,0,0,0
OH43000058_OH,4,4,0,4,4,0,1,0
OH43000076_OH,2,2,0,0,0,0,0,0
OH43000107_OH,1,1,0,1,1,0,1,0
OH43000119_OH,2,2,0,2,2,0,1,0
OH43000153_OH,2,2,0,0,0,0,0,0
OH43000159_OH,3,3,0,0,0,0,0,0
OH43000166_OH,3,3,0,0,0,0,0,0
OH43000171_OH,1,1,0,0,0,0,0,0
OH43000199_OH,1,1,0,0,0,0,0,0
OH43000207_OH,1,1,0,0,0,0,0,0
OH43000208_OH,3,3,0,0,0,0,0,0
OH43000210_OH,3,3,0,3,3,0,1,0
OH43000223_OH,3,3,0,2,2,0,1,0
OH43000227_OH,2,2,0,2,2,0,1,0
OH43000248_OH,4,4,0,1,1,0,1,0
OH43000260_OH,3,3,0,0,0,0,0,0
OH43000268_OH,1,1,0,1,1,0,1,0
OH43000270_OH,4,4,0,0,0,0,0,0
OH43000271_OH,4,4,0,4,4,0,1,0
OH43000303_OH,2,1,1,0,0,0,0,1
OH43000343_OH,2,2,0,2,2,0,1,0
OH43000351_OH,2,2,0,0,0,0,0,0
OH43000352_OH,2,2,0,0,0,0,0,0
OH43000358_OH,5,5,0,5,5,0,1,0
OH43000367_OH,1,1,0,0,0,0,0,0
OH43000385_OH,1,1,0,1,1,0,1,0
OH43000524_OH,1,1,0,0,0,0,0,0
OH43001783_OH,1,1,0,0,0,0,0,0
OH43002216_OH,1,1,0,0,0,0,0,0
OH43002217_OH,1,1,0,0,0,0,0,0
OH43003110_OH,1,1,0,1,1,0,1,0
OH43003647_OH,1,1,0,1,1,0,1,0
OH43003696_OH,2,2,0,1,1,0,1,0
OH43003875_OH,2,2,0,2,2,0,1,0
OH43003876_OH,1,1,0,1,1,0,1,0
OH43004363_OH,3,3,0,0,0,0,0,0
OH43005064_OH,1,1,0,0,0,0,0,0
OH43006868_OH,2,2,0,2,2,0,1,0
OH43006900_OH,3,3,0,3,3,0,1,0
OH43007801_OH,1,1,0,1,1,0,1,0
OH43009631_OH,1,1,0,1,1,0,1,0
OH43009798_OH,3,1,2,3,1,2,1,1
OH43009997_OH,3,3,0,0,0,0,0,0
OH43009999_OH,1,1,0,0,0,0,0,0
OH43010056_OH,1,1,0,1,1,0,1,0
OH43010842_OH,1,1,0,1,1,0,1,0
OH44000012_OH,1,1,0,1,1,0,1,0
OH44000014_OH,4,4,0,0,0,0,0,0
OH44000062_OH,1,1,0,0,0,0,0,0
OH44000071_OH,2,2,0,2,2,0,1,0
OH44000089_OH,4,4,0,0,0,0,0,0
OH44000440_OH,4,4,0,0,0,0,0,0
OH44001219_OH,4,4,0,0,0,0,0,0
OH44002141_OH,2,2,0,0,0,0,0,0
OH44002872_OH,6,6,0,0,0,0,0,0
OH44003209_OH,4,4,0,0,0,0,0,0
OH44005057_OH,5,5,0,5,5,0,1,0
OH44005121_OH,2,2,0,2,2,0,1,0
OH44007914_OH,5,5,0,0,0,0,0,0
OH44009840_OH,1,1,0,1,1,0,1,0
OH44009957_OH,2,2,0,0,0,0,0,0
OH45000026_OH,1,1,0,0,0,0,0,0
OH45000027_OH,2,2,0,0,0,0,0,0
OH45000051_OH,5,5,0,5,5,0,1,0
OH45000058_OH,1,1,0,0,0,0,0,0
OH45000059_OH,3,3,0,3,3,0,1,0
OH45000109_OH,1,1,0,0,0,0,0,0
OH45000111_OH,3,3,0,0,0,0,0,0
OH45000158_OH,4,4,0,4,4,0,1,0
OH45000191_OH,4,1,3,0,0,0,0,1
OH45000194_OH,1,1,0,0,0,0,0,0
OH45000197_OH,3,3,0,3,3,0,1,0
OH45000254_OH,1,1,0,1,1,0,1,0
OH45000294_OH,4,4,0,0,0,0,0,0
OH45000295_OH,1,1,0,1,1,0,1,0
OH45001020_OH,3,3,0,0,0,0,0,0
OH45002104_OH,3,3,0,0,0,0,0,0
OH45002594_OH,3,3,0,0,0,0,0,0
OH45002595_OH,3,3,0,0,0,0,0,0
OH45002860_OH,1,1,0,0,0,0,0,0
OH45002861_OH,3,3,0,3,3,0,1,0
OH45003112_OH,2,2,0,2,2,0,1,0
OH45003672_OH,2,2,0,0,0,0,0,0
OH45004399_OH,1,1,0,1,1,0,1,0
OH45004888_OH,1,1,0,1,1,0,1,0
OH45004944_OH,1,1,0,1,1,0,1,0
OH45005693_OH,3,3,0,0,0,0,0,0
OH45006654_OH,1,1,0,1,1,0,1,0
OH45009992_OH,3,3,0,0,0,0,0,0
OH45010117_OH,3,3,0,0,0,0,0,0
OH46000052_OH,2,2,0,0,0,0,0,0
OH46000061_OH,6,6,0,6,6,0,1,0
OH46000086_OH,2,2,0,0,0,0,0,0
OH46000090_OH,2,2,0,2,2,0,1,0
OH46000098_OH,4,4,0,4,4,0,1,0
OH46000106_OH,2,2,0,0,0,0,0,0
OH46000205_OH,2,2,0,0,0,0,0,0
OH46000514_OH,6,6,0,6,6,0,1,0
OH46003578_OH,5,5,0,5,5,0,1,0
OH46004163_OH,1,1,0,0,0,0,0,0
OH46004923_OH,2,2,0,0,0,0,0,0
OH46009399_OH,3,3,0,0,0,0,0,0
OH47000029_OH,1,1,0,1,1,0,1,0
OH47000033_OH,3,3,0,0,0,0,0,0
OH47000047_OH,2,2,0,0,0,0,0,0
OH47000048_OH,2,2,0,0,0,0,0,0
OH47000052_OH,1,1,0,1,1,0,1,0
OH47000072_OH,5,2,3,2,2,0,1,1
OH47000088_OH,2,2,0,0,0,0,0,0
OH47000092_OH,2,2,0,0,0,0,0,0
OH47000103_OH,1,1,0,0,0,0,0,0
OH47000120_OH,1,1,0,1,1,0,1,0
OH47000178_OH,2,2,0,0,0,0,0,0
OH47000187_OH,1,1,0,1,1,0,1,0
OH47000200_OH,3,3,0,0,0,0,0,0
OH47000207_OH,6,1,5,1,1,0,1,1
OH47000212_OH,2,2,0,0,0,0,0,0
OH47000213_OH,2,2,0,0,0,0,0,0
OH47000240_OH,5,5,0,5,5,0,1,0
OH47000248_OH,1,1,0,1,1,0,1,0
OH47000249_OH,1,1,0,1,1,0,1,0
OH47000269_OH,2,2,0,0,0,0,0,0
OH47000278_OH,6,6,0,0,0,0,0,0
OH47000338_OH,1,1,0,1,1,0,1,0
OH47000383_OH,3,3,0,0,0,0,0,0
OH47000409_OH,3,1,2,0,0,0,0,1
OH47000428_OH,3,3,0,0,0,0,0,0
OH47000434_OH,1,1,0,0,0,0,0,0
OH47000444_OH,3,3,0,3,3,0,1,0
OH47000452_OH,1,1,0,1,1,0,1,0
OH47000474_OH,2,2,0,0,0,0,0,0
OH47000477_OH,2,2,0,0,0,0,0,0
OH47000500_OH,1,1,0,1,1,0,1,0
OH47000508_OH,3,3,0,3,3,0,1,0
OH47000509_OH,1,1,0,1,1,0,1,0
OH47000600_OH,2,2,0,0,0,0,0,0
OH47000612_OH,4,4,0,4,4,0,1,0
OH47001256_OH,1,1,0,1,1,0,1,0
OH47002106_OH,6,6,0,0,0,0,0,0
OH47002217_OH,1,1,0,0,0,0,0,0
OH47002221_OH,2,2,0,2,2,0,1,0
OH47002261_OH,3,3,0,3,3,0,1,0
OH47002517_OH,5,5,0,0,0,0,0,0
OH47002619_OH,5,5,0,2,2,0,1,0
OH47002654_OH,3,3,0,3,3,0,1,0
OH47002686_OH,4,4,0,1,1,0,1,0
OH47003654_OH,1,1,0,1,1,0,1,0
OH47004787_OH,1,1,0,0,0,0,0,0
OH47004967_OH,3,3,0,0,0,0,0,0
OH47005271_OH,2,2,0,0,0,0,0,0
OH47005689_OH,2,2,0,2,2,0,1,0
OH47005809_OH,2,2,0,1,1,0,1,0
OH47007594_OH,3,3,0,0,0,0,0,0
OH47007609_OH,3,3,0,0,0,0,0,0
OH47008222_OH,1,1,0,1,1,0,1,0
OH47009126_OH,2,2,0,2,2,0,1,0
OH47009942_OH,1,1,0,0,0,0,0,0
OH47010069_OH,1,1,0,1,1,0,1,0
OH47010089_OH,2,2,0,2,2,0,1,0
OH47010127_OH,2,2,0,0,0,0,0,0
OH48000019_OH,1,1,0,1,1,0,1,0
OH48000022_OH,1,1,0,0,0,0,0,0
OH48000087_OH,1,1,0,1,1,0,1,0
OH48000096_OH,1,1,0,1,1,0,1,0
OH48000100_OH,1,1,0,0,0,0,0,0
OH48000121_OH,4,4,0,4,4,0,1,0
OH48000161_OH,3,3,0,0,0,0,0,0
OH48000162_OH,4,4,0,0,0,0,0,0
OH48000195_OH,1,1,0,1,1,0,1,0
OH48000198_OH,7,1,6,0,0,0,0,1
OH48000213_OH,3,3,0,0,0,0,0,0
OH48000263_OH,2,2,0,2,2,0,1,0
OH48000271_OH,3,3,0,0,0,0,0,0
OH48000306_OH,2,2,0,2,2,0,1,0
OH48000307_OH,1,1,0,0,0,0,0,0
OH48000390_OH,3,3,0,0,0,0,0,0
OH48000408_OH,3,3,0,3,3,0,1,0
OH48000435_OH,1,1,0,0,0,0,0,0
OH48000444_OH,2,2,0,2,2,0,1,0
OH48000447_OH,3,3,0,3,3,0,1,0
OH48000456_OH,2,2,0,0,0,0,0,0
OH48000477_OH,3,2,1,0,0,0,0,1
OH48000499_OH,1,1,0,1,1,0,1,0
OH48000509_OH,3,3,0,3,3,0,1,0
OH48000511_OH,3,3,0,0,0,0,0,0
OH48000512_OH,4,4,0,4,4,0,1,0
OH48000538_OH,1,1,0,1,1,0,1,0
OH48000560_OH,2,2,0,0,0,0,0,0
OH48000562_OH,4,4,0,0,0,0,0,0
OH48000569_OH,3,3,0,3,3,0,1,0
OH48000585_OH,1,1,0,1,1,0,1,0
OH48000647_OH,1,1,0,1,1,0,1,0
OH48000664_OH,1,1,0,0,0,0,0,0
OH48000672_OH,3,3,0,0,0,0,0,0
OH48000836_OH,2,2,0,2,2,0,1,0
