term,coef,exp(coef),se(coef),robust se,z,Pr(>|z|)
did_term_sw,0.413646434684257,1.51232232762546,0.00749308111271077,0.141427615527174,2.92479253887144,0.00344685932277541
did_term_dw,0.262848006461653,1.30062901672105,0.0242501147879859,0.180248848607234,1.45825068227983,0.144771458528244
mandate_release_det,-5.67828448703189,0.00341941947307128,0.0223432769707312,0.108589712041435,-52.2911828411994,0
mandate_spill_overfill,-3.90651972905637,0.0201103689442839,0.03475267884846,0.481050736763982,-8.12080604082523,0.000000000000000463097626793825
mandate_integrity,20.7611084853804,1038567799.75095,43.9550633908665,2.28251977431267,9.09569709714001,0.0000000000000000000939816181633211
