term,Estimate,Std. Error,z value,Pr(>|z|)
did_term,-0.348545039783419,0.229950163700655,-1.51574164668631,0.129584692416062
age_bin5-9,0.760358040926442,0.184637897117409,4.11810388223247,0.0000382002500660674
age_bin10-14,2.8750496298756,0.37632658254533,7.63977290796164,0.0000000000000217605201522306
age_bin15-19,4.91654019158522,0.574436327095113,8.55889497178537,0.0000000000000000113954469680028
age_bin20-24,6.79192992773873,0.704014163682136,9.64743364283406,0.000000000000000000000504012521179602
age_bin25-29,8.79854263813881,0.863834671968156,10.1854474283745,0.00000000000000000000000230298016472238
age_bin30-34,10.2099003620175,0.92240672699142,11.0687618197655,0.000000000000000000000000000177840760019242
