variable,importance,importance_pct
state_int,10.1349983936597,83.6469578173421
has_gasoline_year,0.542351208694568,4.47617522112677
has_single_walled,0.537782926464657,4.43847191855672
active_tanks,0.502927757895201,4.1508025276203
has_diesel_year,0.398337796514747,3.28759251535417
age_bin_int,0,0
total_capacity,0,0
