term,Estimate,Std. Error,t value,Pr(>|t|)
did_term:mm_wallDouble-Walled,0.00890701048066284,0.00499843537051904,1.78195971747414,0.0926259177496135
did_term:mm_wallSingle-Walled,0.019793247216635,0.00591115735390469,3.34845547692286,0.00380969647998176
