state,mm_install_cohort,panel_year,n_at_risk,n_closed,rate
VA,1992,2002,911,10,0.0109769484083425
VA,1992,2003,901,1,0.00110987791342952
VA,1992,2004,900,9,0.01
VA,1992,2005,891,17,0.0190796857463524
VA,1992,2006,874,8,0.0091533180778032
VA,1993,1993,798,0,0
VA,1993,1994,798,0,0
VA,1993,1995,798,1,0.0012531328320802
VA,1993,1996,797,1,0.00125470514429109
VA,1993,1997,796,3,0.00376884422110553
VA,1993,1998,793,3,0.00378310214375788
VA,1993,1999,790,5,0.00632911392405063
VA,1993,2000,785,10,0.0127388535031847
VA,1993,2001,775,3,0.00387096774193548
VA,1993,2002,772,2,0.00259067357512953
VA,1993,2003,770,3,0.0038961038961039
VA,1993,2004,767,4,0.00521512385919166
VA,1993,2005,763,5,0.00655307994757536
VA,1993,2006,758,8,0.0105540897097625
VA,1994,1994,895,0,0
VA,1994,1995,895,0,0
VA,1994,1996,895,0,0
VA,1994,1997,895,1,0.00111731843575419
VA,1994,1998,894,6,0.00671140939597315
VA,1994,1999,888,1,0.00112612612612613
VA,1994,2000,887,1,0.00112739571589628
VA,1994,2001,886,1,0.00112866817155756
VA,1994,2002,885,1,0.00112994350282486
VA,1994,2003,884,11,0.0124434389140271
VA,1994,2004,873,10,0.011454753722795
VA,1994,2005,863,4,0.00463499420625724
VA,1994,2006,859,4,0.00465657741559953
VA,1995,1995,826,2,0.00242130750605327
VA,1995,1996,824,0,0
VA,1995,1997,824,0,0
VA,1995,1998,824,3,0.00364077669902913
VA,1995,1999,821,1,0.00121802679658952
VA,1995,2000,820,0,0
VA,1995,2001,820,1,0.00121951219512195
VA,1995,2002,819,10,0.0122100122100122
VA,1995,2003,809,1,0.00123609394313968
VA,1995,2004,808,1,0.00123762376237624
VA,1995,2005,807,2,0.00247831474597274
VA,1995,2006,805,5,0.0062111801242236
VA,1996,1996,687,4,0.00582241630276565
VA,1996,1997,683,0,0
VA,1996,1998,683,0,0
VA,1996,1999,683,0,0
VA,1996,2000,683,4,0.00585651537335286
VA,1996,2001,679,3,0.00441826215022091
VA,1996,2002,676,2,0.0029585798816568
VA,1996,2003,674,4,0.00593471810089021
VA,1996,2004,670,1,0.00149253731343284
VA,1996,2005,669,2,0.00298953662182362
VA,1996,2006,667,5,0.00749625187406297
VA,1997,1997,749,2,0.00267022696929239
VA,1997,1998,747,1,0.00133868808567604
VA,1997,1999,746,0,0
VA,1997,2000,746,4,0.00536193029490617
VA,1997,2001,742,1,0.00134770889487871
VA,1997,2002,741,3,0.00404858299595142
VA,1997,2003,738,3,0.0040650406504065
VA,1997,2004,735,1,0.00136054421768707
VA,1997,2005,734,1,0.00136239782016349
VA,1997,2006,733,1,0.00136425648021828
