make_model_tank,panel_year,n_total,n_tx,n_ctl,has_both
Double-Walled|Diesel-Only|NA|1989,2011,1,0,1,0
Double-Walled|Diesel-Only|NA|1989,2012,1,0,1,0
Double-Walled|Diesel-Only|NA|1989,2013,1,0,1,0
Single-Walled|Gasoline-Only|25k-Plus|1963,1992,4,0,4,0
Single-Walled|Gasoline-Only|25k-Plus|1963,1993,4,0,4,0
Single-Walled|Gasoline-Only|25k-Plus|1963,1994,4,0,4,0
Single-Walled|Gasoline-Only|25k-Plus|1963,1995,4,0,4,0
Single-Walled|Gasoline-Only|25k-Plus|1963,1996,3,0,3,0
Single-Walled|Gasoline-Only|25k-Plus|1963,1997,3,0,3,0
Single-Walled|Gasoline-Only|25k-Plus|1963,1998,3,0,3,0
Single-Walled|Gasoline-Only|25k-Plus|1963,1999,3,0,3,0
Single-Walled|Other-Fuel|25k-Plus|1942,1995,5,0,5,0
Single-Walled|Other-Fuel|25k-Plus|1942,1996,2,0,2,0
Single-Walled|Other-Fuel|25k-Plus|1942,1997,2,0,2,0
Single-Walled|Other-Fuel|25k-Plus|1942,1998,2,0,2,0
Single-Walled|Other-Fuel|25k-Plus|1942,1999,2,0,2,0
Single-Walled|Other-Fuel|25k-Plus|1942,2000,2,0,2,0
Single-Walled|Other-Fuel|25k-Plus|1942,2001,2,0,2,0
Single-Walled|Other-Fuel|25k-Plus|1942,2002,2,0,2,0
Single-Walled|Other-Fuel|25k-Plus|1942,2003,2,0,2,0
Single-Walled|Other-Fuel|25k-Plus|1942,2004,2,0,2,0
Single-Walled|Other-Fuel|25k-Plus|1942,2005,2,0,2,0
Single-Walled|Other-Fuel|25k-Plus|1942,2006,2,0,2,0
Single-Walled|Other-Fuel|25k-Plus|1942,2007,2,0,2,0
Single-Walled|Other-Fuel|25k-Plus|1942,2008,2,0,2,0
Single-Walled|Other-Fuel|25k-Plus|1942,2009,2,0,2,0
Single-Walled|Other-Fuel|25k-Plus|1942,2010,2,0,2,0
Single-Walled|Other-Fuel|25k-Plus|1942,2011,2,0,2,0
Single-Walled|Other-Fuel|25k-Plus|1942,2012,2,0,2,0
Single-Walled|Other-Fuel|25k-Plus|1942,2013,2,0,2,0
Single-Walled|Other-Fuel|25k-Plus|1942,2014,2,0,2,0
Single-Walled|Other-Fuel|25k-Plus|1942,2015,2,0,2,0
Single-Walled|Other-Fuel|25k-Plus|1942,2016,2,0,2,0
Single-Walled|Other-Fuel|25k-Plus|1942,2017,2,0,2,0
Single-Walled|Other-Fuel|25k-Plus|1942,2018,2,0,2,0
Single-Walled|Other-Fuel|25k-Plus|1942,2019,2,0,2,0
Single-Walled|Other-Fuel|25k-Plus|1942,2020,2,0,2,0
Single-Walled|Other-Fuel|1k-5k|1942,1999,9,0,9,0
Single-Walled|Other-Fuel|1k-5k|1942,2000,9,0,9,0
Single-Walled|Other-Fuel|1k-5k|1942,2001,9,0,9,0
Single-Walled|Other-Fuel|1k-5k|1942,2002,9,0,9,0
Single-Walled|Other-Fuel|1k-5k|1942,2003,7,0,7,0
Single-Walled|Other-Fuel|1k-5k|1942,2004,6,0,6,0
Single-Walled|Other-Fuel|1k-5k|1942,2005,5,0,5,0
Single-Walled|Other-Fuel|1k-5k|1942,2006,5,0,5,0
Single-Walled|Other-Fuel|1k-5k|1942,2007,5,0,5,0
Single-Walled|Other-Fuel|1k-5k|1942,2008,5,0,5,0
Single-Walled|Other-Fuel|1k-5k|1942,2009,5,0,5,0
Single-Walled|Other-Fuel|1k-5k|1942,2010,5,0,5,0
Single-Walled|Other-Fuel|1k-5k|1942,2011,5,0,5,0
Single-Walled|Other-Fuel|1k-5k|1942,2012,5,0,5,0
Single-Walled|Other-Fuel|1k-5k|1942,2013,5,0,5,0
Single-Walled|Other-Fuel|1k-5k|1942,2014,5,0,5,0
Single-Walled|Other-Fuel|1k-5k|1942,2015,5,0,5,0
Single-Walled|Other-Fuel|1k-5k|1942,2016,5,0,5,0
Single-Walled|Other-Fuel|1k-5k|1942,2017,5,0,5,0
Single-Walled|Other-Fuel|1k-5k|1942,2018,5,0,5,0
Single-Walled|Other-Fuel|1k-5k|1942,2019,5,0,5,0
Single-Walled|Other-Fuel|1k-5k|1942,2020,5,0,5,0
Double-Walled|Gasoline-Only|NA|2016,2017,21,0,21,0
Double-Walled|Gasoline-Only|NA|2016,2018,21,0,21,0
Double-Walled|Gasoline-Only|NA|2016,2019,21,0,21,0
Double-Walled|Gasoline-Only|NA|2016,2020,21,0,21,0
Double-Walled|Diesel-Only|Under-1k|1981,1990,3,0,3,0
Double-Walled|Diesel-Only|Under-1k|1981,1991,3,0,3,0
Double-Walled|Diesel-Only|Under-1k|1981,1992,3,0,3,0
Double-Walled|Diesel-Only|Under-1k|1981,1993,3,0,3,0
Double-Walled|Diesel-Only|Under-1k|1981,1994,3,0,3,0
Double-Walled|Diesel-Only|Under-1k|1981,1995,3,0,3,0
Double-Walled|Diesel-Only|Under-1k|1981,1996,3,0,3,0
Double-Walled|Diesel-Only|Under-1k|1981,1997,3,0,3,0
Double-Walled|Diesel-Only|Under-1k|1981,1998,3,0,3,0
Double-Walled|Diesel-Only|NA|1990,1991,2,0,2,0
Double-Walled|Diesel-Only|NA|1990,1992,2,0,2,0
Double-Walled|Diesel-Only|NA|1990,1993,2,0,2,0
Double-Walled|Diesel-Only|NA|1990,1994,2,0,2,0
Double-Walled|Diesel-Only|NA|1990,1995,2,0,2,0
Double-Walled|Diesel-Only|NA|1990,1996,2,0,2,0
Double-Walled|Diesel-Only|NA|1990,1997,2,0,2,0
Double-Walled|Diesel-Only|NA|1990,1998,2,0,2,0
Double-Walled|Diesel-Only|NA|1990,1999,2,0,2,0
Double-Walled|Diesel-Only|NA|1990,2000,2,0,2,0
Double-Walled|Diesel-Only|NA|1990,2001,2,0,2,0
Double-Walled|Diesel-Only|NA|1990,2002,2,0,2,0
Double-Walled|Diesel-Only|NA|1990,2003,2,0,2,0
Double-Walled|Diesel-Only|NA|1990,2004,2,0,2,0
Double-Walled|Diesel-Only|NA|1990,2005,2,0,2,0
Double-Walled|Diesel-Only|NA|1990,2006,2,0,2,0
Double-Walled|Diesel-Only|NA|1990,2007,2,0,2,0
Double-Walled|Diesel-Only|NA|1990,2008,2,0,2,0
Double-Walled|Diesel-Only|NA|1990,2009,2,0,2,0
Double-Walled|Diesel-Only|NA|1990,2010,2,0,2,0
Double-Walled|Diesel-Only|NA|1990,2011,2,0,2,0
Double-Walled|Diesel-Only|NA|1990,2012,2,0,2,0
Double-Walled|Diesel-Only|NA|1990,2013,2,0,2,0
Double-Walled|Diesel-Only|NA|1990,2014,2,0,2,0
Double-Walled|Diesel-Only|NA|1990,2015,2,0,2,0
Double-Walled|Diesel-Only|NA|1990,2016,2,0,2,0
Double-Walled|Diesel-Only|NA|1990,2017,2,0,2,0
Double-Walled|Diesel-Only|NA|1990,2018,2,0,2,0
Double-Walled|Diesel-Only|NA|1990,2019,2,0,2,0
Double-Walled|Diesel-Only|NA|1990,2020,2,0,2,0
Double-Walled|Diesel-Only|Under-1k|2007,2008,1,0,1,0
Double-Walled|Diesel-Only|Under-1k|2007,2009,1,0,1,0
Double-Walled|Diesel-Only|Under-1k|2007,2010,1,0,1,0
Double-Walled|Diesel-Only|Under-1k|2007,2011,1,0,1,0
Double-Walled|Diesel-Only|Under-1k|2007,2012,1,0,1,0
Double-Walled|Diesel-Only|Under-1k|2007,2013,1,0,1,0
Double-Walled|Diesel-Only|Under-1k|2007,2014,1,0,1,0
Double-Walled|Diesel-Only|Under-1k|2007,2015,1,0,1,0
Double-Walled|Diesel-Only|Under-1k|2007,2016,1,0,1,0
Double-Walled|Diesel-Only|Under-1k|2007,2017,1,0,1,0
Double-Walled|Diesel-Only|Under-1k|2007,2018,1,0,1,0
Double-Walled|Diesel-Only|Under-1k|2007,2019,1,0,1,0
Double-Walled|Diesel-Only|Under-1k|2007,2020,1,0,1,0
Single-Walled|Gasoline-Only|25k-Plus|1950,1999,1,0,1,0
Single-Walled|Gasoline-Only|25k-Plus|1950,2000,1,0,1,0
Single-Walled|Gasoline-Only|25k-Plus|1950,2001,1,0,1,0
Single-Walled|Gasoline-Only|25k-Plus|1950,2002,1,0,1,0
Single-Walled|Gasoline-Only|25k-Plus|1950,2003,1,0,1,0
Single-Walled|Gasoline-Only|25k-Plus|1950,2004,1,0,1,0
Single-Walled|Gasoline-Only|25k-Plus|1950,2005,1,0,1,0
Single-Walled|Gasoline-Only|25k-Plus|1950,2006,1,0,1,0
Single-Walled|Gasoline-Only|25k-Plus|1950,2007,1,0,1,0
Single-Walled|Gasoline-Only|25k-Plus|1950,2008,1,0,1,0
Single-Walled|Gasoline-Only|25k-Plus|1950,2009,1,0,1,0
Single-Walled|Gasoline-Only|25k-Plus|1950,2010,1,0,1,0
Single-Walled|Gasoline-Only|25k-Plus|1950,2011,1,0,1,0
Single-Walled|Gasoline-Only|25k-Plus|1950,2012,1,0,1,0
Single-Walled|Gasoline-Only|25k-Plus|1950,2013,1,0,1,0
Single-Walled|Gasoline-Only|25k-Plus|1950,2014,1,0,1,0
Single-Walled|Gasoline-Only|25k-Plus|1950,2015,1,0,1,0
Single-Walled|Gasoline-Only|25k-Plus|1950,2016,1,0,1,0
Single-Walled|Gasoline-Only|25k-Plus|1950,2017,1,0,1,0
Single-Walled|Gasoline-Only|25k-Plus|1950,2018,1,0,1,0
Single-Walled|Gasoline-Only|25k-Plus|1950,2019,1,0,1,0
Single-Walled|Gasoline-Only|25k-Plus|1950,2020,1,0,1,0
Double-Walled|Gasoline-Only|Under-1k|2006,2007,2,0,2,0
Double-Walled|Gasoline-Only|Under-1k|2006,2008,2,0,2,0
Double-Walled|Gasoline-Only|Under-1k|2006,2009,2,0,2,0
Double-Walled|Gasoline-Only|Under-1k|2006,2010,2,0,2,0
Double-Walled|Gasoline-Only|Under-1k|2006,2011,2,0,2,0
Double-Walled|Gasoline-Only|Under-1k|2006,2012,2,0,2,0
Double-Walled|Gasoline-Only|Under-1k|2006,2013,2,0,2,0
Double-Walled|Gasoline-Only|Under-1k|2006,2014,2,0,2,0
Double-Walled|Gasoline-Only|Under-1k|2006,2015,2,0,2,0
Double-Walled|Gasoline-Only|Under-1k|2006,2016,2,0,2,0
Double-Walled|Gasoline-Only|Under-1k|2006,2017,2,0,2,0
Double-Walled|Gasoline-Only|Under-1k|2006,2018,2,0,2,0
Double-Walled|Gasoline-Only|Under-1k|2006,2019,2,0,2,0
Double-Walled|Gasoline-Only|Under-1k|2006,2020,2,0,2,0
Double-Walled|Diesel-Only|25k-Plus|1986,1987,1,0,1,0
Double-Walled|Diesel-Only|25k-Plus|1986,1988,1,0,1,0
Double-Walled|Diesel-Only|25k-Plus|1986,1989,1,0,1,0
Double-Walled|Diesel-Only|25k-Plus|1986,1990,1,0,1,0
Double-Walled|Diesel-Only|25k-Plus|1986,1991,1,0,1,0
Double-Walled|Diesel-Only|25k-Plus|1986,1992,1,0,1,0
Double-Walled|Diesel-Only|25k-Plus|1986,1993,1,0,1,0
Double-Walled|Diesel-Only|25k-Plus|1986,1994,1,0,1,0
Double-Walled|Diesel-Only|25k-Plus|1986,1995,1,0,1,0
Double-Walled|Diesel-Only|25k-Plus|1986,1996,1,0,1,0
Double-Walled|Diesel-Only|25k-Plus|1986,1997,1,0,1,0
Double-Walled|Diesel-Only|25k-Plus|1986,1998,1,0,1,0
Double-Walled|Diesel-Only|25k-Plus|1986,1999,1,0,1,0
Double-Walled|Diesel-Only|25k-Plus|1986,2000,1,0,1,0
Double-Walled|Diesel-Only|25k-Plus|1986,2001,1,0,1,0
Double-Walled|Diesel-Only|25k-Plus|1986,2002,1,0,1,0
Double-Walled|Diesel-Only|25k-Plus|1986,2003,1,0,1,0
Double-Walled|Diesel-Only|25k-Plus|1986,2004,1,0,1,0
Double-Walled|Diesel-Only|25k-Plus|1986,2005,1,0,1,0
Double-Walled|Diesel-Only|25k-Plus|1986,2006,1,0,1,0
Double-Walled|Diesel-Only|25k-Plus|1986,2007,1,0,1,0
Double-Walled|Diesel-Only|25k-Plus|1986,2008,1,0,1,0
Double-Walled|Gasoline-Only|1k-5k|1978,2009,5,0,5,0
Double-Walled|Gasoline-Only|1k-5k|1978,2010,5,0,5,0
Double-Walled|Gasoline-Only|1k-5k|1978,2011,5,0,5,0
Double-Walled|Gasoline-Only|1k-5k|1978,2012,5,0,5,0
Double-Walled|Gasoline-Only|1k-5k|1978,2013,5,0,5,0
Double-Walled|Gasoline-Only|1k-5k|1978,2014,5,0,5,0
Double-Walled|Gasoline-Only|1k-5k|1978,2015,5,0,5,0
Double-Walled|Gasoline-Only|1k-5k|1978,2016,5,0,5,0
Double-Walled|Gasoline-Only|1k-5k|1978,2017,5,0,5,0
Double-Walled|Gasoline-Only|1k-5k|1978,2018,5,0,5,0
Double-Walled|Gasoline-Only|1k-5k|1978,2019,5,0,5,0
Double-Walled|Gasoline-Only|1k-5k|1978,2020,5,0,5,0
Single-Walled|Diesel-Only|NA|1980,2000,8,0,8,0
Single-Walled|Diesel-Only|NA|1980,2001,8,0,8,0
Single-Walled|Diesel-Only|NA|1980,2002,8,0,8,0
Single-Walled|Diesel-Only|NA|1980,2003,8,0,8,0
Single-Walled|Diesel-Only|NA|1980,2004,8,0,8,0
Single-Walled|Diesel-Only|NA|1980,2005,8,0,8,0
Single-Walled|Diesel-Only|NA|1980,2006,8,0,8,0
Single-Walled|Diesel-Only|NA|1980,2007,8,0,8,0
Single-Walled|Diesel-Only|NA|1980,2008,8,0,8,0
Single-Walled|Diesel-Only|NA|1980,2009,8,0,8,0
Single-Walled|Diesel-Only|NA|1980,2010,8,0,8,0
Single-Walled|Diesel-Only|NA|1980,2011,8,0,8,0
Single-Walled|Diesel-Only|NA|1980,2012,8,0,8,0
Single-Walled|Diesel-Only|NA|1980,2013,8,0,8,0
Single-Walled|Diesel-Only|NA|1980,2014,8,0,8,0
Single-Walled|Diesel-Only|NA|1980,2015,8,0,8,0
Single-Walled|Diesel-Only|NA|1980,2016,8,0,8,0
Single-Walled|Diesel-Only|NA|1980,2017,7,0,7,0
Single-Walled|Diesel-Only|NA|1980,2018,7,0,7,0
Single-Walled|Diesel-Only|NA|1980,2019,7,0,7,0
Single-Walled|Diesel-Only|NA|1980,2020,7,0,7,0
Double-Walled|Diesel-Only|NA|1995,2017,1,0,1,0
Double-Walled|Diesel-Only|NA|1995,2018,1,0,1,0
Double-Walled|Diesel-Only|NA|1995,2019,1,0,1,0
Double-Walled|Diesel-Only|NA|1995,2020,1,0,1,0
Double-Walled|Gasoline-Only|12k-25k|1971,2003,2,0,2,0
Double-Walled|Gasoline-Only|12k-25k|1971,2004,2,0,2,0
Double-Walled|Gasoline-Only|12k-25k|1971,2005,2,0,2,0
Double-Walled|Gasoline-Only|12k-25k|1971,2006,2,0,2,0
Double-Walled|Gasoline-Only|12k-25k|1971,2007,2,0,2,0
Double-Walled|Gasoline-Only|12k-25k|1971,2008,2,0,2,0
Double-Walled|Gasoline-Only|12k-25k|1971,2009,2,0,2,0
Double-Walled|Gasoline-Only|12k-25k|1971,2010,2,0,2,0
Double-Walled|Gasoline-Only|12k-25k|1971,2011,2,0,2,0
Double-Walled|Gasoline-Only|12k-25k|1971,2012,2,0,2,0
Double-Walled|Gasoline-Only|12k-25k|1971,2013,2,0,2,0
Double-Walled|Gasoline-Only|12k-25k|1971,2014,2,0,2,0
Double-Walled|Gasoline-Only|12k-25k|1971,2015,2,0,2,0
Double-Walled|Gasoline-Only|12k-25k|1971,2016,2,0,2,0
Double-Walled|Gasoline-Only|12k-25k|1971,2017,2,0,2,0
Double-Walled|Gasoline-Only|12k-25k|1971,2018,2,0,2,0
Double-Walled|Gasoline-Only|12k-25k|1971,2019,2,0,2,0
Double-Walled|Gasoline-Only|12k-25k|1971,2020,2,0,2,0
Double-Walled|Diesel-Only|Under-1k|1985,1994,6,0,6,0
Double-Walled|Diesel-Only|Under-1k|1985,1995,6,0,6,0
Double-Walled|Diesel-Only|Under-1k|1985,1996,5,0,5,0
Double-Walled|Diesel-Only|Under-1k|1985,1997,5,0,5,0
Double-Walled|Diesel-Only|Under-1k|1985,1998,5,0,5,0
Single-Walled|Gasoline-Only|25k-Plus|1964,1999,2,0,2,0
Single-Walled|Gasoline-Only|25k-Plus|1964,2000,2,0,2,0
Single-Walled|Gasoline-Only|25k-Plus|1964,2001,2,0,2,0
Single-Walled|Gasoline-Only|25k-Plus|1964,2002,2,0,2,0
Single-Walled|Gasoline-Only|25k-Plus|1964,2003,2,0,2,0
Single-Walled|Gasoline-Only|25k-Plus|1964,2004,2,0,2,0
Single-Walled|Gasoline-Only|25k-Plus|1964,2005,2,0,2,0
Single-Walled|Gasoline-Only|25k-Plus|1964,2006,2,0,2,0
Single-Walled|Gasoline-Only|25k-Plus|1964,2007,2,0,2,0
Single-Walled|Gasoline-Only|25k-Plus|1964,2008,2,0,2,0
Single-Walled|Gasoline-Only|25k-Plus|1948,1985,2,0,2,0
Single-Walled|Gasoline-Only|25k-Plus|1948,1986,2,0,2,0
Single-Walled|Gasoline-Only|25k-Plus|1948,1987,2,0,2,0
Single-Walled|Gasoline-Only|25k-Plus|1948,1988,2,0,2,0
Single-Walled|Gasoline-Only|25k-Plus|1948,1989,2,0,2,0
Single-Walled|Gasoline-Only|25k-Plus|1948,1990,1,0,1,0
Single-Walled|Gasoline-Only|25k-Plus|1948,1991,1,0,1,0
Single-Walled|Gasoline-Only|25k-Plus|1948,1992,1,0,1,0
Single-Walled|Gasoline-Only|25k-Plus|1948,1993,1,0,1,0
Single-Walled|Gasoline-Only|25k-Plus|1948,1994,1,0,1,0
Single-Walled|Gasoline-Only|25k-Plus|1948,1995,1,0,1,0
Single-Walled|Gasoline-Only|25k-Plus|1948,1996,1,0,1,0
Single-Walled|Gasoline-Only|25k-Plus|1948,1997,1,0,1,0
Single-Walled|Gasoline-Only|25k-Plus|1948,1998,1,0,1,0
Single-Walled|Gasoline-Only|25k-Plus|1948,1999,1,0,1,0
Single-Walled|Gasoline-Only|25k-Plus|1948,2000,1,0,1,0
Single-Walled|Gasoline-Only|25k-Plus|1948,2001,1,0,1,0
Single-Walled|Gasoline-Only|25k-Plus|1948,2002,1,0,1,0
Single-Walled|Gasoline-Only|25k-Plus|1948,2003,1,0,1,0
Single-Walled|Gasoline-Only|25k-Plus|1948,2004,1,0,1,0
Single-Walled|Gasoline-Only|25k-Plus|1948,2005,1,0,1,0
Single-Walled|Gasoline-Only|25k-Plus|1948,2006,1,0,1,0
Single-Walled|Gasoline-Only|25k-Plus|1948,2007,1,0,1,0
Single-Walled|Gasoline-Only|25k-Plus|1948,2008,1,0,1,0
Double-Walled|Gasoline-Only|NA|2006,2007,1,0,1,0
Double-Walled|Gasoline-Only|NA|2006,2008,1,0,1,0
Double-Walled|Gasoline-Only|NA|2006,2009,1,0,1,0
Double-Walled|Gasoline-Only|NA|2006,2010,1,0,1,0
Double-Walled|Gasoline-Only|NA|2006,2011,1,0,1,0
Double-Walled|Gasoline-Only|NA|2006,2012,1,0,1,0
Double-Walled|Gasoline-Only|NA|2006,2013,1,0,1,0
Double-Walled|Gasoline-Only|NA|2006,2014,1,0,1,0
Double-Walled|Gasoline-Only|NA|2006,2015,1,0,1,0
Double-Walled|Gasoline-Only|NA|2006,2016,1,0,1,0
Double-Walled|Gasoline-Only|NA|2006,2017,1,0,1,0
Double-Walled|Gasoline-Only|NA|2006,2018,1,0,1,0
Double-Walled|Gasoline-Only|NA|2006,2019,1,0,1,0
Double-Walled|Gasoline-Only|NA|2006,2020,1,0,1,0
Double-Walled|Gasoline-Only|NA|1989,1990,1,0,1,0
Double-Walled|Gasoline-Only|NA|1989,1991,1,0,1,0
Double-Walled|Gasoline-Only|NA|1989,1992,1,0,1,0
Double-Walled|Gasoline-Only|NA|1989,1993,1,0,1,0
Double-Walled|Gasoline-Only|NA|1989,1994,1,0,1,0
Double-Walled|Gasoline-Only|NA|1989,1995,1,0,1,0
Double-Walled|Gasoline-Only|NA|1989,1996,1,0,1,0
Double-Walled|Gasoline-Only|NA|1989,1997,1,0,1,0
Double-Walled|Gasoline-Only|NA|1989,1998,1,0,1,0
Double-Walled|Gasoline-Only|NA|1989,1999,1,0,1,0
Double-Walled|Gasoline-Only|NA|1989,2000,1,0,1,0
Double-Walled|Gasoline-Only|NA|1989,2001,1,0,1,0
Double-Walled|Gasoline-Only|NA|1989,2002,1,0,1,0
Double-Walled|Gasoline-Only|NA|1989,2003,1,0,1,0
Double-Walled|Gasoline-Only|NA|1989,2004,1,0,1,0
Double-Walled|Gasoline-Only|NA|1989,2005,1,0,1,0
Double-Walled|Gasoline-Only|NA|1989,2006,1,0,1,0
Double-Walled|Gasoline-Only|NA|1989,2007,1,0,1,0
Double-Walled|Gasoline-Only|NA|1989,2008,1,0,1,0
Double-Walled|Gasoline-Only|NA|1989,2009,1,0,1,0
Double-Walled|Gasoline-Only|NA|1989,2010,1,0,1,0
Double-Walled|Gasoline-Only|NA|1989,2011,1,0,1,0
Double-Walled|Gasoline-Only|NA|1989,2012,1,0,1,0
Double-Walled|Gasoline-Only|NA|1989,2013,1,0,1,0
Double-Walled|Gasoline-Only|NA|1989,2014,1,0,1,0
Double-Walled|Gasoline-Only|NA|1989,2015,1,0,1,0
Double-Walled|Gasoline-Only|NA|1989,2016,1,0,1,0
Double-Walled|Gasoline-Only|NA|1989,2017,1,0,1,0
Double-Walled|Gasoline-Only|NA|1989,2018,1,0,1,0
Double-Walled|Gasoline-Only|NA|1989,2019,1,0,1,0
Double-Walled|Gasoline-Only|NA|1989,2020,1,0,1,0
Single-Walled|Gasoline-Only|25k-Plus|1986,2011,3,0,3,0
Single-Walled|Gasoline-Only|25k-Plus|1986,2012,3,0,3,0
Single-Walled|Gasoline-Only|25k-Plus|1986,2013,3,0,3,0
Single-Walled|Gasoline-Only|25k-Plus|1986,2014,3,0,3,0
Single-Walled|Gasoline-Only|25k-Plus|1986,2015,3,0,3,0
Single-Walled|Gasoline-Only|12k-25k|1954,1997,9,0,9,0
Single-Walled|Gasoline-Only|12k-25k|1954,1998,9,0,9,0
Single-Walled|Gasoline-Only|12k-25k|1954,1999,9,0,9,0
Single-Walled|Gasoline-Only|12k-25k|1954,2000,9,0,9,0
Single-Walled|Gasoline-Only|12k-25k|1954,2001,9,0,9,0
Single-Walled|Gasoline-Only|12k-25k|1954,2002,7,0,7,0
Single-Walled|Gasoline-Only|12k-25k|1954,2003,7,0,7,0
Single-Walled|Gasoline-Only|12k-25k|1954,2004,7,0,7,0
Single-Walled|Gasoline-Only|12k-25k|1954,2005,7,0,7,0
Single-Walled|Gasoline-Only|12k-25k|1954,2006,7,0,7,0
Double-Walled|Motor-Fuel-Mixed|12k-25k|1980,1985,1,0,1,0
Double-Walled|Motor-Fuel-Mixed|12k-25k|1980,1986,1,0,1,0
Double-Walled|Motor-Fuel-Mixed|12k-25k|1980,1987,1,0,1,0
Double-Walled|Motor-Fuel-Mixed|12k-25k|1980,1988,1,0,1,0
Double-Walled|Motor-Fuel-Mixed|12k-25k|1980,1989,1,0,1,0
Double-Walled|Motor-Fuel-Mixed|12k-25k|1980,1990,1,0,1,0
Double-Walled|Motor-Fuel-Mixed|12k-25k|1980,1991,1,0,1,0
Double-Walled|Motor-Fuel-Mixed|12k-25k|1980,1992,1,0,1,0
Double-Walled|Motor-Fuel-Mixed|12k-25k|1980,1993,1,0,1,0
Double-Walled|Motor-Fuel-Mixed|12k-25k|1980,1994,1,0,1,0
Double-Walled|Motor-Fuel-Mixed|12k-25k|1980,1995,1,0,1,0
Double-Walled|Motor-Fuel-Mixed|12k-25k|1980,1996,1,0,1,0
Double-Walled|Motor-Fuel-Mixed|12k-25k|1980,1997,1,0,1,0
Double-Walled|Motor-Fuel-Mixed|12k-25k|1980,1998,1,0,1,0
Double-Walled|Motor-Fuel-Mixed|12k-25k|1980,1999,1,0,1,0
Double-Walled|Motor-Fuel-Mixed|12k-25k|1980,2000,1,0,1,0
Double-Walled|Motor-Fuel-Mixed|12k-25k|1980,2001,1,0,1,0
Double-Walled|Motor-Fuel-Mixed|12k-25k|1980,2002,1,0,1,0
Double-Walled|Motor-Fuel-Mixed|12k-25k|1980,2003,1,0,1,0
Double-Walled|Motor-Fuel-Mixed|12k-25k|1980,2004,1,0,1,0
Double-Walled|Motor-Fuel-Mixed|12k-25k|1980,2005,1,0,1,0
Double-Walled|Motor-Fuel-Mixed|12k-25k|1980,2006,1,0,1,0
Double-Walled|Motor-Fuel-Mixed|12k-25k|1980,2007,1,0,1,0
Double-Walled|Motor-Fuel-Mixed|12k-25k|1980,2008,1,0,1,0
Double-Walled|Motor-Fuel-Mixed|12k-25k|1980,2009,1,0,1,0
Double-Walled|Motor-Fuel-Mixed|12k-25k|1980,2010,1,0,1,0
Double-Walled|Motor-Fuel-Mixed|12k-25k|1980,2011,1,0,1,0
Double-Walled|Motor-Fuel-Mixed|12k-25k|1980,2012,1,0,1,0
Double-Walled|Motor-Fuel-Mixed|12k-25k|1980,2013,1,0,1,0
Double-Walled|Motor-Fuel-Mixed|12k-25k|1980,2014,1,0,1,0
Double-Walled|Motor-Fuel-Mixed|12k-25k|1980,2015,1,0,1,0
Double-Walled|Motor-Fuel-Mixed|12k-25k|1980,2016,1,0,1,0
Double-Walled|Motor-Fuel-Mixed|12k-25k|1980,2017,1,0,1,0
Double-Walled|Motor-Fuel-Mixed|12k-25k|1980,2018,1,0,1,0
Double-Walled|Motor-Fuel-Mixed|12k-25k|1980,2019,1,0,1,0
Double-Walled|Motor-Fuel-Mixed|12k-25k|1980,2020,1,0,1,0
Double-Walled|Motor-Fuel-Mixed|1k-5k|2015,2016,1,0,1,0
Double-Walled|Motor-Fuel-Mixed|1k-5k|2015,2017,1,0,1,0
Double-Walled|Motor-Fuel-Mixed|1k-5k|2015,2018,1,0,1,0
Double-Walled|Motor-Fuel-Mixed|1k-5k|2015,2019,1,0,1,0
Double-Walled|Motor-Fuel-Mixed|1k-5k|2015,2020,1,0,1,0
Double-Walled|Diesel-Only|NA|1994,1995,1,0,1,0
Double-Walled|Diesel-Only|NA|1994,1996,1,0,1,0
Double-Walled|Diesel-Only|NA|1994,1997,1,0,1,0
Double-Walled|Diesel-Only|NA|1994,1998,1,0,1,0
Double-Walled|Diesel-Only|NA|1994,1999,1,0,1,0
Double-Walled|Diesel-Only|NA|1994,2000,1,0,1,0
Double-Walled|Diesel-Only|NA|1994,2001,1,0,1,0
Double-Walled|Diesel-Only|NA|1994,2002,1,0,1,0
Double-Walled|Diesel-Only|NA|1994,2003,1,0,1,0
Double-Walled|Diesel-Only|NA|1994,2004,1,0,1,0
Double-Walled|Diesel-Only|NA|1994,2005,1,0,1,0
Double-Walled|Diesel-Only|NA|1994,2006,1,0,1,0
Double-Walled|Diesel-Only|NA|1994,2007,1,0,1,0
Double-Walled|Diesel-Only|NA|1994,2008,1,0,1,0
Double-Walled|Diesel-Only|NA|1994,2009,1,0,1,0
Double-Walled|Diesel-Only|NA|1994,2010,1,0,1,0
Double-Walled|Diesel-Only|NA|1994,2011,1,0,1,0
Double-Walled|Diesel-Only|NA|1994,2012,1,0,1,0
Double-Walled|Diesel-Only|NA|1994,2013,1,0,1,0
Double-Walled|Diesel-Only|NA|1994,2014,1,0,1,0
Double-Walled|Diesel-Only|NA|1994,2015,1,0,1,0
Double-Walled|Diesel-Only|NA|1994,2016,1,0,1,0
Double-Walled|Diesel-Only|NA|1994,2017,1,0,1,0
Double-Walled|Diesel-Only|NA|1994,2018,1,0,1,0
Double-Walled|Diesel-Only|NA|1994,2019,1,0,1,0
Double-Walled|Diesel-Only|NA|1994,2020,1,0,1,0
Double-Walled|Motor-Fuel-Mixed|Under-1k|1999,2000,1,0,1,0
