make_model_tank,panel_year,n_total,n_tx,n_ctl,has_both
Single-Walled|Diesel-Only|1k-5k|1985,1986,2045,249,1796,1
Single-Walled|Diesel-Only|1k-5k|1985,1987,2037,247,1790,1
Single-Walled|Diesel-Only|1k-5k|1985,1988,2021,246,1775,1
Single-Walled|Diesel-Only|1k-5k|1985,1989,1969,237,1732,1
Single-Walled|Gasoline-Only|1k-5k|1991,1992,1268,91,1177,1
Single-Walled|Gasoline-Only|1k-5k|1991,1993,1260,91,1169,1
Single-Walled|Gasoline-Only|1k-5k|1991,1994,1256,91,1165,1
Single-Walled|Gasoline-Only|1k-5k|1991,1995,1238,87,1151,1
Single-Walled|Gasoline-Only|1k-5k|1991,1996,1225,86,1139,1
Single-Walled|Gasoline-Only|1k-5k|1991,1997,1209,81,1128,1
Single-Walled|Gasoline-Only|1k-5k|1991,1998,1185,81,1104,1
Single-Walled|Gasoline-Only|1k-5k|1991,1999,1146,76,1070,1
Single-Walled|Gasoline-Only|1k-5k|1991,2000,1121,70,1051,1
Single-Walled|Gasoline-Only|1k-5k|1991,2001,1107,69,1038,1
Single-Walled|Gasoline-Only|1k-5k|1991,2002,1080,64,1016,1
Single-Walled|Gasoline-Only|1k-5k|1991,2003,1054,60,994,1
Single-Walled|Gasoline-Only|1k-5k|1991,2004,1034,60,974,1
Single-Walled|Gasoline-Only|1k-5k|1991,2005,1006,58,948,1
Single-Walled|Gasoline-Only|1k-5k|1991,2006,975,52,923,1
Single-Walled|Gasoline-Only|1k-5k|1991,2007,924,51,873,1
Single-Walled|Gasoline-Only|1k-5k|1991,2008,894,47,847,1
Single-Walled|Gasoline-Only|1k-5k|1991,2009,855,46,809,1
Single-Walled|Gasoline-Only|1k-5k|1991,2010,830,44,786,1
Single-Walled|Gasoline-Only|1k-5k|1991,2011,801,43,758,1
Single-Walled|Gasoline-Only|1k-5k|1991,2012,779,40,739,1
Single-Walled|Gasoline-Only|1k-5k|1991,2013,767,40,727,1
Single-Walled|Gasoline-Only|1k-5k|1991,2014,754,40,714,1
Single-Walled|Gasoline-Only|1k-5k|1991,2015,742,40,702,1
Single-Walled|Gasoline-Only|1k-5k|1991,2016,733,40,693,1
Single-Walled|Gasoline-Only|1k-5k|1991,2017,719,40,679,1
Single-Walled|Gasoline-Only|1k-5k|1991,2018,690,40,650,1
Single-Walled|Gasoline-Only|1k-5k|1991,2019,683,40,643,1
Single-Walled|Gasoline-Only|1k-5k|1991,2020,670,40,630,1
Single-Walled|Gasoline-Only|1k-5k|1956,1985,2985,522,2463,1
Single-Walled|Gasoline-Only|1k-5k|1956,1986,2960,519,2441,1
Single-Walled|Gasoline-Only|1k-5k|1956,1987,2851,513,2338,1
Single-Walled|Gasoline-Only|1k-5k|1956,1988,2726,493,2233,1
Single-Walled|Gasoline-Only|1k-5k|1956,1989,2490,470,2020,1
Single-Walled|Gasoline-Only|Under-1k|1956,1985,824,150,674,1
Single-Walled|Gasoline-Only|Under-1k|1956,1986,808,146,662,1
Single-Walled|Gasoline-Only|Under-1k|1956,1987,796,143,653,1
Single-Walled|Gasoline-Only|Under-1k|1956,1988,767,131,636,1
Single-Walled|Gasoline-Only|Under-1k|1956,1989,706,127,579,1
Single-Walled|Gasoline-Only|1k-5k|1976,1985,10695,2064,8631,1
Single-Walled|Gasoline-Only|1k-5k|1976,1986,10626,2048,8578,1
Single-Walled|Gasoline-Only|1k-5k|1976,1987,10419,2021,8398,1
Single-Walled|Gasoline-Only|1k-5k|1976,1988,10117,1938,8179,1
Single-Walled|Gasoline-Only|1k-5k|1976,1989,9377,1839,7538,1
Single-Walled|Diesel-Only|1k-5k|1991,1992,695,65,630,1
Single-Walled|Diesel-Only|1k-5k|1991,1993,693,65,628,1
Single-Walled|Diesel-Only|1k-5k|1991,1994,689,65,624,1
Single-Walled|Diesel-Only|1k-5k|1991,1995,685,65,620,1
Single-Walled|Diesel-Only|1k-5k|1991,1996,680,64,616,1
Single-Walled|Diesel-Only|1k-5k|1991,1997,678,63,615,1
Single-Walled|Diesel-Only|1k-5k|1991,1998,666,63,603,1
Single-Walled|Diesel-Only|1k-5k|1991,1999,647,62,585,1
Single-Walled|Diesel-Only|1k-5k|1991,2000,634,55,579,1
Single-Walled|Diesel-Only|1k-5k|1991,2001,622,51,571,1
Single-Walled|Diesel-Only|1k-5k|1991,2002,615,50,565,1
Single-Walled|Diesel-Only|1k-5k|1991,2003,604,49,555,1
Single-Walled|Diesel-Only|1k-5k|1991,2004,593,49,544,1
Single-Walled|Diesel-Only|1k-5k|1991,2005,585,48,537,1
Single-Walled|Diesel-Only|1k-5k|1991,2006,574,45,529,1
Single-Walled|Diesel-Only|1k-5k|1991,2007,566,44,522,1
Single-Walled|Diesel-Only|1k-5k|1991,2008,556,42,514,1
Single-Walled|Diesel-Only|1k-5k|1991,2009,548,42,506,1
Single-Walled|Diesel-Only|1k-5k|1991,2010,536,42,494,1
Single-Walled|Diesel-Only|1k-5k|1991,2011,520,40,480,1
Single-Walled|Diesel-Only|1k-5k|1991,2012,511,40,471,1
Single-Walled|Diesel-Only|1k-5k|1991,2013,504,40,464,1
Single-Walled|Diesel-Only|1k-5k|1991,2014,499,40,459,1
Single-Walled|Diesel-Only|1k-5k|1991,2015,492,40,452,1
Single-Walled|Diesel-Only|1k-5k|1991,2016,485,40,445,1
Single-Walled|Diesel-Only|1k-5k|1991,2017,474,40,434,1
Single-Walled|Diesel-Only|1k-5k|1991,2018,463,40,423,1
Single-Walled|Diesel-Only|1k-5k|1991,2019,461,40,421,1
Single-Walled|Diesel-Only|1k-5k|1991,2020,460,40,420,1
Single-Walled|Diesel-Only|1k-5k|1971,1985,2145,375,1770,1
Single-Walled|Diesel-Only|1k-5k|1971,1986,2135,372,1763,1
Single-Walled|Diesel-Only|1k-5k|1971,1987,2096,368,1728,1
Single-Walled|Diesel-Only|1k-5k|1971,1988,2038,352,1686,1
Single-Walled|Diesel-Only|1k-5k|1971,1989,1874,332,1542,1
Single-Walled|Diesel-Only|1k-5k|1971,1990,1696,284,1412,1
Single-Walled|Diesel-Only|1k-5k|1971,1991,1486,239,1247,1
Single-Walled|Diesel-Only|1k-5k|1971,1992,1272,206,1066,1
Single-Walled|Diesel-Only|1k-5k|1971,1993,1088,173,915,1
Single-Walled|Diesel-Only|1k-5k|1971,1994,963,155,808,1
Single-Walled|Gasoline-Only|1k-5k|1980,1985,6846,916,5930,1
Single-Walled|Gasoline-Only|1k-5k|1980,1986,6824,913,5911,1
Single-Walled|Gasoline-Only|1k-5k|1980,1987,6740,904,5836,1
Single-Walled|Gasoline-Only|1k-5k|1980,1988,6629,878,5751,1
Single-Walled|Gasoline-Only|1k-5k|1980,1989,6352,844,5508,1
Single-Walled|Gasoline-Only|1k-5k|1980,1990,5982,775,5207,1
Single-Walled|Gasoline-Only|1k-5k|1980,1991,5539,674,4865,1
Single-Walled|Gasoline-Only|1k-5k|1980,1992,5018,596,4422,1
Single-Walled|Gasoline-Only|1k-5k|1980,1993,4472,519,3953,1
Single-Walled|Gasoline-Only|1k-5k|1980,1994,3824,465,3359,1
Single-Walled|Gasoline-Only|1k-5k|1971,1985,10098,1789,8309,1
Single-Walled|Gasoline-Only|1k-5k|1971,1986,10027,1778,8249,1
Single-Walled|Gasoline-Only|1k-5k|1971,1987,9823,1729,8094,1
Single-Walled|Gasoline-Only|1k-5k|1971,1988,9459,1616,7843,1
Single-Walled|Gasoline-Only|1k-5k|1971,1989,8685,1506,7179,1
Single-Walled|Gasoline-Only|1k-5k|1971,1990,7865,1376,6489,1
Single-Walled|Gasoline-Only|1k-5k|1971,1991,6863,1149,5714,1
Single-Walled|Gasoline-Only|1k-5k|1971,1992,5935,1007,4928,1
Single-Walled|Gasoline-Only|1k-5k|1971,1993,5233,900,4333,1
Single-Walled|Gasoline-Only|1k-5k|1971,1994,4651,821,3830,1
Single-Walled|Diesel-Only|1k-5k|1994,1995,428,24,404,1
Single-Walled|Diesel-Only|1k-5k|1994,1996,426,24,402,1
Single-Walled|Diesel-Only|1k-5k|1994,1997,425,24,401,1
Single-Walled|Diesel-Only|1k-5k|1994,1998,424,24,400,1
Single-Walled|Diesel-Only|1k-5k|1994,1999,423,24,399,1
Single-Walled|Diesel-Only|1k-5k|1994,2000,417,22,395,1
Single-Walled|Diesel-Only|1k-5k|1994,2001,416,22,394,1
Single-Walled|Diesel-Only|1k-5k|1994,2002,414,22,392,1
Single-Walled|Diesel-Only|1k-5k|1994,2003,409,20,389,1
Single-Walled|Diesel-Only|1k-5k|1994,2004,403,20,383,1
Single-Walled|Diesel-Only|1k-5k|1994,2005,398,19,379,1
Single-Walled|Diesel-Only|1k-5k|1994,2006,392,19,373,1
Single-Walled|Diesel-Only|1k-5k|1994,2007,388,19,369,1
Single-Walled|Diesel-Only|1k-5k|1994,2008,380,19,361,1
Single-Walled|Diesel-Only|1k-5k|1994,2009,366,18,348,1
Single-Walled|Diesel-Only|1k-5k|1994,2010,358,18,340,1
Single-Walled|Diesel-Only|1k-5k|1994,2011,353,18,335,1
Single-Walled|Diesel-Only|1k-5k|1994,2012,345,18,327,1
Single-Walled|Gasoline-Only|1k-5k|1994,1995,523,35,488,1
Single-Walled|Gasoline-Only|1k-5k|1994,1996,520,35,485,1
Single-Walled|Gasoline-Only|1k-5k|1994,1997,519,35,484,1
Single-Walled|Gasoline-Only|1k-5k|1994,1998,516,35,481,1
Single-Walled|Gasoline-Only|1k-5k|1994,1999,512,33,479,1
Single-Walled|Gasoline-Only|1k-5k|1994,2000,504,29,475,1
Single-Walled|Gasoline-Only|1k-5k|1994,2001,497,29,468,1
Single-Walled|Gasoline-Only|1k-5k|1994,2002,490,29,461,1
Single-Walled|Gasoline-Only|1k-5k|1994,2003,475,25,450,1
Single-Walled|Gasoline-Only|1k-5k|1994,2004,465,25,440,1
Single-Walled|Gasoline-Only|1k-5k|1994,2005,456,21,435,1
Single-Walled|Gasoline-Only|1k-5k|1994,2006,449,21,428,1
Single-Walled|Gasoline-Only|1k-5k|1994,2007,435,20,415,1
Single-Walled|Gasoline-Only|1k-5k|1994,2008,419,20,399,1
Single-Walled|Gasoline-Only|1k-5k|1994,2009,403,20,383,1
Single-Walled|Gasoline-Only|1k-5k|1994,2010,398,20,378,1
Single-Walled|Gasoline-Only|1k-5k|1994,2011,381,18,363,1
Single-Walled|Gasoline-Only|1k-5k|1994,2012,371,18,353,1
Single-Walled|Diesel-Only|5k-12k|1971,1985,1487,266,1221,1
Single-Walled|Diesel-Only|5k-12k|1971,1986,1475,266,1209,1
Single-Walled|Diesel-Only|5k-12k|1971,1987,1455,259,1196,1
Single-Walled|Diesel-Only|5k-12k|1971,1988,1405,242,1163,1
Single-Walled|Diesel-Only|5k-12k|1971,1989,1320,231,1089,1
Single-Walled|Diesel-Only|5k-12k|1971,1990,1229,200,1029,1
Single-Walled|Diesel-Only|5k-12k|1971,1991,1062,161,901,1
Single-Walled|Diesel-Only|5k-12k|1971,1992,903,138,765,1
Single-Walled|Diesel-Only|5k-12k|1971,1993,794,112,682,1
Single-Walled|Diesel-Only|5k-12k|1971,1994,719,97,622,1
Single-Walled|Diesel-Only|5k-12k|1971,1995,640,81,559,1
Single-Walled|Diesel-Only|5k-12k|1971,1996,575,74,501,1
Single-Walled|Diesel-Only|5k-12k|1971,1997,524,64,460,1
Double-Walled|Diesel-Only|1k-5k|1990,1991,309,18,291,1
Double-Walled|Diesel-Only|1k-5k|1990,1992,307,17,290,1
Double-Walled|Diesel-Only|1k-5k|1990,1993,306,17,289,1
Double-Walled|Diesel-Only|1k-5k|1990,1994,305,16,289,1
Double-Walled|Diesel-Only|1k-5k|1990,1995,303,16,287,1
Double-Walled|Diesel-Only|1k-5k|1990,1996,303,16,287,1
Double-Walled|Diesel-Only|1k-5k|1990,1997,300,15,285,1
Double-Walled|Diesel-Only|1k-5k|1990,1998,296,15,281,1
Double-Walled|Diesel-Only|1k-5k|1990,1999,289,11,278,1
Double-Walled|Diesel-Only|1k-5k|1990,2000,281,10,271,1
Double-Walled|Diesel-Only|1k-5k|1990,2001,278,10,268,1
Double-Walled|Diesel-Only|1k-5k|1990,2002,273,9,264,1
Double-Walled|Diesel-Only|1k-5k|1990,2003,270,9,261,1
Double-Walled|Diesel-Only|1k-5k|1990,2004,262,6,256,1
Double-Walled|Diesel-Only|1k-5k|1990,2005,258,6,252,1
Double-Walled|Diesel-Only|1k-5k|1990,2006,248,6,242,1
Double-Walled|Diesel-Only|1k-5k|1990,2007,243,5,238,1
Double-Walled|Diesel-Only|1k-5k|1990,2008,238,5,233,1
Double-Walled|Diesel-Only|1k-5k|1990,2009,237,5,232,1
Double-Walled|Diesel-Only|1k-5k|1990,2010,228,3,225,1
Double-Walled|Diesel-Only|1k-5k|1990,2011,214,2,212,1
Double-Walled|Diesel-Only|1k-5k|1990,2012,211,2,209,1
Double-Walled|Diesel-Only|1k-5k|1990,2013,202,2,200,1
Double-Walled|Diesel-Only|1k-5k|1990,2014,197,2,195,1
Double-Walled|Diesel-Only|1k-5k|1990,2015,194,2,192,1
Single-Walled|Gasoline-Only|Under-1k|1990,1991,107,4,103,1
Single-Walled|Gasoline-Only|Under-1k|1990,1992,103,4,99,1
Single-Walled|Gasoline-Only|Under-1k|1990,1993,102,4,98,1
Single-Walled|Other-Fuel|12k-25k|1988,1989,219,113,106,1
Single-Walled|Other-Fuel|12k-25k|1988,1990,213,113,100,1
Single-Walled|Other-Fuel|12k-25k|1988,1991,213,113,100,1
Single-Walled|Other-Fuel|12k-25k|1988,1992,212,113,99,1
Single-Walled|Other-Fuel|12k-25k|1988,1993,210,113,97,1
Single-Walled|Other-Fuel|12k-25k|1988,1994,206,113,93,1
Single-Walled|Other-Fuel|12k-25k|1988,1995,204,113,91,1
Single-Walled|Other-Fuel|12k-25k|1988,1996,202,112,90,1
Single-Walled|Other-Fuel|12k-25k|1988,1997,199,112,87,1
Single-Walled|Other-Fuel|12k-25k|1988,1998,199,112,87,1
Single-Walled|Other-Fuel|12k-25k|1988,1999,197,112,85,1
Single-Walled|Other-Fuel|12k-25k|1988,2000,194,111,83,1
Single-Walled|Other-Fuel|12k-25k|1988,2001,193,111,82,1
Single-Walled|Other-Fuel|12k-25k|1988,2002,192,111,81,1
Single-Walled|Other-Fuel|12k-25k|1988,2003,192,111,81,1
Single-Walled|Other-Fuel|12k-25k|1988,2004,191,111,80,1
Single-Walled|Other-Fuel|12k-25k|1988,2005,190,111,79,1
Single-Walled|Other-Fuel|12k-25k|1988,2006,188,111,77,1
Single-Walled|Other-Fuel|12k-25k|1988,2007,185,109,76,1
Single-Walled|Other-Fuel|12k-25k|1988,2008,184,109,75,1
Single-Walled|Other-Fuel|12k-25k|1988,2009,181,106,75,1
Single-Walled|Other-Fuel|12k-25k|1988,2010,178,106,72,1
Single-Walled|Other-Fuel|12k-25k|1988,2011,177,106,71,1
Single-Walled|Other-Fuel|12k-25k|1988,2012,167,100,67,1
Single-Walled|Other-Fuel|12k-25k|1988,2013,160,94,66,1
Single-Walled|Other-Fuel|12k-25k|1988,2014,146,86,60,1
Single-Walled|Other-Fuel|12k-25k|1988,2015,139,82,57,1
Single-Walled|Other-Fuel|12k-25k|1988,2016,122,68,54,1
Single-Walled|Other-Fuel|12k-25k|1988,2017,113,66,47,1
Single-Walled|Other-Fuel|12k-25k|1988,2018,101,57,44,1
Single-Walled|Other-Fuel|12k-25k|1988,2019,97,53,44,1
Single-Walled|Other-Fuel|12k-25k|1988,2020,87,43,44,1
Single-Walled|Diesel-Only|5k-12k|1988,1989,1637,242,1395,1
Single-Walled|Diesel-Only|5k-12k|1988,1990,1630,242,1388,1
Single-Walled|Diesel-Only|5k-12k|1988,1991,1622,241,1381,1
Single-Walled|Diesel-Only|5k-12k|1988,1992,1603,240,1363,1
Single-Walled|Diesel-Only|5k-12k|1988,1993,1587,238,1349,1
Single-Walled|Diesel-Only|5k-12k|1988,1994,1555,238,1317,1
Single-Walled|Diesel-Only|5k-12k|1988,1995,1534,236,1298,1
Single-Walled|Diesel-Only|5k-12k|1988,1996,1513,235,1278,1
Single-Walled|Diesel-Only|5k-12k|1988,1997,1485,235,1250,1
Single-Walled|Diesel-Only|5k-12k|1988,1998,1455,233,1222,1
Single-Walled|Diesel-Only|5k-12k|1988,1999,1398,226,1172,1
Single-Walled|Diesel-Only|5k-12k|1988,2000,1360,224,1136,1
Single-Walled|Diesel-Only|5k-12k|1988,2001,1343,223,1120,1
Single-Walled|Diesel-Only|5k-12k|1988,2002,1322,222,1100,1
Single-Walled|Diesel-Only|5k-12k|1988,2003,1306,222,1084,1
Single-Walled|Diesel-Only|5k-12k|1988,2004,1290,217,1073,1
Single-Walled|Diesel-Only|5k-12k|1988,2005,1269,210,1059,1
Single-Walled|Diesel-Only|5k-12k|1988,2006,1251,207,1044,1
Single-Walled|Diesel-Only|5k-12k|1988,2007,1234,206,1028,1
Single-Walled|Diesel-Only|5k-12k|1988,2008,1207,199,1008,1
Single-Walled|Diesel-Only|5k-12k|1988,2009,1183,193,990,1
Single-Walled|Diesel-Only|5k-12k|1988,2010,1150,190,960,1
Single-Walled|Diesel-Only|5k-12k|1988,2011,1128,185,943,1
Single-Walled|Diesel-Only|5k-12k|1988,2012,1120,185,935,1
Single-Walled|Diesel-Only|5k-12k|1988,2013,1099,185,914,1
Single-Walled|Diesel-Only|5k-12k|1988,2014,1084,185,899,1
Single-Walled|Diesel-Only|5k-12k|1988,2015,1063,185,878,1
Single-Walled|Diesel-Only|5k-12k|1988,2016,1048,185,863,1
Single-Walled|Diesel-Only|5k-12k|1988,2017,1031,185,846,1
Single-Walled|Diesel-Only|5k-12k|1988,2018,1004,185,819,1
Single-Walled|Diesel-Only|5k-12k|1988,2019,988,185,803,1
Single-Walled|Diesel-Only|5k-12k|1988,2020,976,185,791,1
Single-Walled|Diesel-Only|12k-25k|1988,1989,410,52,358,1
Single-Walled|Diesel-Only|12k-25k|1988,1990,410,52,358,1
Single-Walled|Diesel-Only|12k-25k|1988,1991,407,52,355,1
Single-Walled|Diesel-Only|12k-25k|1988,1992,404,52,352,1
Single-Walled|Diesel-Only|12k-25k|1988,1993,398,52,346,1
Single-Walled|Diesel-Only|12k-25k|1988,1994,394,52,342,1
Single-Walled|Diesel-Only|12k-25k|1988,1995,388,52,336,1
Single-Walled|Diesel-Only|12k-25k|1988,1996,386,52,334,1
Single-Walled|Diesel-Only|12k-25k|1988,1997,383,52,331,1
Single-Walled|Diesel-Only|12k-25k|1988,1998,368,52,316,1
Single-Walled|Diesel-Only|12k-25k|1988,1999,352,52,300,1
Single-Walled|Diesel-Only|12k-25k|1988,2000,344,52,292,1
Single-Walled|Diesel-Only|12k-25k|1988,2001,341,52,289,1
Single-Walled|Diesel-Only|12k-25k|1988,2002,340,52,288,1
Single-Walled|Diesel-Only|12k-25k|1988,2003,337,52,285,1
Single-Walled|Diesel-Only|12k-25k|1988,2004,333,52,281,1
Single-Walled|Diesel-Only|12k-25k|1988,2005,323,52,271,1
Single-Walled|Diesel-Only|12k-25k|1988,2006,314,49,265,1
Single-Walled|Diesel-Only|12k-25k|1988,2007,307,49,258,1
Single-Walled|Diesel-Only|12k-25k|1988,2008,301,49,252,1
Single-Walled|Diesel-Only|12k-25k|1988,2009,292,43,249,1
Single-Walled|Diesel-Only|12k-25k|1988,2010,285,42,243,1
Single-Walled|Diesel-Only|12k-25k|1988,2011,283,41,242,1
Single-Walled|Diesel-Only|12k-25k|1988,2012,281,41,240,1
Single-Walled|Diesel-Only|12k-25k|1988,2013,280,41,239,1
Single-Walled|Diesel-Only|12k-25k|1988,2014,274,41,233,1
Single-Walled|Diesel-Only|12k-25k|1988,2015,272,41,231,1
Single-Walled|Diesel-Only|12k-25k|1988,2016,269,41,228,1
Single-Walled|Diesel-Only|12k-25k|1988,2017,263,41,222,1
Single-Walled|Diesel-Only|12k-25k|1988,2018,260,41,219,1
Single-Walled|Diesel-Only|12k-25k|1988,2019,259,41,218,1
Single-Walled|Diesel-Only|12k-25k|1988,2020,257,41,216,1
Single-Walled|Gasoline-Only|12k-25k|1988,1989,988,162,826,1
Single-Walled|Gasoline-Only|12k-25k|1988,1990,984,159,825,1
Single-Walled|Gasoline-Only|12k-25k|1988,1991,981,159,822,1
Single-Walled|Gasoline-Only|12k-25k|1988,1992,978,159,819,1
Single-Walled|Gasoline-Only|12k-25k|1988,1993,973,157,816,1
Single-Walled|Gasoline-Only|12k-25k|1988,1994,955,157,798,1
Single-Walled|Gasoline-Only|12k-25k|1988,1995,938,157,781,1
Single-Walled|Gasoline-Only|12k-25k|1988,1996,934,155,779,1
Single-Walled|Gasoline-Only|12k-25k|1988,1997,929,155,774,1
Single-Walled|Gasoline-Only|12k-25k|1988,1998,907,155,752,1
Single-Walled|Gasoline-Only|12k-25k|1988,1999,888,153,735,1
Single-Walled|Gasoline-Only|12k-25k|1988,2000,869,149,720,1
Single-Walled|Gasoline-Only|12k-25k|1988,2001,863,147,716,1
Single-Walled|Gasoline-Only|12k-25k|1988,2002,857,145,712,1
Single-Walled|Gasoline-Only|12k-25k|1988,2003,848,139,709,1
Single-Walled|Gasoline-Only|12k-25k|1988,2004,822,132,690,1
Single-Walled|Gasoline-Only|12k-25k|1988,2005,799,123,676,1
Single-Walled|Gasoline-Only|12k-25k|1988,2006,783,118,665,1
Single-Walled|Gasoline-Only|12k-25k|1988,2007,762,110,652,1
Single-Walled|Gasoline-Only|12k-25k|1988,2008,743,108,635,1
Single-Walled|Gasoline-Only|12k-25k|1988,2009,725,99,626,1
Single-Walled|Gasoline-Only|12k-25k|1988,2010,709,96,613,1
Single-Walled|Gasoline-Only|12k-25k|1988,2011,705,96,609,1
Single-Walled|Gasoline-Only|12k-25k|1988,2012,689,92,597,1
Single-Walled|Gasoline-Only|12k-25k|1988,2013,683,92,591,1
Single-Walled|Gasoline-Only|12k-25k|1988,2014,667,92,575,1
Single-Walled|Gasoline-Only|12k-25k|1988,2015,653,92,561,1
Single-Walled|Gasoline-Only|12k-25k|1988,2016,648,92,556,1
Single-Walled|Gasoline-Only|12k-25k|1988,2017,639,92,547,1
Single-Walled|Gasoline-Only|12k-25k|1988,2018,628,92,536,1
Single-Walled|Gasoline-Only|12k-25k|1988,2019,618,92,526,1
Single-Walled|Gasoline-Only|12k-25k|1988,2020,614,92,522,1
Single-Walled|Gasoline-Only|5k-12k|1989,1990,5561,690,4871,1
Single-Walled|Gasoline-Only|5k-12k|1989,1991,5545,690,4855,1
Single-Walled|Gasoline-Only|5k-12k|1989,1992,5522,687,4835,1
Single-Walled|Gasoline-Only|5k-12k|1989,1993,5500,684,4816,1
Single-Walled|Gasoline-Only|5k-12k|1989,1994,5448,682,4766,1
Single-Walled|Gasoline-Only|5k-12k|1989,1995,5379,674,4705,1
Single-Walled|Gasoline-Only|5k-12k|1989,1996,5328,664,4664,1
Single-Walled|Diesel-Only|5k-12k|1989,1990,1343,167,1176,1
Single-Walled|Diesel-Only|5k-12k|1989,1991,1334,166,1168,1
Single-Walled|Diesel-Only|5k-12k|1989,1992,1326,164,1162,1
Single-Walled|Diesel-Only|5k-12k|1989,1993,1322,164,1158,1
Single-Walled|Diesel-Only|5k-12k|1989,1994,1313,164,1149,1
Single-Walled|Diesel-Only|5k-12k|1989,1995,1298,163,1135,1
Single-Walled|Diesel-Only|5k-12k|1989,1996,1286,163,1123,1
Single-Walled|Gasoline-Only|5k-12k|1998,1999,2007,141,1866,1
Single-Walled|Gasoline-Only|5k-12k|1998,2000,1997,141,1856,1
Single-Walled|Gasoline-Only|5k-12k|1998,2001,1996,141,1855,1
Single-Walled|Gasoline-Only|5k-12k|1998,2002,1985,141,1844,1
Single-Walled|Gasoline-Only|5k-12k|1998,2003,1982,141,1841,1
Single-Walled|Gasoline-Only|5k-12k|1998,2004,1963,141,1822,1
Single-Walled|Gasoline-Only|5k-12k|1998,2005,1944,139,1805,1
Single-Walled|Gasoline-Only|5k-12k|1998,2006,1930,138,1792,1
Single-Walled|Gasoline-Only|5k-12k|1998,2007,1912,137,1775,1
Single-Walled|Gasoline-Only|5k-12k|1998,2008,1895,133,1762,1
Single-Walled|Gasoline-Only|5k-12k|1998,2009,1881,132,1749,1
Single-Walled|Gasoline-Only|5k-12k|1998,2010,1864,130,1734,1
Single-Walled|Gasoline-Only|5k-12k|1998,2011,1848,129,1719,1
Single-Walled|Gasoline-Only|5k-12k|1998,2012,1837,128,1709,1
Single-Walled|Gasoline-Only|5k-12k|1998,2013,1833,128,1705,1
Single-Walled|Gasoline-Only|5k-12k|1998,2014,1809,128,1681,1
Single-Walled|Gasoline-Only|5k-12k|1998,2015,1786,128,1658,1
Single-Walled|Gasoline-Only|5k-12k|1998,2016,1775,128,1647,1
Single-Walled|Gasoline-Only|5k-12k|1998,2017,1760,128,1632,1
Single-Walled|Gasoline-Only|5k-12k|1998,2018,1750,128,1622,1
Single-Walled|Gasoline-Only|5k-12k|1998,2019,1745,128,1617,1
Single-Walled|Gasoline-Only|5k-12k|1998,2020,1734,128,1606,1
Single-Walled|Diesel-Only|5k-12k|1998,1999,739,74,665,1
Single-Walled|Diesel-Only|5k-12k|1998,2000,737,74,663,1
Single-Walled|Diesel-Only|5k-12k|1998,2001,736,74,662,1
Single-Walled|Diesel-Only|5k-12k|1998,2002,734,74,660,1
Single-Walled|Diesel-Only|5k-12k|1998,2003,733,74,659,1
Single-Walled|Diesel-Only|5k-12k|1998,2004,729,74,655,1
Single-Walled|Diesel-Only|5k-12k|1998,2005,726,73,653,1
Single-Walled|Diesel-Only|5k-12k|1998,2006,724,72,652,1
Single-Walled|Diesel-Only|5k-12k|1998,2007,719,72,647,1
Single-Walled|Diesel-Only|5k-12k|1998,2008,711,70,641,1
Single-Walled|Diesel-Only|5k-12k|1998,2009,705,70,635,1
Single-Walled|Diesel-Only|5k-12k|1998,2010,698,69,629,1
Single-Walled|Diesel-Only|5k-12k|1998,2011,693,69,624,1
Single-Walled|Diesel-Only|5k-12k|1998,2012,689,69,620,1
Single-Walled|Diesel-Only|5k-12k|1998,2013,689,69,620,1
Single-Walled|Diesel-Only|5k-12k|1998,2014,683,69,614,1
Single-Walled|Diesel-Only|5k-12k|1998,2015,677,69,608,1
Single-Walled|Diesel-Only|5k-12k|1998,2016,672,69,603,1
Single-Walled|Diesel-Only|5k-12k|1998,2017,666,69,597,1
Single-Walled|Diesel-Only|5k-12k|1998,2018,662,69,593,1
Single-Walled|Diesel-Only|5k-12k|1998,2019,661,69,592,1
Single-Walled|Diesel-Only|5k-12k|1998,2020,655,69,586,1
Single-Walled|Gasoline-Only|1k-5k|1979,1985,5010,849,4161,1
Single-Walled|Gasoline-Only|1k-5k|1979,1986,5001,845,4156,1
Single-Walled|Gasoline-Only|1k-5k|1979,1987,4936,830,4106,1
Single-Walled|Gasoline-Only|1k-5k|1979,1988,4835,811,4024,1
Single-Walled|Gasoline-Only|1k-5k|1979,1989,4612,782,3830,1
Single-Walled|Gasoline-Only|1k-5k|1979,1990,4248,714,3534,1
Single-Walled|Gasoline-Only|1k-5k|1979,1991,3864,626,3238,1
Single-Walled|Gasoline-Only|1k-5k|1979,1992,3492,551,2941,1
Single-Walled|Gasoline-Only|1k-5k|1979,1993,3068,483,2585,1
Single-Walled|Gasoline-Only|1k-5k|1979,1994,2681,419,2262,1
Single-Walled|Diesel-Only|1k-5k|1979,1985,1693,259,1434,1
Single-Walled|Diesel-Only|1k-5k|1979,1986,1689,258,1431,1
Single-Walled|Diesel-Only|1k-5k|1979,1987,1680,256,1424,1
Single-Walled|Diesel-Only|1k-5k|1979,1988,1656,256,1400,1
Single-Walled|Diesel-Only|1k-5k|1979,1989,1589,246,1343,1
Single-Walled|Diesel-Only|1k-5k|1979,1990,1478,225,1253,1
