panel_id,is_gas
MNTS0007807_MN,1
MNTS0007810_MN,1
MNTS0007811_MN,0
MNTS0007813_MN,1
MNTS0007816_MN,0
MNTS0007817_MN,0
MNTS0007818_MN,1
MNTS0007820_MN,1
MNTS0007821_MN,1
MNTS0007822_MN,1
MNTS0007823_MN,0
MNTS0007824_MN,1
MNTS0007831_MN,1
MNTS0007833_MN,1
MNTS0007834_MN,1
MNTS0007835_MN,1
MNTS0007836_MN,1
MNTS0007839_MN,0
MNTS0007840_MN,0
MNTS0007841_MN,0
MNTS0007843_MN,1
MNTS0007844_MN,1
MNTS0007845_MN,1
MNTS0007846_MN,0
MNTS0007847_MN,0
MNTS0007852_MN,1
MNTS0007854_MN,1
MNTS0007855_MN,0
MNTS0007856_MN,0
MNTS0007857_MN,0
MNTS0007859_MN,1
MNTS0007861_MN,1
MNTS0007863_MN,1
MNTS0007864_MN,0
MNTS0007865_MN,0
MNTS0007866_MN,1
MNTS0007869_MN,1
MNTS0007870_MN,0
MNTS0007871_MN,1
MNTS0007873_MN,1
MNTS0007874_MN,1
MNTS0007876_MN,1
MNTS0007877_MN,1
MNTS0007878_MN,0
MNTS0007882_MN,1
MNTS0007886_MN,1
MNTS0007893_MN,1
MNTS0007894_MN,1
MNTS0007896_MN,1
MNTS0007897_MN,1
MNTS0007899_MN,1
MNTS0007900_MN,1
MNTS0007901_MN,0
MNTS0007902_MN,0
MNTS0007903_MN,1
MNTS0007905_MN,1
MNTS0007906_MN,1
MNTS0007907_MN,1
MNTS0007908_MN,1
MNTS0007910_MN,1
MNTS0007911_MN,1
MNTS0007912_MN,0
MNTS0007913_MN,1
MNTS0007914_MN,0
MNTS0007917_MN,0
MNTS0007919_MN,1
MNTS0007921_MN,1
MNTS0007922_MN,1
MNTS0007923_MN,1
MNTS0007924_MN,1
MNTS0007925_MN,0
MNTS0007926_MN,0
MNTS0007927_MN,1
MNTS0007928_MN,0
MNTS0007929_MN,0
MNTS0007930_MN,1
MNTS0007931_MN,1
MNTS0007932_MN,1
MNTS0007933_MN,1
MNTS0007935_MN,1
MNTS0007939_MN,1
MNTS0007943_MN,0
MNTS0007944_MN,0
MNTS0007945_MN,1
MNTS0007946_MN,1
MNTS0007947_MN,1
MNTS0007949_MN,0
MNTS0007950_MN,0
MNTS0007951_MN,1
MNTS0007953_MN,1
MNTS0007954_MN,1
MNTS0007955_MN,1
MNTS0007956_MN,1
MNTS0007957_MN,0
MNTS0007958_MN,1
MNTS0007960_MN,1
MNTS0007961_MN,1
MNTS0007962_MN,0
MNTS0007963_MN,0
MNTS0007964_MN,0
MNTS0007965_MN,1
MNTS0007967_MN,1
MNTS0007968_MN,0
MNTS0007969_MN,1
MNTS0007970_MN,1
MNTS0007971_MN,0
MNTS0007975_MN,1
MNTS0007976_MN,1
MNTS0007977_MN,1
MNTS0007978_MN,1
MNTS0007979_MN,1
MNTS0007980_MN,1
MNTS0007982_MN,1
MNTS0007987_MN,1
MNTS0007988_MN,1
MNTS0007989_MN,0
MNTS0007990_MN,1
MNTS0007991_MN,0
MNTS0007992_MN,1
MNTS0007993_MN,1
MNTS0007995_MN,1
MNTS0007997_MN,1
MNTS0007998_MN,1
MNTS0007999_MN,1
MNTS0008004_MN,1
MNTS0008005_MN,0
MNTS0008006_MN,1
MNTS0008007_MN,1
MNTS0008008_MN,0
MNTS0008009_MN,0
MNTS0008010_MN,1
MNTS0008011_MN,1
MNTS0008012_MN,1
MNTS0008013_MN,0
MNTS0008014_MN,0
MNTS0008015_MN,1
MNTS0008018_MN,0
MNTS0008019_MN,1
MNTS0008020_MN,1
MNTS0008022_MN,1
MNTS0008023_MN,1
MNTS0008024_MN,1
MNTS0008025_MN,1
MNTS0008026_MN,0
MNTS0008027_MN,1
MNTS0008036_MN,1
MNTS0008037_MN,1
MNTS0008038_MN,1
MNTS0008039_MN,0
MNTS0008040_MN,1
MNTS0008041_MN,1
MNTS0008042_MN,1
MNTS0008043_MN,0
MNTS0008045_MN,1
MNTS0008048_MN,1
MNTS0008049_MN,1
MNTS0008051_MN,0
MNTS0008052_MN,0
MNTS0008054_MN,1
MNTS0008056_MN,1
MNTS0008058_MN,1
MNTS0008059_MN,1
MNTS0008060_MN,1
MNTS0008062_MN,1
MNTS0008065_MN,1
MNTS0008068_MN,1
MNTS0008069_MN,1
MNTS0008070_MN,1
MNTS0008073_MN,1
MNTS0008075_MN,0
MNTS0008077_MN,0
MNTS0008078_MN,0
MNTS0008079_MN,1
MNTS0008081_MN,0
MNTS0008082_MN,0
MNTS0008084_MN,1
MNTS0008087_MN,0
MNTS0008088_MN,1
MNTS0008090_MN,0
MNTS0008092_MN,1
MNTS0008094_MN,0
MNTS0008096_MN,1
MNTS0008097_MN,1
MNTS0008098_MN,1
MNTS0008099_MN,1
MNTS0008100_MN,1
MNTS0008102_MN,0
MNTS0008103_MN,0
MNTS0008104_MN,1
MNTS0008105_MN,0
MNTS0008106_MN,1
MNTS0008108_MN,1
MNTS0008109_MN,1
MNTS0008112_MN,1
MNTS0008113_MN,1
MNTS0008115_MN,0
MNTS0008116_MN,1
MNTS0008119_MN,0
MNTS0008120_MN,1
MNTS0008122_MN,1
MNTS0008123_MN,0
MNTS0008124_MN,0
MNTS0008125_MN,0
MNTS0008126_MN,0
MNTS0008127_MN,1
MNTS0008130_MN,1
MNTS0008131_MN,1
MNTS0008133_MN,1
MNTS0008134_MN,1
MNTS0008136_MN,0
MNTS0008139_MN,0
MNTS0008141_MN,0
MNTS0008144_MN,1
MNTS0008145_MN,0
MNTS0008146_MN,0
MNTS0008147_MN,1
MNTS0008148_MN,1
MNTS0008149_MN,1
MNTS0008150_MN,1
MNTS0008152_MN,1
MNTS0008156_MN,0
MNTS0008157_MN,0
MNTS0008158_MN,0
MNTS0008159_MN,1
MNTS0008160_MN,0
MNTS0008161_MN,0
MNTS0008162_MN,1
MNTS0008163_MN,1
MNTS0008164_MN,1
MNTS0008166_MN,1
MNTS0008168_MN,0
MNTS0008170_MN,1
MNTS0008175_MN,1
MNTS0008176_MN,1
MNTS0008177_MN,1
MNTS0008180_MN,1
MNTS0008183_MN,1
MNTS0008184_MN,1
MNTS0008185_MN,1
MNTS0008186_MN,1
MNTS0008188_MN,0
MNTS0008190_MN,1
MNTS0008191_MN,0
MNTS0008192_MN,1
MNTS0008195_MN,1
MNTS0008197_MN,0
MNTS0008198_MN,1
MNTS0008200_MN,1
MNTS0008201_MN,1
MNTS0008202_MN,1
MNTS0008203_MN,1
MNTS0008204_MN,1
MNTS0008205_MN,0
MNTS0008206_MN,0
MNTS0008207_MN,0
MNTS0008208_MN,0
MNTS0008209_MN,0
MNTS0008210_MN,1
MNTS0008211_MN,0
MNTS0008212_MN,0
MNTS0008213_MN,1
MNTS0008214_MN,0
MNTS0008215_MN,0
MNTS0008218_MN,1
MNTS0008219_MN,0
MNTS0008220_MN,1
MNTS0008222_MN,1
MNTS0008223_MN,1
MNTS0008224_MN,1
MNTS0008225_MN,0
MNTS0008226_MN,1
MNTS0008230_MN,1
MNTS0008231_MN,1
MNTS0008234_MN,0
MNTS0008236_MN,1
MNTS0008239_MN,1
MNTS0008240_MN,1
MNTS0008241_MN,1
MNTS0008242_MN,1
MNTS0008243_MN,1
MNTS0008244_MN,1
MNTS0008245_MN,0
MNTS0008246_MN,1
MNTS0008247_MN,0
MNTS0008249_MN,1
MNTS0008254_MN,1
MNTS0008261_MN,0
MNTS0008263_MN,1
MNTS0008264_MN,1
MNTS0008265_MN,1
MNTS0008270_MN,1
MNTS0008272_MN,1
MNTS0008273_MN,0
MNTS0008274_MN,1
MNTS0008275_MN,1
MNTS0008278_MN,0
MNTS0008281_MN,1
MNTS0008284_MN,1
MNTS0008288_MN,1
MNTS0008289_MN,0
MNTS0008294_MN,1
MNTS0008295_MN,1
MNTS0008296_MN,0
MNTS0008297_MN,1
MNTS0008298_MN,1
MNTS0008299_MN,0
MNTS0008301_MN,0
MNTS0008302_MN,1
MNTS0008303_MN,1
MNTS0008305_MN,0
MNTS0008306_MN,1
MNTS0008308_MN,1
MNTS0008312_MN,0
MNTS0008315_MN,1
MNTS0008318_MN,1
MNTS0008322_MN,1
MNTS0008324_MN,1
MNTS0008325_MN,1
MNTS0008326_MN,1
MNTS0008327_MN,1
MNTS0008328_MN,0
MNTS0008330_MN,1
MNTS0008332_MN,1
MNTS0008336_MN,0
MNTS0008337_MN,1
MNTS0008338_MN,1
MNTS0008339_MN,1
MNTS0008340_MN,1
MNTS0008341_MN,0
MNTS0008342_MN,1
MNTS0008343_MN,1
MNTS0008345_MN,0
MNTS0008346_MN,0
MNTS0008347_MN,1
MNTS0008348_MN,1
MNTS0008349_MN,1
MNTS0008353_MN,0
MNTS0008355_MN,1
MNTS0008356_MN,1
MNTS0008359_MN,0
MNTS0008361_MN,1
MNTS0008362_MN,1
MNTS0008363_MN,1
MNTS0008364_MN,0
MNTS0008365_MN,0
MNTS0008366_MN,1
MNTS0008367_MN,0
MNTS0008372_MN,0
MNTS0008373_MN,1
MNTS0008374_MN,1
MNTS0008375_MN,1
MNTS0008376_MN,1
MNTS0008377_MN,1
MNTS0008378_MN,0
MNTS0008379_MN,1
MNTS0008381_MN,0
MNTS0008385_MN,1
MNTS0008389_MN,1
MNTS0008391_MN,1
MNTS0008392_MN,1
MNTS0008404_MN,1
MNTS0008411_MN,0
MNTS0008422_MN,1
MNTS0008427_MN,1
MNTS0008430_MN,0
MNTS0008431_MN,0
MNTS0008432_MN,1
MNTS0008433_MN,1
MNTS0008434_MN,0
MNTS0008435_MN,1
MNTS0008441_MN,1
MNTS0008446_MN,1
MNTS0008447_MN,1
MNTS0008448_MN,0
MNTS0008449_MN,1
MNTS0008450_MN,1
MNTS0008453_MN,1
MNTS0008456_MN,0
MNTS0008459_MN,1
MNTS0008460_MN,0
MNTS0008464_MN,1
MNTS0008465_MN,1
MNTS0008466_MN,1
MNTS0008468_MN,1
MNTS0008470_MN,1
MNTS0008471_MN,1
MNTS0008474_MN,1
MNTS0008475_MN,1
MNTS0008476_MN,0
MNTS0008477_MN,0
MNTS0008478_MN,1
MNTS0008481_MN,1
MNTS0008482_MN,1
MNTS0008483_MN,1
MNTS0008484_MN,1
MNTS0008486_MN,0
MNTS0008487_MN,1
MNTS0008488_MN,1
MNTS0008491_MN,0
MNTS0008493_MN,1
MNTS0008494_MN,1
MNTS0008495_MN,1
MNTS0008497_MN,1
MNTS0008498_MN,0
MNTS0008499_MN,1
MNTS0008500_MN,1
MNTS0008501_MN,1
MNTS0008503_MN,1
MNTS0008505_MN,1
MNTS0008506_MN,0
MNTS0008507_MN,0
MNTS0008509_MN,1
MNTS0008510_MN,1
MNTS0008511_MN,1
MNTS0008512_MN,0
MNTS0008513_MN,1
MNTS0008514_MN,1
MNTS0008516_MN,0
MNTS0008517_MN,1
MNTS0008518_MN,1
MNTS0008521_MN,1
MNTS0008526_MN,1
MNTS0008528_MN,0
MNTS0008529_MN,1
MNTS0008530_MN,1
MNTS0008531_MN,0
MNTS0008532_MN,1
MNTS0008533_MN,1
MNTS0008535_MN,1
MNTS0008537_MN,1
MNTS0008538_MN,1
MNTS0008539_MN,1
MNTS0008542_MN,1
MNTS0008543_MN,1
MNTS0008546_MN,1
MNTS0008547_MN,1
MNTS0008548_MN,1
MNTS0008549_MN,1
MNTS0008553_MN,0
MNTS0008555_MN,0
MNTS0008557_MN,1
MNTS0008558_MN,1
MNTS0008559_MN,1
MNTS0008560_MN,0
MNTS0008563_MN,0
MNTS0008565_MN,0
MNTS0008568_MN,0
MNTS0008569_MN,0
MNTS0008575_MN,1
MNTS0008576_MN,1
MNTS0008577_MN,0
MNTS0008578_MN,0
MNTS0008581_MN,1
MNTS0008582_MN,1
MNTS0008583_MN,0
MNTS0008584_MN,0
MNTS0008586_MN,1
MNTS0008588_MN,0
MNTS0008589_MN,1
MNTS0008590_MN,1
MNTS0008594_MN,1
MNTS0008595_MN,0
MNTS0008596_MN,1
MNTS0008597_MN,0
MNTS0008599_MN,1
MNTS0008603_MN,1
MNTS0008604_MN,1
MNTS0008606_MN,1
MNTS0008607_MN,1
MNTS0008608_MN,1
MNTS0008609_MN,0
MNTS0008611_MN,0
MNTS0008614_MN,1
MNTS0008617_MN,1
MNTS0008620_MN,1
MNTS0008621_MN,1
MNTS0008622_MN,1
MNTS0008623_MN,1
MNTS0008624_MN,1
MNTS0008625_MN,1
MNTS0008626_MN,1
MNTS0008627_MN,0
MNTS0008628_MN,0
MNTS0008629_MN,1
MNTS0008630_MN,0
MNTS0008631_MN,1
MNTS0008632_MN,1
MNTS0008636_MN,0
MNTS0008640_MN,1
MNTS0008646_MN,0
MNTS0008647_MN,1
MNTS0008649_MN,1
MNTS0008650_MN,1
MNTS0008651_MN,1
MNTS0008658_MN,0
MNTS0008659_MN,1
MNTS0008660_MN,1
MNTS0008661_MN,0
MNTS0008662_MN,1
MNTS0008664_MN,1
MNTS0008668_MN,1
MNTS0008670_MN,0
MNTS0008672_MN,1
MNTS0008674_MN,1
MNTS0008675_MN,0
MNTS0008676_MN,0
MNTS0008677_MN,1
MNTS0008678_MN,1
MNTS0008680_MN,1
MNTS0008681_MN,1
MNTS0008684_MN,1
MNTS0008686_MN,1
MNTS0008688_MN,0
MNTS0008689_MN,0
MNTS0008690_MN,1
MNTS0008691_MN,1
MNTS0008693_MN,1
MNTS0008696_MN,1
MNTS0008697_MN,1
MNTS0008700_MN,1
MNTS0008701_MN,1
MNTS0008708_MN,1
MNTS0008709_MN,1
MNTS0008710_MN,1
MNTS0008711_MN,1
MNTS0008712_MN,0
MNTS0008713_MN,1
MNTS0008714_MN,1
MNTS0008716_MN,1
MNTS0008717_MN,1
MNTS0008720_MN,0
MNTS0008721_MN,0
MNTS0008724_MN,1
MNTS0008727_MN,1
MNTS0008728_MN,1
MNTS0008729_MN,1
MNTS0008730_MN,0
MNTS0008731_MN,1
MNTS0008732_MN,1
MNTS0008734_MN,0
MNTS0008735_MN,1
MNTS0008736_MN,0
MNTS0008737_MN,0
MNTS0008739_MN,1
MNTS0008740_MN,1
MNTS0008742_MN,1
MNTS0008743_MN,1
MNTS0008744_MN,1
MNTS0008749_MN,1
MNTS0008751_MN,1
MNTS0008752_MN,1
MNTS0008755_MN,0
MNTS0008756_MN,1
MNTS0008758_MN,1
MNTS0008761_MN,1
MNTS0008764_MN,0
MNTS0008766_MN,1
MNTS0008767_MN,1
MNTS0008768_MN,1
MNTS0008769_MN,1
MNTS0008770_MN,1
MNTS0008771_MN,1
MNTS0008773_MN,1
MNTS0008774_MN,1
MNTS0008775_MN,0
MNTS0008777_MN,1
MNTS0008778_MN,1
MNTS0008779_MN,1
MNTS0008780_MN,1
MNTS0008781_MN,1
MNTS0008782_MN,1
MNTS0008783_MN,1
MNTS0008784_MN,1
MNTS0008787_MN,1
MNTS0008788_MN,1
MNTS0008789_MN,1
MNTS0008790_MN,1
MNTS0008791_MN,0
MNTS0008793_MN,1
MNTS0008794_MN,0
MNTS0008795_MN,1
MNTS0008799_MN,1
MNTS0008802_MN,1
MNTS0008803_MN,0
MNTS0008804_MN,1
MNTS0008805_MN,1
MNTS0008806_MN,0
MNTS0008807_MN,1
MNTS0008808_MN,1
MNTS0008810_MN,0
MNTS0008812_MN,1
MNTS0008814_MN,1
MNTS0008815_MN,1
MNTS0008816_MN,1
MNTS0008819_MN,1
MNTS0008820_MN,0
MNTS0008821_MN,1
MNTS0008823_MN,1
MNTS0008824_MN,0
MNTS0008825_MN,1
MNTS0008826_MN,1
MNTS0008827_MN,1
MNTS0008828_MN,1
MNTS0008829_MN,1
MNTS0008830_MN,0
MNTS0008832_MN,1
MNTS0008834_MN,1
MNTS0008837_MN,0
MNTS0008839_MN,1
MNTS0008840_MN,1
MNTS0008841_MN,1
MNTS0008842_MN,0
MNTS0008845_MN,1
MNTS0008846_MN,1
MNTS0008847_MN,1
MNTS0008849_MN,1
MNTS0008854_MN,1
MNTS0008855_MN,0
MNTS0008856_MN,0
MNTS0008859_MN,1
MNTS0008860_MN,1
MNTS0008862_MN,1
MNTS0008863_MN,1
MNTS0008865_MN,1
MNTS0008866_MN,1
MNTS0008867_MN,1
MNTS0008868_MN,1
MNTS0008869_MN,1
MNTS0008870_MN,1
MNTS0008871_MN,1
MNTS0008872_MN,0
MNTS0008874_MN,0
MNTS0008879_MN,1
MNTS0008881_MN,1
MNTS0008883_MN,0
MNTS0008884_MN,0
MNTS0008885_MN,1
MNTS0008886_MN,1
MNTS0008887_MN,1
MNTS0008888_MN,0
MNTS0008889_MN,0
MNTS0008890_MN,1
MNTS0008891_MN,1
MNTS0008892_MN,1
MNTS0008893_MN,1
MNTS0008894_MN,1
MNTS0008895_MN,1
MNTS0008897_MN,1
MNTS0008898_MN,0
MNTS0008899_MN,0
MNTS0008900_MN,0
MNTS0008901_MN,1
MNTS0008909_MN,1
MNTS0008911_MN,1
MNTS0008915_MN,1
MNTS0008917_MN,1
MNTS0008919_MN,0
MNTS0008922_MN,0
MNTS0008924_MN,0
MNTS0008925_MN,1
MNTS0008929_MN,1
MNTS0008931_MN,1
MNTS0008932_MN,1
MNTS0008933_MN,1
MNTS0008935_MN,1
MNTS0008936_MN,1
MNTS0008937_MN,1
MNTS0008938_MN,1
MNTS0008939_MN,1
MNTS0008940_MN,0
MNTS0008941_MN,1
MNTS0008943_MN,1
MNTS0008944_MN,1
MNTS0008946_MN,0
MNTS0008947_MN,0
MNTS0008948_MN,1
MNTS0008951_MN,1
MNTS0008952_MN,1
MNTS0008957_MN,1
MNTS0008958_MN,0
MNTS0008961_MN,1
MNTS0008962_MN,1
MNTS0008963_MN,1
MNTS0008965_MN,0
MNTS0008967_MN,1
MNTS0008969_MN,1
MNTS0008970_MN,1
MNTS0008973_MN,1
MNTS0008975_MN,1
MNTS0008979_MN,1
MNTS0008980_MN,1
MNTS0008981_MN,0
MNTS0008992_MN,0
MNTS0008997_MN,1
MNTS0008998_MN,1
MNTS0009000_MN,0
MNTS0009001_MN,1
MNTS0009003_MN,0
MNTS0009005_MN,1
MNTS0009010_MN,0
MNTS0009011_MN,1
MNTS0009012_MN,0
MNTS0009014_MN,0
MNTS0009015_MN,1
MNTS0009017_MN,1
MNTS0009019_MN,1
MNTS0009021_MN,0
MNTS0009022_MN,1
MNTS0009024_MN,1
MNTS0009025_MN,0
MNTS0009026_MN,0
MNTS0009027_MN,0
MNTS0009028_MN,1
MNTS0009029_MN,0
MNTS0009030_MN,1
MNTS0009031_MN,1
MNTS0009034_MN,1
MNTS0009035_MN,0
MNTS0009036_MN,1
MNTS0009037_MN,1
MNTS0009039_MN,1
MNTS0009040_MN,1
MNTS0009041_MN,1
MNTS0009043_MN,1
MNTS0009046_MN,1
MNTS0009051_MN,1
MNTS0009054_MN,1
MNTS0009055_MN,1
MNTS0009056_MN,1
MNTS0009057_MN,1
MNTS0009058_MN,1
MNTS0009059_MN,1
MNTS0009060_MN,1
MNTS0009061_MN,1
MNTS0009062_MN,0
MNTS0009064_MN,1
MNTS0009066_MN,0
MNTS0009067_MN,0
MNTS0009068_MN,1
MNTS0009069_MN,1
MNTS0009071_MN,1
MNTS0009072_MN,1
MNTS0009076_MN,1
MNTS0009080_MN,0
MNTS0009081_MN,1
MNTS0009082_MN,1
MNTS0009083_MN,0
MNTS0009086_MN,1
MNTS0009088_MN,1
MNTS0009089_MN,0
MNTS0009091_MN,1
MNTS0009092_MN,1
MNTS0009095_MN,1
MNTS0009097_MN,0
MNTS0009098_MN,0
MNTS0009099_MN,1
MNTS0009103_MN,1
MNTS0009104_MN,1
MNTS0009105_MN,0
MNTS0009107_MN,1
MNTS0009108_MN,1
MNTS0009110_MN,1
MNTS0009111_MN,1
MNTS0009112_MN,1
MNTS0009113_MN,0
MNTS0009114_MN,1
MNTS0009115_MN,0
MNTS0009118_MN,1
MNTS0009121_MN,0
MNTS0009122_MN,1
MNTS0009123_MN,0
MNTS0009124_MN,1
MNTS0009125_MN,1
MNTS0009127_MN,1
MNTS0009128_MN,0
MNTS0009130_MN,1
MNTS0009131_MN,1
MNTS0009132_MN,1
MNTS0009133_MN,1
MNTS0009134_MN,1
MNTS0009135_MN,1
MNTS0009136_MN,1
MNTS0009138_MN,1
MNTS0009140_MN,1
MNTS0009142_MN,1
MNTS0009144_MN,1
MNTS0009145_MN,0
MNTS0009146_MN,1
MNTS0009147_MN,1
MNTS0009148_MN,1
MNTS0009152_MN,1
MNTS0009154_MN,1
MNTS0009157_MN,1
MNTS0009158_MN,1
MNTS0009159_MN,1
MNTS0009161_MN,1
MNTS0009171_MN,1
MNTS0009172_MN,0
MNTS0009173_MN,1
MNTS0009175_MN,1
MNTS0009176_MN,1
MNTS0009177_MN,1
MNTS0009178_MN,1
MNTS0009179_MN,1
MNTS0009180_MN,1
MNTS0009181_MN,0
MNTS0009182_MN,1
MNTS0009185_MN,1
MNTS0009187_MN,1
MNTS0009188_MN,1
MNTS0009189_MN,1
MNTS0009190_MN,1
MNTS0009191_MN,0
MNTS0009192_MN,1
MNTS0009193_MN,0
MNTS0009200_MN,0
MNTS0009201_MN,1
MNTS0009202_MN,1
MNTS0009203_MN,1
MNTS0009204_MN,1
MNTS0009207_MN,1
MNTS0009208_MN,1
MNTS0009209_MN,0
MNTS0009211_MN,0
MNTS0009212_MN,1
MNTS0009213_MN,1
MNTS0009214_MN,1
MNTS0009215_MN,1
MNTS0009216_MN,1
MNTS0009219_MN,0
MNTS0009222_MN,1
MNTS0009223_MN,0
MNTS0009226_MN,1
MNTS0009230_MN,0
MNTS0009231_MN,0
MNTS0009233_MN,0
MNTS0009234_MN,0
MNTS0009235_MN,1
MNTS0009238_MN,1
MNTS0009239_MN,1
MNTS0009240_MN,1
MNTS0009241_MN,0
MNTS0009242_MN,1
MNTS0009243_MN,1
MNTS0009244_MN,0
MNTS0009247_MN,0
MNTS0009248_MN,0
MNTS0009252_MN,1
MNTS0009253_MN,1
MNTS0009254_MN,1
MNTS0009256_MN,1
MNTS0009257_MN,1
MNTS0009258_MN,1
MNTS0009259_MN,1
MNTS0009260_MN,1
MNTS0009261_MN,1
MNTS0009262_MN,1
MNTS0009265_MN,0
MNTS0009266_MN,0
MNTS0009267_MN,0
MNTS0009268_MN,1
MNTS0009273_MN,0
MNTS0009274_MN,1
MNTS0009276_MN,1
MNTS0009277_MN,1
MNTS0009278_MN,1
MNTS0009279_MN,1
MNTS0009280_MN,0
MNTS0009281_MN,1
MNTS0009282_MN,0
MNTS0009283_MN,1
MNTS0009284_MN,1
MNTS0009287_MN,1
MNTS0009288_MN,0
MNTS0009289_MN,1
MNTS0009290_MN,1
MNTS0009291_MN,1
MNTS0009293_MN,1
MNTS0009295_MN,1
MNTS0009296_MN,1
MNTS0009297_MN,1
MNTS0009298_MN,0
MNTS0009299_MN,1
MNTS0009301_MN,0
MNTS0009302_MN,1
MNTS0009304_MN,0
MNTS0009311_MN,1
MNTS0009312_MN,0
MNTS0009313_MN,0
MNTS0009315_MN,1
MNTS0009316_MN,1
MNTS0009317_MN,1
MNTS0009318_MN,1
MNTS0009319_MN,1
MNTS0009320_MN,0
MNTS0009322_MN,0
MNTS0009323_MN,1
MNTS0009325_MN,0
MNTS0009326_MN,1
MNTS0009327_MN,1
MNTS0009328_MN,1
MNTS0009329_MN,1
MNTS0009330_MN,1
MNTS0009331_MN,1
MNTS0009333_MN,0
MNTS0009339_MN,1
MNTS0009340_MN,1
MNTS0009341_MN,1
MNTS0009342_MN,1
MNTS0009343_MN,1
MNTS0009345_MN,0
MNTS0009349_MN,0
MNTS0009350_MN,1
MNTS0009351_MN,0
MNTS0009352_MN,1
MNTS0009353_MN,0
MNTS0009354_MN,1
MNTS0009355_MN,0
MNTS0009360_MN,0
MNTS0009362_MN,0
MNTS0009364_MN,1
MNTS0009368_MN,1
MNTS0009369_MN,1
MNTS0009371_MN,0
MNTS0009372_MN,1
MNTS0009373_MN,0
MNTS0009374_MN,1
MNTS0009375_MN,0
MNTS0009379_MN,1
MNTS0009381_MN,0
MNTS0009382_MN,0
MNTS0009383_MN,1
MNTS0009384_MN,1
MNTS0009385_MN,1
MNTS0009386_MN,1
MNTS0009387_MN,0
MNTS0009388_MN,1
MNTS0009389_MN,1
MNTS0009391_MN,1
MNTS0009392_MN,1
MNTS0009393_MN,0
MNTS0009394_MN,1
MNTS0009395_MN,1
MNTS0009396_MN,1
MNTS0009397_MN,1
MNTS0009398_MN,1
MNTS0009399_MN,1
MNTS0009400_MN,1
MNTS0009402_MN,1
MNTS0009403_MN,1
MNTS0009404_MN,1
MNTS0009405_MN,0
MNTS0009406_MN,1
MNTS0009407_MN,1
MNTS0009408_MN,1
MNTS0009409_MN,1
MNTS0009410_MN,0
MNTS0009411_MN,1
MNTS0009412_MN,1
MNTS0009413_MN,1
MNTS0009414_MN,1
MNTS0009415_MN,1
MNTS0009416_MN,0
MNTS0009417_MN,0
MNTS0009418_MN,0
MNTS0009420_MN,0
MNTS0009422_MN,0
MNTS0009423_MN,1
MNTS0009433_MN,1
MNTS0009434_MN,0
MNTS0009435_MN,1
MNTS0009439_MN,0
MNTS0009440_MN,1
MNTS0009441_MN,1
MNTS0009442_MN,1
MNTS0009443_MN,1
MNTS0009445_MN,1
MNTS0009447_MN,0
MNTS0009449_MN,0
MNTS0009450_MN,1
MNTS0009451_MN,0
MNTS0009452_MN,1
MNTS0009453_MN,0
MNTS0009454_MN,0
MNTS0009456_MN,0
MNTS0009458_MN,1
MNTS0009459_MN,0
MNTS0009461_MN,1
MNTS0009462_MN,1
MNTS0009463_MN,1
MNTS0009464_MN,1
MNTS0009465_MN,1
MNTS0009466_MN,0
MNTS0009467_MN,1
MNTS0009468_MN,1
MNTS0009469_MN,1
MNTS0009471_MN,1
MNTS0009472_MN,1
MNTS0009475_MN,1
MNTS0009478_MN,0
MNTS0009479_MN,1
MNTS0009480_MN,1
MNTS0009481_MN,0
MNTS0009482_MN,1
MNTS0009483_MN,1
MNTS0009484_MN,1
MNTS0009485_MN,1
MNTS0009486_MN,1
MNTS0009487_MN,1
MNTS0009488_MN,1
MNTS0009489_MN,1
MNTS0009490_MN,0
MNTS0009493_MN,1
MNTS0009495_MN,0
MNTS0009496_MN,0
MNTS0009497_MN,1
MNTS0009498_MN,0
MNTS0009502_MN,1
MNTS0009504_MN,1
MNTS0009506_MN,1
MNTS0009508_MN,0
MNTS0009509_MN,0
MNTS0009510_MN,1
MNTS0009511_MN,1
MNTS0009515_MN,1
MNTS0009518_MN,0
MNTS0009520_MN,0
MNTS0009523_MN,0
MNTS0009526_MN,1
MNTS0009527_MN,1
MNTS0009528_MN,1
MNTS0009529_MN,1
MNTS0009530_MN,0
MNTS0009532_MN,1
MNTS0009539_MN,1
MNTS0009541_MN,0
MNTS0009542_MN,1
MNTS0009543_MN,0
MNTS0009544_MN,0
MNTS0009545_MN,1
MNTS0009547_MN,1
MNTS0009548_MN,1
MNTS0009549_MN,1
MNTS0009551_MN,0
MNTS0009556_MN,1
MNTS0009560_MN,1
MNTS0009562_MN,1
MNTS0009563_MN,1
MNTS0009566_MN,1
MNTS0009569_MN,1
MNTS0009570_MN,1
MNTS0009571_MN,1
MNTS0009574_MN,1
MNTS0009575_MN,0
MNTS0009576_MN,1
MNTS0009577_MN,0
MNTS0009579_MN,0
MNTS0009580_MN,1
MNTS0009581_MN,1
MNTS0009585_MN,0
MNTS0009586_MN,1
MNTS0009587_MN,0
MNTS0009589_MN,1
MNTS0009597_MN,1
MNTS0009599_MN,1
MNTS0009601_MN,1
MNTS0009605_MN,1
MNTS0009606_MN,0
MNTS0009607_MN,0
MNTS0009608_MN,0
MNTS0009610_MN,0
MNTS0009612_MN,1
MNTS0009617_MN,1
MNTS0009618_MN,1
MNTS0009620_MN,1
MNTS0009621_MN,1
